id,recorded_type,recorded_date,recorded_amount,recorded_payment/receipt_status,recorded_payment_method,recorded_approver,recorded_preparer,recorded_receive_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Purchase20231231013,Purchase,2023-12-31,200000.0,Paid,Bank Transfer,Director,Staff,,100000.0,S006,Supplier 6,S004,Enterprise Solution,2.0,100000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Purchase20231231014,Purchase,2023-12-31,2000.0,Unpaid,Account Payable,Director,Staff,,1000.0,S007,Supplier 7,S001,Basic Consulting,2.0,1000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000.00, totaling $2000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240121001,Sales Expenses,2024-01-21,12565.83,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $12565.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,389.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $389.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240122001,Sales Expenses,2024-01-22,15726.52,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $15726.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,389.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $389.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123039,Sale,2024-01-23,48078.98,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,48078.98,C002,2403.95,45675.03,20000.0,28078.98,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $48078.98, totaling $48078.98. The cost amount for this transaction was $20000.00, with a tax amount of $2403.95, leading to a total amount due of $45675.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240123001,Administrative Expenses,2024-01-23,19716.14,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $19716.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240123001,Sales Expenses,2024-01-23,17357.32,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Sales Expenses, totaling $17357.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,389.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $389.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124041,Sale,2024-01-24,12006.12,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,12006.12,C006,600.31,11405.81,5000.0,7006.12,"On January 24, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $12006.12, totaling $12006.12. The cost amount for this transaction was $5000.00, with a tax amount of $600.31, leading to a total amount due of $11405.81. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231015,Purchase,2023-12-31,3000.0,Paid,Cash,Director,Staff,,1000.0,S007,Supplier 7,S001,Basic Consulting,3.0,1000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $1000.00, totaling $3000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240124001,Sales Expenses,2024-01-24,6631.17,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $6631.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,389.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $389.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231016,Purchase,2023-12-31,40000.0,Unpaid,Account Payable,Director,Supervisor,,20000.0,S001,Supplier 1,S003,Premium Consulting,2.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240125001,Sales Expenses,2024-01-25,14323.57,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $14323.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,389.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $389.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126044,Sale,2024-01-26,52600.07,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,52600.07,C014,2630.0,49970.07,20000.0,32600.07,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $52600.07, totaling $52600.07. The cost amount for this transaction was $20000.00, with a tax amount of $2630.00, leading to a total amount due of $49970.07. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126045,Sale,2024-01-26,218551.72,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,218551.72,C008,10927.59,207624.13,100000.0,118551.72,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $218551.72, totaling $218551.72. The cost amount for this transaction was $100000.00, with a tax amount of $10927.59, leading to a total amount due of $207624.13. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126046,Sale,2024-01-26,49951.71,Paid,,,,Cash,20000.0,,,S003,Premium Consulting,1.0,49951.71,C001,2497.59,47454.12,20000.0,29951.71,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $49951.71, totaling $49951.71. The cost amount for this transaction was $20000.00, with a tax amount of $2497.59, leading to a total amount due of $47454.12. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231017,Purchase,2023-12-31,10000.0,Paid,Bank Transfer,Director,Supervisor,,5000.0,S004,Supplier 4,S002,Standard Consulting,2.0,5000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240126001,Sales Expenses,2024-01-26,9100.16,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $9100.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,388.66,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $388.66. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231018,Purchase,2023-12-31,15000.0,Paid,Bank Transfer,Director,Staff,,5000.0,S008,Supplier 8,S002,Standard Consulting,3.0,5000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240127001,Sales Expenses,2024-01-27,9621.68,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $9621.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240127001,Sales Expenses,2024-01-27,19426.3,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $19426.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128050,Sale,2024-01-28,11095.98,Paid,,,,Cash,5000.0,,,S002,Standard Consulting,1.0,11095.98,C006,554.8,10541.18,5000.0,6095.98,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $11095.98, totaling $11095.98. The cost amount for this transaction was $5000.00, with a tax amount of $554.80, leading to a total amount due of $10541.18. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128051,Sale,2024-01-28,40096.08,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,40096.08,C011,2004.8,38091.28,20000.0,20096.08,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $40096.08, totaling $40096.08. The cost amount for this transaction was $20000.00, with a tax amount of $2004.80, leading to a total amount due of $38091.28. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240128001,Sales Expenses,2024-01-28,13993.02,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $13993.02. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129053,Sale,2024-01-29,2994.1,Unpaid,,,,Account Receviable,1000.0,,,S001,Basic Consulting,1.0,2994.1,C002,149.71,2844.39,1000.0,1994.1,"On January 29, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2994.10, totaling $2994.10. The cost amount for this transaction was $1000.00, with a tax amount of $149.71, leading to a total amount due of $2844.39. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240129054,Sale,2024-01-29,13434.22,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,13434.22,C019,671.71,12762.51,5000.0,8434.22,"On January 29, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $13434.22, totaling $13434.22. The cost amount for this transaction was $5000.00, with a tax amount of $671.71, leading to a total amount due of $12762.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240129001,Administrative Expenses,2024-01-29,7955.72,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $7955.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130055,Sale,2024-01-30,55638.81,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,55638.81,C004,2781.94,52856.87,20000.0,35638.81,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $55638.81, totaling $55638.81. The cost amount for this transaction was $20000.00, with a tax amount of $2781.94, leading to a total amount due of $52856.87. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231019,Purchase,2023-12-31,60000.0,Paid,Cash,Director,Staff,,20000.0,S003,Supplier 3,S003,Premium Consulting,3.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $20000.00, totaling $60000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240130001,Sales Expenses,2024-01-30,11094.48,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $11094.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131057,Sale,2024-01-31,56577.75,Paid,,,,Cash,20000.0,,,S003,Premium Consulting,1.0,56577.75,C010,46678.25,53748.86,20000.0,36577.75,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $56577.75, totaling $56577.75. The cost amount for this transaction was $20000.00, with a tax amount of $2828.89, leading to a total amount due of $53748.86. The receive_method of this transaction was cash, and this transaction was paid.","[{'Original tax': 2828.89, 'Recorded tax': 46678.25, 'id': 'Sale20240131057'}]"
Sale20240131058,Sale,2024-01-31,13921.69,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,13921.69,C009,696.08,13225.61,5000.0,8921.69,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $13921.69, totaling $13921.69. The cost amount for this transaction was $5000.00, with a tax amount of $696.08, leading to a total amount due of $13225.61. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131059,Sale,2024-01-31,276920.02,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,276920.02,C004,13846.0,263074.02,100000.0,176920.02,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $276920.02, totaling $276920.02. The cost amount for this transaction was $100000.00, with a tax amount of $13846.00, leading to a total amount due of $263074.02. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240131001,Financial Expenses,2024-01-31,9242.6,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Financial Expenses, totaling $9242.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240131001,Sales Expenses,2024-01-31,11900.64,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $11900.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201061,Sale,2024-02-01,2061.6,Paid,,,,Cash,1000.0,,,S001,Basic Consulting,1.0,2061.6,C017,103.08,1958.52,1000.0,1061.6,"On February 01, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2061.60, totaling $2061.60. The cost amount for this transaction was $1000.00, with a tax amount of $103.08, leading to a total amount due of $1958.52. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231020,Purchase,2023-12-31,20000.0,Paid,Cash,Director,Staff,,20000.0,S001,Supplier 1,S003,Premium Consulting,1.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240201001,Sales Expenses,2024-02-01,12013.19,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Sales Expenses, totaling $12013.19. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,45752.9,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $45752.90.",
Interest20240201032,Interest Receivables,2024-02-01,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240202063,Sale,2024-02-02,195343.26,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,195343.26,C005,9767.16,185576.1,100000.0,95343.26,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $195343.26, totaling $195343.26. The cost amount for this transaction was $100000.00, with a tax amount of $9767.16, leading to a total amount due of $185576.10. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240202064,Sale,2024-02-02,13709.42,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,13709.42,C003,685.47,13023.95,5000.0,8709.42,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $13709.42, totaling $13709.42. The cost amount for this transaction was $5000.00, with a tax amount of $685.47, leading to a total amount due of $13023.95. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240202065,Sale,2024-02-02,10969.01,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,10969.01,C007,548.45,10420.56,5000.0,5969.01,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $10969.01, totaling $10969.01. The cost amount for this transaction was $5000.00, with a tax amount of $548.45, leading to a total amount due of $10420.56. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240202001,Administrative Expenses,2024-02-02,14057.62,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $14057.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240203066,Sale,2024-02-03,2658.79,Unpaid,,,,Account Receviable,1000.0,,,S001,Basic Consulting,1.0,2658.79,C019,132.94,2525.85,1000.0,1658.79,"On February 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2658.79, totaling $2658.79. The cost amount for this transaction was $1000.00, with a tax amount of $132.94, leading to a total amount due of $2525.85. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240203067,Sale,2024-02-03,2842.5,Unpaid,,,,Account Receviable,1000.0,,,S001,Basic Consulting,1.0,2842.5,C012,142.12,2700.38,1000.0,1842.5,"On February 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2842.50, totaling $2842.50. The cost amount for this transaction was $1000.00, with a tax amount of $142.12, leading to a total amount due of $2700.38. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240203068,Sale,2024-02-03,2734.78,Unpaid,,,,Account Receviable,1000.0,,,S001,Basic Consulting,1.0,2734.78,C001,136.74,2598.04,1000.0,1734.78,"On February 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2734.78, totaling $2734.78. The cost amount for this transaction was $1000.00, with a tax amount of $136.74, leading to a total amount due of $2598.04. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231021,Purchase,2023-12-31,3000.0,Unpaid,Account Payable,Director,Staff,,1000.0,S002,Supplier 2,S001,Basic Consulting,3.0,1000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $1000.00, totaling $3000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240203001,Administrative Expenses,2024-02-03,8643.3,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Administrative Expenses, totaling $8643.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240203001,Financial Expenses,2024-02-03,12974.91,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Financial Expenses, totaling $12974.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,387.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $387.33. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204069,Sale,2024-02-04,44816.04,Paid,,,,Cash,20000.0,,,S003,Premium Consulting,1.0,44816.04,C005,2240.8,42575.24,20000.0,24816.04,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $44816.04, totaling $44816.04. The cost amount for this transaction was $20000.00, with a tax amount of $2240.80, leading to a total amount due of $42575.24. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240204070,Sale,2024-02-04,2757.29,Paid,,,,Cash,1000.0,,,S001,Basic Consulting,1.0,2757.29,C016,137.86,2619.43,1000.0,1757.29,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2757.29, totaling $2757.29. The cost amount for this transaction was $1000.00, with a tax amount of $137.86, leading to a total amount due of $2619.43. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231022,Purchase,2023-12-31,10000.0,Unpaid,Account Payable,Director,Supervisor,,5000.0,S001,Supplier 1,S002,Standard Consulting,2.0,5000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231023,Purchase,2023-12-31,60000.0,Paid,Bank Transfer,Director,Supervisor,,20000.0,S003,Supplier 3,S003,Premium Consulting,3.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $20000.00, totaling $60000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240204001,Financial Expenses,2024-02-04,11987.62,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Financial Expenses, totaling $11987.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,381.99,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $381.99. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240205001,Administrative Expenses,2024-02-05,18051.31,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Administrative Expenses, totaling $18051.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,381.99,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $381.99. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
