id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,22998.87,22998.87,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,334.195,334.195,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240125095,Sale,2024-01-25,2024-01-25,17056.02,17056.02,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,8528.01,Account Receviable,C015,852.8,16203.22,10000.0,7056.02
Sale20240125096,Sale,2024-01-25,2024-01-25,286856.46,286856.46,,,Paid,,50000.0,,,P004,Premium Product D,3.0,95618.82,Cash,C013,14342.82,272513.64,150000.0,136856.46000000002
Purchase20231231022,Purchase,2023-12-31,2023-12-31,350000.0,350000.0,Director,Staff,Paid,Cash,50000.0,S003,Supplier 3,P004,Premium Product D,7.0,50000.0,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,25012.4,25012.4,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,11531.6,11531.6,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,334.195,334.195,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240126099,Sale,2024-01-26,2024-01-26,19846.43,19846.43,,,Paid,,10000.0,,,P002,Premium Product B,1.0,19846.43,Cash,C005,992.32,18854.11,10000.0,9846.43
Sale20240126100,Sale,2024-01-26,2024-01-26,103824.27,103824.27,,,Paid,,20000.0,,,P003,Premium Product C,3.0,34608.09,Cash,C002,5191.21,98633.06,60000.0,43824.270000000004
Sale20240126101,Sale,2024-01-26,2024-01-26,27687.18,27687.18,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9229.06,Cash,C003,1384.36,26302.82,15000.0,12687.18
Sale20240126102,Sale,2024-01-26,2024-01-26,27512.1,27512.1,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,9170.7,Account Receviable,C014,1375.61,26136.49,15000.0,12512.099999999999
Purchase20231231023,Purchase,2023-12-31,2023-12-31,35000.0,35000.0,Director,Staff,Paid,Cash,5000.0,S006,Supplier 6,P001,Premium Product A,7.0,5000.0,,,,,,
Purchase20231231024,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Staff,Paid,Bank Transfer,10000.0,S001,Supplier 1,P002,Premium Product B,10.0,10000.0,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,25799.95,25799.95,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240126001,Financial Expenses,2024-01-26,2024-01-26,26436.54,26436.54,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,325.29499999999996,325.29499999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240127104,Sale,2024-01-27,2024-01-27,97119.22,97119.22,,,Paid,,50000.0,,,P004,Premium Product D,1.0,97119.22,Cash,C014,4855.96,92263.26,50000.0,47119.22
Sale20240127105,Sale,2024-01-27,2024-01-27,98243.33,98243.33,,,Paid,,50000.0,,,P004,Premium Product D,1.0,98243.33,Cash,C019,4912.17,93331.16,50000.0,48243.33
Sale20240127106,Sale,2024-01-27,2024-01-27,195738.24,195738.24,,,Unpaid,,50000.0,,,P004,Premium Product D,2.0,97869.12,Account Receviable,C018,9786.91,185951.33,100000.0,95738.23999999999
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,6861.03,6861.03,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,18560.22,18560.22,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,325.29499999999996,325.29499999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240128109,Sale,2024-01-28,2024-01-28,38343.61,38343.61,,,Paid,,20000.0,,,P003,Premium Product C,1.0,38343.61,Cash,C005,1917.18,36426.43,20000.0,18343.61
Sale20240128110,Sale,2024-01-28,2024-01-28,91847.66,91847.66,,,Paid,,50000.0,,,P004,Premium Product D,1.0,91847.66,Cash,C014,4592.38,87255.28,50000.0,41847.66
Purchase20231231025,Purchase,2023-12-31,2023-12-31,450000.0,450000.0,Director,Staff,Paid,Cash,50000.0,S009,Supplier 9,P004,Premium Product D,9.0,50000.0,,,,,,
Purchase20231231026,Purchase,2023-12-31,2023-12-31,140000.0,140000.0,Director,Staff,Unpaid,Account Payable,20000.0,S007,Supplier 7,P003,Premium Product C,7.0,20000.0,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,22072.76,22072.76,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,17274.2,17274.2,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,325.29499999999996,325.29499999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240129113,Sale,2024-01-29,2024-01-29,259290.33,259290.33,,,Paid,,50000.0,,,P004,Premium Product D,3.0,86430.11,Cash,C001,12964.52,246325.81,150000.0,109290.32999999999
Expense20240129001,Sales Expenses,2024-01-29,2024-01-29,17247.75,17247.75,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,5786.51,5786.51,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,325.29499999999996,325.29499999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,
