id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Sale20240112046,Sale,2024-01-12,119284.65,,,Paid,,20000.0,,,P003,Premium Product C,3.0,39761.55,Cash,C009,5964.23,113320.42,60000.0,59284.65,"On January 12, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $39761.55, totaling $119284.65. The cost amount for this transaction was $60000.00, with a tax amount of $5964.23, leading to a total amount due of $113320.42. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231011,Purchase,2023-12-31,100000.0,Director,Staff,Paid,Cash,10000.0,S003,Supplier 3,P002,Premium Product B,10.0,10000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $10000.00, totaling $100000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Purchase20231231012,Purchase,2023-12-31,35000.0,Director,Staff,Unpaid,Account Payable,5000.0,S002,Supplier 2,P001,Premium Product A,7.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $5000.00, totaling $35000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240112001,Sales Expenses,2024-01-12,20136.77,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $20136.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240112001,Financial Expenses,2024-01-12,28281.98,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Financial Expenses, totaling $28281.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,346.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $346.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113048,Sale,2024-01-13,9033.17,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9033.17,Cash,C014,451.66,8581.51,5000.0,4033.17,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9033.17, totaling $9033.17. The cost amount for this transaction was $5000.00, with a tax amount of $451.66, leading to a total amount due of $8581.51. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113049,Sale,2024-01-13,19087.14,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,9543.57,Account Receviable,C005,954.36,18132.78,10000.0,9087.14,"On January 13, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9543.57, totaling $19087.14. The cost amount for this transaction was $10000.00, with a tax amount of $954.36, leading to a total amount due of $18132.78. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113050,Sale,2024-01-13,9548.59,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9548.59,Cash,C008,477.43,9071.16,5000.0,4548.59,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9548.59, totaling $9548.59. The cost amount for this transaction was $5000.00, with a tax amount of $477.43, leading to a total amount due of $9071.16. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113051,Sale,2024-01-13,34655.41,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,34655.41,Account Receviable,C002,1732.77,32922.64,20000.0,14655.41,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $34655.41, totaling $34655.41. The cost amount for this transaction was $20000.00, with a tax amount of $1732.77, leading to a total amount due of $32922.64. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231013,Purchase,2023-12-31,45000.0,Director,Staff,Unpaid,Account Payable,5000.0,S010,Supplier 10,P001,Premium Product A,9.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $5000.00, totaling $45000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231014,Purchase,2023-12-31,400000.0,Director,Staff,Unpaid,Account Payable,50000.0,S006,Supplier 6,P004,Premium Product D,8.0,50000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 8.0 units at a unit price of $50000.00, totaling $400000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240113001,Sales Expenses,2024-01-13,12167.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $12167.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240113001,Financial Expenses,2024-01-13,27331.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Financial Expenses, totaling $27331.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,15369.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $15369.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,346.21,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $346.21. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114053,Sale,2024-01-14,68924.88,,,Paid,,20000.0,,,P003,Premium Product C,2.0,34462.44,Cash,C011,3446.24,65478.64,40000.0,28924.88,"On January 14, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $34462.44, totaling $68924.88. The cost amount for this transaction was $40000.00, with a tax amount of $3446.24, leading to a total amount due of $65478.64. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114054,Sale,2024-01-14,59291.76,,,Paid,,10000.0,,,P002,Premium Product B,3.0,19763.92,Cash,C019,2964.59,56327.17,30000.0,29291.76,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $19763.92, totaling $59291.76. The cost amount for this transaction was $30000.00, with a tax amount of $2964.59, leading to a total amount due of $56327.17. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231015,Purchase,2023-12-31,120000.0,Director,Staff,Paid,Bank Transfer,20000.0,S005,Supplier 5,P003,Premium Product C,6.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 6.0 units at a unit price of $20000.00, totaling $120000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240114001,Financial Expenses,2024-01-14,27750.0,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Financial Expenses, totaling $27750.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240114001,Administrative Expenses,2024-01-14,3800.79,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $3800.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240114001,Financial Expenses,2024-01-14,27475.49,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Financial Expenses, totaling $27475.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115055,Sale,2024-01-15,257759.46,,,Unpaid,,50000.0,,,P004,Premium Product D,3.0,85919.82,Account Receviable,C016,12887.97,244871.49,150000.0,107759.46,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $85919.82, totaling $257759.46. The cost amount for this transaction was $150000.00, with a tax amount of $12887.97, leading to a total amount due of $244871.49. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115056,Sale,2024-01-15,9327.25,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9327.25,Cash,C005,466.36,8860.89,5000.0,4327.25,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9327.25, totaling $9327.25. The cost amount for this transaction was $5000.00, with a tax amount of $466.36, leading to a total amount due of $8860.89. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115057,Sale,2024-01-15,296895.3,,,Paid,,50000.0,,,P004,Premium Product D,3.0,98965.1,Cash,C001,14844.76,282050.54,150000.0,146895.3,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $98965.10, totaling $296895.30. The cost amount for this transaction was $150000.00, with a tax amount of $14844.76, leading to a total amount due of $282050.54. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240115001,Financial Expenses,2024-01-15,8691.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Financial Expenses, totaling $8691.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240115001,Sales Expenses,2024-01-15,27265.78,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $27265.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116059,Sale,2024-01-16,289047.27,,,Paid,,50000.0,,,P004,Premium Product D,3.0,96349.09,Cash,C002,14452.36,274594.91,150000.0,139047.27,"On January 16, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $96349.09, totaling $289047.27. The cost amount for this transaction was $150000.00, with a tax amount of $14452.36, leading to a total amount due of $274594.91. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116060,Sale,2024-01-16,19171.64,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,9585.82,Account Receviable,C015,958.58,18213.06,10000.0,9171.64,"On January 16, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $9585.82, totaling $19171.64. The cost amount for this transaction was $10000.00, with a tax amount of $958.58, leading to a total amount due of $18213.06. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240116061,Sale,2024-01-16,108126.21,,,Paid,,20000.0,,,P003,Premium Product C,3.0,36042.07,Cash,C004,5406.31,102719.9,60000.0,48126.21,"On January 16, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $36042.07, totaling $108126.21. The cost amount for this transaction was $60000.00, with a tax amount of $5406.31, leading to a total amount due of $102719.90. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231016,Purchase,2023-12-31,200000.0,Director,Staff,Paid,Cash,50000.0,S002,Supplier 2,P004,Premium Product D,4.0,50000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 4.0 units at a unit price of $50000.00, totaling $200000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240116001,Sales Expenses,2024-01-16,26626.7,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $26626.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240116001,Sales Expenses,2024-01-16,29908.73,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $29908.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117064,Sale,2024-01-17,87812.29,,,Paid,,50000.0,,,P004,Premium Product D,1.0,87812.29,Cash,C009,4390.61,83421.68,50000.0,37812.29,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $87812.29, totaling $87812.29. The cost amount for this transaction was $50000.00, with a tax amount of $4390.61, leading to a total amount due of $83421.68. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240117001,Sales Expenses,2024-01-17,14925.27,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $14925.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240117001,Sales Expenses,2024-01-17,18769.64,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $18769.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118067,Sale,2024-01-18,87773.19,,,Paid,,50000.0,,,P004,Premium Product D,1.0,87773.19,Cash,C017,4388.66,83384.53,50000.0,37773.19,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $87773.19, totaling $87773.19. The cost amount for this transaction was $50000.00, with a tax amount of $4388.66, leading to a total amount due of $83384.53. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118068,Sale,2024-01-18,9826.86,,,Unpaid,,5000.0,,,P001,Premium Product A,1.0,9826.86,Account Receviable,C014,491.34,9335.52,5000.0,4826.86,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9826.86, totaling $9826.86. The cost amount for this transaction was $5000.00, with a tax amount of $491.34, leading to a total amount due of $9335.52. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231017,Purchase,2023-12-31,450000.0,Director,Staff,Paid,Cash,50000.0,S003,Supplier 3,P004,Premium Product D,9.0,50000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $50000.00, totaling $450000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240118001,Sales Expenses,2024-01-18,3014.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $3014.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240118001,Financial Expenses,2024-01-18,20030.61,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Financial Expenses, totaling $20030.61. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119070,Sale,2024-01-19,52668.75,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17556.25,Cash,C009,2633.44,50035.31,30000.0,22668.75,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $17556.25, totaling $52668.75. The cost amount for this transaction was $30000.00, with a tax amount of $2633.44, leading to a total amount due of $50035.31. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240119071,Sale,2024-01-19,266868.12,,,Unpaid,,50000.0,,,P004,Premium Product D,3.0,88956.04,Cash,C007,13343.41,253524.71,150000.0,116868.12,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $88956.04, totaling $266868.12. The cost amount for this transaction was $150000.00, with a tax amount of $13343.41, leading to a total amount due of $253524.71. The receive_method of this transaction was cash, and this transaction was paid.","[{'Recorded payment/receipt_status': 'Unpaid', 'Original payment/receipt_status': 'Paid', 'id': 'Sale20240119071'}]"
Expense20240119001,Administrative Expenses,2024-01-19,5616.15,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $5616.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240119001,Administrative Expenses,2024-01-19,5484.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $5484.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120072,Sale,2024-01-20,17832.11,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,17832.11,Account Receviable,C016,891.61,16940.5,10000.0,7832.11,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17832.11, totaling $17832.11. The cost amount for this transaction was $10000.00, with a tax amount of $891.61, leading to a total amount due of $16940.50. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240120073,Sale,2024-01-20,17673.74,,,Paid,,10000.0,,,P002,Premium Product B,1.0,17673.74,Cash,C013,883.69,16790.05,10000.0,7673.74,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17673.74, totaling $17673.74. The cost amount for this transaction was $10000.00, with a tax amount of $883.69, leading to a total amount due of $16790.05. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240120074,Sale,2024-01-20,177214.12,,,Paid,,50000.0,,,P004,Premium Product D,2.0,88607.06,Cash,C008,8860.71,168353.41,100000.0,77214.12,"On January 20, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $88607.06, totaling $177214.12. The cost amount for this transaction was $100000.00, with a tax amount of $8860.71, leading to a total amount due of $168353.41. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231018,Purchase,2023-12-31,90000.0,Director,Staff,Unpaid,Account Payable,10000.0,S010,Supplier 10,P002,Premium Product B,9.0,10000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $10000.00, totaling $90000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240120001,Sales Expenses,2024-01-20,8381.1,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $8381.10. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240120001,Administrative Expenses,2024-01-20,9911.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $9911.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121076,Sale,2024-01-21,9561.13,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9561.13,Cash,C014,478.06,9083.07,5000.0,4561.13,"On January 21, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9561.13, totaling $9561.13. The cost amount for this transaction was $5000.00, with a tax amount of $478.06, leading to a total amount due of $9083.07. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121077,Sale,2024-01-21,51657.21,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17219.07,Cash,C016,2582.86,49074.35,30000.0,21657.21,"On January 21, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $17219.07, totaling $51657.21. The cost amount for this transaction was $30000.00, with a tax amount of $2582.86, leading to a total amount due of $49074.35. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240121001,Sales Expenses,2024-01-21,26513.68,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $26513.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240121001,Sales Expenses,2024-01-21,20438.81,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $20438.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240121001,Administrative Expenses,2024-01-21,17063.93,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $17063.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,335.53,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $335.53. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122080,Sale,2024-01-22,18821.05,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,18821.05,Account Receviable,C015,941.05,17880.0,10000.0,8821.05,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18821.05, totaling $18821.05. The cost amount for this transaction was $10000.00, with a tax amount of $941.05, leading to a total amount due of $17880.00. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240122081,Sale,2024-01-22,114418.29,,,Paid,,20000.0,,,P003,Premium Product C,3.0,38139.43,Cash,C014,5720.91,108697.38,60000.0,54418.29,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $38139.43, totaling $114418.29. The cost amount for this transaction was $60000.00, with a tax amount of $5720.91, leading to a total amount due of $108697.38. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122082,Sale,2024-01-22,29249.01,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9749.67,Cash,C020,1462.45,27786.56,15000.0,14249.01,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9749.67, totaling $29249.01. The cost amount for this transaction was $15000.00, with a tax amount of $1462.45, leading to a total amount due of $27786.56. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122083,Sale,2024-01-22,105198.99,,,Unpaid,,20000.0,,,P003,Premium Product C,3.0,35066.33,Account Receviable,C013,5259.95,99939.04,60000.0,45198.99,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $35066.33, totaling $105198.99. The cost amount for this transaction was $60000.00, with a tax amount of $5259.95, leading to a total amount due of $99939.04. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231019,Purchase,2023-12-31,15000.0,Director,Staff,Paid,Bank Transfer,5000.0,S001,Supplier 1,P001,Premium Product A,3.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240122001,Administrative Expenses,2024-01-22,28780.85,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $28780.85. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240122001,Sales Expenses,2024-01-22,20222.68,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $20222.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240122001,Sales Expenses,2024-01-22,9445.79,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $9445.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,334.2,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $334.20. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123086,Sale,2024-01-23,8524.33,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8524.33,Cash,C005,426.22,8098.11,5000.0,3524.33,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8524.33, totaling $8524.33. The cost amount for this transaction was $5000.00, with a tax amount of $426.22, leading to a total amount due of $8098.11. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123087,Sale,2024-01-23,18556.62,,,Unpaid,,10000.0,,,P002,Premium Product B,1.0,18556.62,Account Receviable,C004,927.83,17628.79,10000.0,8556.62,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18556.62, totaling $18556.62. The cost amount for this transaction was $10000.00, with a tax amount of $927.83, leading to a total amount due of $17628.79. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240123001,Sales Expenses,2024-01-23,28036.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Sales Expenses, totaling $28036.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240123001,Administrative Expenses,2024-01-23,6107.18,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $6107.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,334.2,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $334.20. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124089,Sale,2024-01-24,262602.87,,,Paid,,50000.0,,,P004,Premium Product D,3.0,87534.29,Cash,C014,13130.14,249472.73,150000.0,112602.87,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $87534.29, totaling $262602.87. The cost amount for this transaction was $150000.00, with a tax amount of $13130.14, leading to a total amount due of $249472.73. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124090,Sale,2024-01-24,29895.72,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9965.24,Cash,C008,1494.79,28400.93,15000.0,14895.72,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9965.24, totaling $29895.72. The cost amount for this transaction was $15000.00, with a tax amount of $1494.79, leading to a total amount due of $28400.93. The receive_method of this transaction was cash, and this transaction was paid.",
