id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Purchase20231231017,Purchase,2023-12-31,97650.0,Director,Supervisor,Unpaid,Account Payable,350.0,S002,Supplier 2,F002,Business Meal Set,279.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 279.0 units at a unit price of $350.00, totaling $97650.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240112001,Sales Expenses,2024-01-12,909.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $909.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,243.35,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $243.35. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113034,Sale,2024-01-13,2078.68,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,519.67,Account Receviable,C009,103.93,1974.75,1400.0,678.68,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $519.67, totaling $2078.68. The cost amount for this transaction was $1400.00, with a tax amount of $103.93, leading to a total amount due of $1974.75. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113035,Sale,2024-01-13,1721.64,,,Unpaid,,350.0,,,F002,Business Meal Set,3.0,573.88,Account Receviable,C010,86.08,1635.56,1050.0,671.64,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $573.88, totaling $1721.64. The cost amount for this transaction was $1050.00, with a tax amount of $86.08, leading to a total amount due of $1635.56. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113036,Sale,2024-01-13,498.08,,,Paid,,350.0,,,F002,Business Meal Set,1.0,498.08,Cash,C001,24.9,473.18,350.0,148.08,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $498.08, totaling $498.08. The cost amount for this transaction was $350.00, with a tax amount of $24.90, leading to a total amount due of $473.18. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113037,Sale,2024-01-13,43932.85,,,Paid,,5000.0,,,R003,Luxury Suite,5.0,8786.57,Cash,C019,2196.64,41736.21,25000.0,18932.85,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $8786.57, totaling $43932.85. The cost amount for this transaction was $25000.00, with a tax amount of $2196.64, leading to a total amount due of $41736.21. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240113001,Administrative Expenses,2024-01-13,856.94,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $856.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,304.95,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $304.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,243.35,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $243.35. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114038,Sale,2024-01-14,26604.0,,,Unpaid,,5000.0,,,R003,Luxury Suite,3.0,8868.0,Account Receviable,C011,1330.2,25273.8,15000.0,11604.0,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8868.00, totaling $26604.00. The cost amount for this transaction was $15000.00, with a tax amount of $1330.20, leading to a total amount due of $25273.80. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240114039,Sale,2024-01-14,6556.16,,,Paid,,2000.0,,,R002,Business Room,2.0,3278.08,Cash,C015,327.81,6228.35,4000.0,2556.16,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3278.08, totaling $6556.16. The cost amount for this transaction was $4000.00, with a tax amount of $327.81, leading to a total amount due of $6228.35. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231018,Purchase,2023-12-31,448500.0,Director,Senior Staff,Paid,Bank Transfer,1500.0,S007,Supplier 7,R001,Standard Room,299.0,1500.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 299.0 units at a unit price of $1500.00, totaling $448500.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240114001,Sales Expenses,2024-01-14,527.3,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $527.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,203.44,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $203.44. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115041,Sale,2024-01-15,17389.12,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4347.28,Cash,C005,869.46,16519.66,11520.0,5869.12,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4347.28, totaling $17389.12. The cost amount for this transaction was $11520.00, with a tax amount of $869.46, leading to a total amount due of $16519.66. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115042,Sale,2024-01-15,1231.77,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,1.0,1231.77,Account Receviable,C010,61.59,1170.18,880.0,351.77,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1231.77, totaling $1231.77. The cost amount for this transaction was $880.00, with a tax amount of $61.59, leading to a total amount due of $1170.18. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231019,Purchase,2023-12-31,222000.0,Director,Senior Staff,Paid,Bank Transfer,2000.0,S004,Supplier 4,R002,Business Room,111.0,2000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 111.0 units at a unit price of $2000.00, totaling $222000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240115001,Sales Expenses,2024-01-15,944.59,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $944.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240115001,Administrative Expenses,2024-01-15,651.86,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $651.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116044,Sale,2024-01-16,600.39,,,Paid,,150.0,,,F001,Quick Meal Set,3.0,200.13,Cash,C019,30.02,570.37,450.0,150.39,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $200.13, totaling $600.39. The cost amount for this transaction was $450.00, with a tax amount of $30.02, leading to a total amount due of $570.37. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116045,Sale,2024-01-16,18135.92,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4533.98,Cash,C019,906.8,17229.12,11520.0,6615.92,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4533.98, totaling $18135.92. The cost amount for this transaction was $11520.00, with a tax amount of $906.80, leading to a total amount due of $17229.12. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240116001,Administrative Expenses,2024-01-16,661.76,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $661.76. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117046,Sale,2024-01-17,4778.36,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,4.0,1194.59,Account Receviable,C013,238.92,4539.44,3520.0,1258.36,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1194.59, totaling $4778.36. The cost amount for this transaction was $3520.00, with a tax amount of $238.92, leading to a total amount due of $4539.44. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240117047,Sale,2024-01-17,20877.9,,,Paid,,5000.0,,,R003,Luxury Suite,3.0,6959.3,Cash,C003,1043.9,19834.0,15000.0,5877.9,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $6959.30, totaling $20877.90. The cost amount for this transaction was $15000.00, with a tax amount of $1043.90, leading to a total amount due of $19834.00. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117048,Sale,2024-01-17,10584.12,,,Unpaid,,2000.0,,,R002,Business Room,3.0,3528.04,Account Receviable,C012,529.21,10054.91,6000.0,4584.12,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3528.04, totaling $10584.12. The cost amount for this transaction was $6000.00, with a tax amount of $529.21, leading to a total amount due of $10054.91. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231020,Purchase,2023-12-31,524160.0,Director,Senior Staff,Unpaid,Account Payable,2880.0,S003,Supplier 3,F004,Banquet Set,182.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 182.0 units at a unit price of $2880.00, totaling $524160.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240117001,Administrative Expenses,2024-01-17,611.42,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $611.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118049,Sale,2024-01-18,235.08,,,Unpaid,,150.0,,,F001,Quick Meal Set,1.0,235.08,Account Receviable,C013,11.75,223.33,150.0,85.08,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $235.08, totaling $235.08. The cost amount for this transaction was $150.00, with a tax amount of $11.75, leading to a total amount due of $223.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118050,Sale,2024-01-18,1587.42,,,Paid,,350.0,,,F002,Business Meal Set,3.0,529.14,Cash,C013,79.37,1508.05,1050.0,537.42,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $529.14, totaling $1587.42. The cost amount for this transaction was $1050.00, with a tax amount of $79.37, leading to a total amount due of $1508.05. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240118001,Sales Expenses,2024-01-18,962.21,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $962.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119052,Sale,2024-01-19,12900.48,,,Unpaid,,2880.0,,,F004,Banquet Set,3.0,4300.16,Account Receviable,C011,645.02,12255.46,8640.0,4260.48,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $4300.16, totaling $12900.48. The cost amount for this transaction was $8640.00, with a tax amount of $645.02, leading to a total amount due of $12255.46. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240119053,Sale,2024-01-19,1040.92,,,Paid,,350.0,,,F002,Business Meal Set,2.0,520.46,Cash,C004,52.05,988.87,700.0,340.92,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $520.46, totaling $1040.92. The cost amount for this transaction was $700.00, with a tax amount of $52.05, leading to a total amount due of $988.87. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231021,Purchase,2023-12-31,15150.0,Director,Supervisor,Unpaid,Account Payable,150.0,S006,Supplier 6,F001,Quick Meal Set,101.0,150.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 101.0 units at a unit price of $150.00, totaling $15150.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240119001,Sales Expenses,2024-01-19,784.06,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $784.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240119001,Administrative Expenses,2024-01-19,742.42,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $742.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120055,Sale,2024-01-20,10053.05,,,Paid,,1500.0,,,R001,Standard Room,5.0,2010.61,Cash,C019,502.65,9550.4,7500.0,2553.05,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2010.61, totaling $10053.05. The cost amount for this transaction was $7500.00, with a tax amount of $502.65, leading to a total amount due of $9550.40. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240120056,Sale,2024-01-20,15709.85,,,Paid,,2000.0,,,R002,Business Room,5.0,3141.97,Cash,C007,785.49,14924.36,10000.0,5709.85,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3141.97, totaling $15709.85. The cost amount for this transaction was $10000.00, with a tax amount of $785.49, leading to a total amount due of $14924.36. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240120001,Administrative Expenses,2024-01-20,821.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $821.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240120001,Financial Expenses,2024-01-20,752.32,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Financial Expenses, totaling $752.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121057,Sale,2024-01-21,20350.76,,,Unpaid,,2880.0,,,F004,Banquet Set,4.0,5087.69,Account Receviable,C003,1017.54,19333.22,11520.0,8830.76,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $5087.69, totaling $20350.76. The cost amount for this transaction was $11520.00, with a tax amount of $1017.54, leading to a total amount due of $19333.22. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240121058,Sale,2024-01-21,995.15,,,Paid,,150.0,,,F001,Quick Meal Set,5.0,199.03,Cash,C004,49.76,945.39,750.0,245.15,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $199.03, totaling $995.15. The cost amount for this transaction was $750.00, with a tax amount of $49.76, leading to a total amount due of $945.39. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121059,Sale,2024-01-21,42114.2,,,Paid,,5000.0,,,R003,Luxury Suite,5.0,8422.84,Cash,C012,2105.71,40008.49,25000.0,17114.2,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $8422.84, totaling $42114.20. The cost amount for this transaction was $25000.00, with a tax amount of $2105.71, leading to a total amount due of $40008.49. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240121001,Administrative Expenses,2024-01-21,925.82,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $925.82. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122060,Sale,2024-01-22,3304.22,,,Paid,,2000.0,,,R002,Business Room,1.0,3304.22,Cash,C019,165.21,3139.01,2000.0,1304.22,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3304.22, totaling $3304.22. The cost amount for this transaction was $2000.00, with a tax amount of $165.21, leading to a total amount due of $3139.01. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122061,Sale,2024-01-22,1215.13,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,1.0,1215.13,Account Receviable,C015,60.76,1154.37,880.0,335.13,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1215.13, totaling $1215.13. The cost amount for this transaction was $880.00, with a tax amount of $60.76, leading to a total amount due of $1154.37. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231022,Purchase,2023-12-31,838080.0,Director,Senior Staff,Unpaid,Account Payable,2880.0,S003,Supplier 3,F004,Banquet Set,291.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 291.0 units at a unit price of $2880.00, totaling $838080.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240122001,Sales Expenses,2024-01-22,202.16,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $202.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123063,Sale,2024-01-23,5897.04,,,Paid,,880.0,,,F003,Deluxe Meal Set,4.0,1474.26,Cash,C019,294.85,5602.19,3520.0,2377.04,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1474.26, totaling $5897.04. The cost amount for this transaction was $3520.00, with a tax amount of $294.85, leading to a total amount due of $5602.19. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123064,Sale,2024-01-23,2521.63,,,Unpaid,,1500.0,,,R001,Standard Room,1.0,2521.63,Account Receviable,C012,126.08,2395.55,1500.0,1021.63,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2521.63, totaling $2521.63. The cost amount for this transaction was $1500.00, with a tax amount of $126.08, leading to a total amount due of $2395.55. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240123065,Sale,2024-01-23,2508.96,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,627.24,Account Receviable,C005,125.45,2383.51,1400.0,1108.96,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $627.24, totaling $2508.96. The cost amount for this transaction was $1400.00, with a tax amount of $125.45, leading to a total amount due of $2383.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240123066,Sale,2024-01-23,11942.35,,,Unpaid,,1500.0,,,R001,Standard Room,5.0,2388.47,Account Receviable,C012,597.12,11345.23,7500.0,4442.35,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2388.47, totaling $11942.35. The cost amount for this transaction was $7500.00, with a tax amount of $597.12, leading to a total amount due of $11345.23. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240123001,Administrative Expenses,2024-01-23,358.91,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $358.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124067,Sale,2024-01-24,714.36,,,Unpaid,,150.0,,,F001,Quick Meal Set,3.0,238.12,Account Receviable,C008,35.72,678.64,450.0,264.36,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $238.12, totaling $714.36. The cost amount for this transaction was $450.00, with a tax amount of $35.72, leading to a total amount due of $678.64. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240124068,Sale,2024-01-24,17945.44,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4486.36,Cash,C014,897.27,17048.17,11520.0,6425.44,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4486.36, totaling $17945.44. The cost amount for this transaction was $11520.00, with a tax amount of $897.27, leading to a total amount due of $17048.17. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124069,Sale,2024-01-24,7180.4,,,Paid,,880.0,,,F003,Deluxe Meal Set,5.0,1436.08,Cash,C020,359.02,6821.38,4400.0,2780.4,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1436.08, totaling $7180.40. The cost amount for this transaction was $4400.00, with a tax amount of $359.02, leading to a total amount due of $6821.38. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240124001,Sales Expenses,2024-01-24,720.7,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $720.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125071,Sale,2024-01-25,587.01,,,Paid,,150.0,,,F001,Quick Meal Set,3.0,195.67,Cash,C011,29.35,557.66,450.0,137.01,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $195.67, totaling $587.01. The cost amount for this transaction was $450.00, with a tax amount of $29.35, leading to a total amount due of $557.66. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240125072,Sale,2024-01-25,10729.76,,,Paid,,1500.0,,,R001,Standard Room,4.0,2682.44,Cash,C012,536.49,10193.27,6000.0,4729.76,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2682.44, totaling $10729.76. The cost amount for this transaction was $6000.00, with a tax amount of $536.49, leading to a total amount due of $10193.27. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240125001,Administrative Expenses,2024-01-25,484.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $484.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240125001,Financial Expenses,2024-01-25,845.07,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Financial Expenses, totaling $845.07. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126073,Sale,2024-01-26,6270.35,,,Paid,,880.0,,,F003,Deluxe Meal Set,5.0,1254.07,Cash,C004,313.52,5956.83,4400.0,1870.35,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1254.07, totaling $6270.35. The cost amount for this transaction was $4400.00, with a tax amount of $313.52, leading to a total amount due of $5956.83. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126074,Sale,2024-01-26,14912.6,,,Unpaid,,5000.0,,,R003,Luxury Suite,2.0,7456.3,Account Receviable,C012,745.63,14166.97,10000.0,4912.6,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $7456.30, totaling $14912.60. The cost amount for this transaction was $10000.00, with a tax amount of $745.63, leading to a total amount due of $14166.97. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126075,Sale,2024-01-26,522.54,,,Unpaid,,150.0,,,F001,Quick Meal Set,2.0,261.27,Account Receviable,C020,26.13,496.41,300.0,222.54,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $261.27, totaling $522.54. The cost amount for this transaction was $300.00, with a tax amount of $26.13, leading to a total amount due of $496.41. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240126001,Administrative Expenses,2024-01-26,455.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Administrative Expenses, totaling $455.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240126001,Sales Expenses,2024-01-26,444.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $444.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
