id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Expense20240125001,Administrative Expenses,2024-01-25,3082.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $3082.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,417.77,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $417.77. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,200000.0,Director,Staff,Unpaid,Account Payable,100000.0,S003,Supplier 3,S004,Enterprise Solution,2.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240126001,Sales Expenses,2024-01-26,14261.76,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $14261.76. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240126001,Sales Expenses,2024-01-26,5081.0,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $5081.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,417.77,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $417.77. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240127036,Sale,2024-01-27,2203.63,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2203.63,Cash,C004,110.18,2093.45,1000.0,1203.63,"On January 27, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2203.63, totaling $2203.63. The cost amount for this transaction was $1000.00, with a tax amount of $110.18, leading to a total amount due of $2093.45. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240127001,Administrative Expenses,2024-01-27,3882.45,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Administrative Expenses, totaling $3882.45. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240127001,Financial Expenses,2024-01-27,4579.76,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Financial Expenses, totaling $4579.76. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,417.77,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $417.77. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128037,Sale,2024-01-28,241259.43,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,241259.43,Account Receviable,C004,12062.97,229196.46,100000.0,141259.43,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $241259.43, totaling $241259.43. The cost amount for this transaction was $100000.00, with a tax amount of $12062.97, leading to a total amount due of $229196.46. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240128038,Sale,2024-01-28,264938.8,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,264938.8,Account Receviable,C001,13246.94,251691.86,100000.0,164938.8,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $264938.80, totaling $264938.80. The cost amount for this transaction was $100000.00, with a tax amount of $13246.94, leading to a total amount due of $251691.86. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240128001,Sales Expenses,2024-01-28,3342.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $3342.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,417.77,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $417.77. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231011,Purchase,2023-12-31,200000.0,Director,Staff,Paid,Bank Transfer,100000.0,S005,Supplier 5,S004,Enterprise Solution,2.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240129001,Administrative Expenses,2024-01-29,6121.99,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $6121.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,399.97,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $399.97. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130040,Sale,2024-01-30,216405.22,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,216405.22,Account Receviable,C019,10820.26,205584.96,100000.0,116405.22,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $216405.22, totaling $216405.22. The cost amount for this transaction was $100000.00, with a tax amount of $10820.26, leading to a total amount due of $205584.96. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240130041,Sale,2024-01-30,272245.21,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,272245.21,Account Receviable,C014,13612.26,258632.95,100000.0,172245.21,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $272245.21, totaling $272245.21. The cost amount for this transaction was $100000.00, with a tax amount of $13612.26, leading to a total amount due of $258632.95. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240130042,Sale,2024-01-30,2313.08,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2313.08,Account Receviable,C006,115.65,2197.43,1000.0,1313.08,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2313.08, totaling $2313.08. The cost amount for this transaction was $1000.00, with a tax amount of $115.65, leading to a total amount due of $2197.43. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240130001,Sales Expenses,2024-01-30,6484.02,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $6484.02. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240130001,Administrative Expenses,2024-01-30,15370.59,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $15370.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,399.97,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $399.97. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131044,Sale,2024-01-31,241168.27,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,241168.27,Account Receviable,C019,12058.41,229109.86,100000.0,141168.27,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $241168.27, totaling $241168.27. The cost amount for this transaction was $100000.00, with a tax amount of $12058.41, leading to a total amount due of $229109.86. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131045,Sale,2024-01-31,2255.8,,,Paid,,1000.0,,,S001,Basic Consulting,1.0,2255.8,Cash,C017,112.79,2143.01,1000.0,1255.8,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2255.80, totaling $2255.80. The cost amount for this transaction was $1000.00, with a tax amount of $112.79, leading to a total amount due of $2143.01. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231012,Purchase,2024-01-30,200000.0,Director,Staff,Paid,Bank Transfer,100000.0,S006,Supplier 6,S004,Enterprise Solution,2.0,100000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.","[{'Original date': '2023-12-31', 'Recorded date': '2024-01-30', 'id': 'Purchase20231231012'}]"
Expense20240131001,Sales Expenses,2024-01-31,16033.09,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $16033.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240131001,Sales Expenses,2024-01-31,13137.94,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $13137.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,382.17,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $382.17. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231013,Purchase,2023-12-31,5000.0,Director,Supervisor,Unpaid,Account Payable,5000.0,S008,Supplier 8,S002,Standard Consulting,1.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $5000.00, totaling $5000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240201001,Financial Expenses,2024-02-01,15308.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Financial Expenses, totaling $15308.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,45744.93,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $45744.93.",
Interest20240201032,Interest Receivables,2024-02-01,382.17,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $382.17. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231014,Purchase,2023-12-31,10000.0,Director,Senior Staff,Unpaid,Account Payable,5000.0,S009,Supplier 9,S002,Standard Consulting,2.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240202001,Sales Expenses,2024-02-02,8191.03,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Sales Expenses, totaling $8191.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240202001,Administrative Expenses,2024-02-02,15719.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $15719.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,382.17,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $382.17. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231015,Purchase,2023-12-31,2000.0,Director,Senior Staff,Paid,Bank Transfer,1000.0,S007,Supplier 7,S001,Basic Consulting,2.0,1000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000.00, totaling $2000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231016,Purchase,2023-12-31,40000.0,Director,Staff,Unpaid,Account Payable,20000.0,S002,Supplier 2,S003,Premium Consulting,2.0,20000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240203001,Administrative Expenses,2024-02-03,13782.27,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Administrative Expenses, totaling $13782.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,381.99,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $381.99. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204049,Sale,2024-02-04,11896.81,,,Paid,,5000.0,,,S002,Standard Consulting,1.0,11896.81,Cash,C005,594.84,11301.97,5000.0,6896.81,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $11896.81, totaling $11896.81. The cost amount for this transaction was $5000.00, with a tax amount of $594.84, leading to a total amount due of $11301.97. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240204001,Sales Expenses,2024-02-04,3938.06,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Sales Expenses, totaling $3938.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240204001,Sales Expenses,2024-02-04,8383.91,Director,Staff,Paid,Cash,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Sales Expenses, totaling $8383.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,381.99,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $381.99. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240205052,Sale,2024-02-05,41527.91,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,41527.91,Account Receviable,C007,2076.4,39451.51,20000.0,21527.91,"On February 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $41527.91, totaling $41527.91. The cost amount for this transaction was $20000.00, with a tax amount of $2076.40, leading to a total amount due of $39451.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231017,Purchase,2023-12-31,10000.0,Director,Staff,Paid,Cash,5000.0,S003,Supplier 3,S002,Standard Consulting,2.0,5000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $5000.00, totaling $10000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240205001,Financial Expenses,2024-02-05,6837.24,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Financial Expenses, totaling $6837.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,381.99,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $381.99. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
