id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240112039,Sale,2024-01-12,3419.25,2000.0,,,Paid,,,,R002,Business Room,1.0,3419.25,Cash,C014,170.96,3248.29,2000.0,1419.25,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3419.25, totaling $3419.25. The cost amount for this transaction was $2000.00, with a tax amount of $170.96, leading to a total amount due of $3248.29. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231017,Purchase,2023-12-31,230560.0,880.0,Director,Supervisor,Unpaid,Account Payable,S008,Supplier 8,F003,Deluxe Meal Set,262.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 262.0 units at a unit price of $880.00, totaling $230560.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240112001,Administrative Expenses,2024-01-12,293.96,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $293.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240112001,Financial Expenses,2024-01-12,235.31,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Financial Expenses, totaling $235.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,215.18,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $215.18. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113040,Sale,2024-01-13,2638.7,350.0,,,Unpaid,,,,F002,Business Meal Set,5.0,527.74,Account Receviable,C011,131.94,2506.76,1750.0,888.7,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $527.74, totaling $2638.70. The cost amount for this transaction was $1750.00, with a tax amount of $131.94, leading to a total amount due of $2506.76. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240113001,Administrative Expenses,2024-01-13,524.06,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $524.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,217.02,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $217.02. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,215.18,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $215.18. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114041,Sale,2024-01-14,6765.8,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,5.0,1353.16,Account Receviable,C017,338.29,6427.51,4400.0,2365.8,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1353.16, totaling $6765.80. The cost amount for this transaction was $4400.00, with a tax amount of $338.29, leading to a total amount due of $6427.51. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240114042,Sale,2024-01-14,4496.02,1500.0,,,Paid,,,,R001,Standard Room,2.0,2248.01,Cash,C002,224.8,4271.22,3000.0,1496.02,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2248.01, totaling $4496.02. The cost amount for this transaction was $3000.00, with a tax amount of $224.80, leading to a total amount due of $4271.22. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114043,Sale,2024-01-14,3576.03,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,3.0,1192.01,Account Receviable,C020,178.8,3397.23,2640.0,936.03,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1192.01, totaling $3576.03. The cost amount for this transaction was $2640.00, with a tax amount of $178.80, leading to a total amount due of $3397.23. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,928991.43,,,,Paid,Bank Transfer,S009,Supplier 9,,,,,,,,,,,Central AC4,Central AC,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $928991.43. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S009, and the supplier name is Supplier 9.",
Purchase20231231018,Purchase,2023-12-31,316500.0,1500.0,Director,Senior Staff,Unpaid,Account Payable,S007,Supplier 7,R001,Standard Room,211.0,1500.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 211.0 units at a unit price of $1500.00, totaling $316500.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240114001,Sales Expenses,2024-01-14,269.03,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $269.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115045,Sale,2024-01-15,2344.15,350.0,,,Paid,,,,F002,Business Meal Set,5.0,468.83,Cash,C007,117.21,2226.94,1750.0,594.15,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $468.83, totaling $2344.15. The cost amount for this transaction was $1750.00, with a tax amount of $117.21, leading to a total amount due of $2226.94. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115046,Sale,2024-01-15,21327.57,5000.0,,,Unpaid,,,,R003,Luxury Suite,3.0,7109.19,Account Receviable,C005,1066.38,20261.19,15000.0,6327.57,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $7109.19, totaling $21327.57. The cost amount for this transaction was $15000.00, with a tax amount of $1066.38, leading to a total amount due of $20261.19. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231019,Purchase,2023-12-31,57750.0,350.0,Director,Staff,Paid,Cash,S001,Supplier 1,F002,Business Meal Set,165.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 165.0 units at a unit price of $350.00, totaling $57750.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240115001,Sales Expenses,2024-01-15,436.78,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $436.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240115001,Financial Expenses,2024-01-15,555.11,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Financial Expenses, totaling $555.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116048,Sale,2024-01-16,7628.34,1500.0,,,Paid,,,,R001,Standard Room,3.0,2542.78,Cash,C010,381.42,7246.92,4500.0,3128.34,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2542.78, totaling $7628.34. The cost amount for this transaction was $4500.00, with a tax amount of $381.42, leading to a total amount due of $7246.92. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116049,Sale,2024-01-16,12599.65,1500.0,,,Paid,,,,R001,Standard Room,5.0,2519.93,Cash,C003,629.98,11969.67,7500.0,5099.65,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2519.93, totaling $12599.65. The cost amount for this transaction was $7500.00, with a tax amount of $629.98, leading to a total amount due of $11969.67. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116050,Sale,2024-01-16,6742.95,880.0,,,Paid,,,,F003,Deluxe Meal Set,5.0,1348.59,Cash,C020,337.15,6405.8,4400.0,2342.95,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1348.59, totaling $6742.95. The cost amount for this transaction was $4400.00, with a tax amount of $337.15, leading to a total amount due of $6405.80. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240116001,Administrative Expenses,2024-01-16,349.79,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $349.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117051,Sale,2024-01-17,17427.44,2880.0,,,Unpaid,,,,F004,Banquet Set,4.0,4356.86,Account Receviable,C020,871.37,16556.07,11520.0,5907.44,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4356.86, totaling $17427.44. The cost amount for this transaction was $11520.00, with a tax amount of $871.37, leading to a total amount due of $16556.07. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240117052,Sale,2024-01-17,1157.1,150.0,,,Paid,,,,F001,Quick Meal Set,5.0,231.42,Cash,C009,57.85,1099.25,750.0,407.1,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $231.42, totaling $1157.10. The cost amount for this transaction was $750.00, with a tax amount of $57.85, leading to a total amount due of $1099.25. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117053,Sale,2024-01-17,8584.98,2880.0,,,Unpaid,,,,F004,Banquet Set,2.0,4292.49,Account Receviable,C004,429.25,8155.73,5760.0,2824.98,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $4292.49, totaling $8584.98. The cost amount for this transaction was $5760.00, with a tax amount of $429.25, leading to a total amount due of $8155.73. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240117001,Administrative Expenses,2024-01-17,134.03,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $134.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118054,Sale,2024-01-18,2528.38,1500.0,,,Unpaid,,,,R001,Standard Room,1.0,2528.38,Account Receviable,C010,126.42,2401.96,1500.0,1028.38,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2528.38, totaling $2528.38. The cost amount for this transaction was $1500.00, with a tax amount of $126.42, leading to a total amount due of $2401.96. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118055,Sale,2024-01-18,20331.64,2880.0,,,Unpaid,,,,F004,Banquet Set,4.0,5082.91,Account Receviable,C006,1016.58,19315.06,11520.0,8811.64,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $5082.91, totaling $20331.64. The cost amount for this transaction was $11520.00, with a tax amount of $1016.58, leading to a total amount due of $19315.06. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118056,Sale,2024-01-18,1279.57,880.0,,,Paid,,,,F003,Deluxe Meal Set,1.0,1279.57,Cash,C005,63.98,1215.59,880.0,399.57,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1279.57, totaling $1279.57. The cost amount for this transaction was $880.00, with a tax amount of $63.98, leading to a total amount due of $1215.59. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240118001,Administrative Expenses,2024-01-18,464.15,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $464.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119057,Sale,2024-01-19,4846.41,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,3.0,1340.44,Account Receviable,C010,201.07,3820.25,2640.0,1381.32,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1340.44, totaling $4021.32. The cost amount for this transaction was $2640.00, with a tax amount of $201.07, leading to a total amount due of $3820.25. The receive_method of this transaction was account receviable, and this transaction was unpaid.","[{'Original amount': 4021.32, 'Recorded amount': 4846.41, 'id': 'Sale20240119057'}]"
Sale20240119058,Sale,2024-01-19,10628.88,2000.0,,,Paid,,,,R002,Business Room,3.0,3542.96,Cash,C010,531.44,10097.44,6000.0,4628.88,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3542.96, totaling $10628.88. The cost amount for this transaction was $6000.00, with a tax amount of $531.44, leading to a total amount due of $10097.44. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240119059,Sale,2024-01-19,12592.5,1500.0,,,Paid,,,,R001,Standard Room,5.0,2518.5,Cash,C016,629.62,11962.88,7500.0,5092.5,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2518.50, totaling $12592.50. The cost amount for this transaction was $7500.00, with a tax amount of $629.62, leading to a total amount due of $11962.88. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231020,Purchase,2023-12-31,299520.0,2880.0,Director,Supervisor,Unpaid,Account Payable,S004,Supplier 4,F004,Banquet Set,104.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 104.0 units at a unit price of $2880.00, totaling $299520.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240119001,Administrative Expenses,2024-01-19,388.42,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $388.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120060,Sale,2024-01-20,2244.08,350.0,,,Unpaid,,,,F002,Business Meal Set,4.0,561.02,Account Receviable,C006,112.2,2131.88,1400.0,844.08,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $561.02, totaling $2244.08. The cost amount for this transaction was $1400.00, with a tax amount of $112.20, leading to a total amount due of $2131.88. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240120061,Sale,2024-01-20,3165.33,2000.0,,,Unpaid,,,,R002,Business Room,1.0,3165.33,Account Receviable,C005,158.27,3007.06,2000.0,1165.33,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3165.33, totaling $3165.33. The cost amount for this transaction was $2000.00, with a tax amount of $158.27, leading to a total amount due of $3007.06. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240120001,Sales Expenses,2024-01-20,200.54,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $200.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121063,Sale,2024-01-21,1225.34,350.0,,,Paid,,,,F002,Business Meal Set,2.0,612.67,Cash,C020,61.27,1164.07,700.0,525.34,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $612.67, totaling $1225.34. The cost amount for this transaction was $700.00, with a tax amount of $61.27, leading to a total amount due of $1164.07. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121064,Sale,2024-01-21,4372.46,1500.0,,,Paid,,,,R001,Standard Room,2.0,2186.23,Cash,C002,218.62,4153.84,3000.0,1372.46,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2186.23, totaling $4372.46. The cost amount for this transaction was $3000.00, with a tax amount of $218.62, leading to a total amount due of $4153.84. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240121001,Administrative Expenses,2024-01-21,785.67,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $785.67. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122065,Sale,2024-01-22,3552.15,2000.0,,,Paid,,,,R002,Business Room,1.0,3552.15,Cash,C002,177.61,3374.54,2000.0,1552.15,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3552.15, totaling $3552.15. The cost amount for this transaction was $2000.00, with a tax amount of $177.61, leading to a total amount due of $3374.54. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122066,Sale,2024-01-22,3169.98,2000.0,,,Paid,,,,R002,Business Room,1.0,3169.98,Cash,C018,158.5,3011.48,2000.0,1169.98,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3169.98, totaling $3169.98. The cost amount for this transaction was $2000.00, with a tax amount of $158.50, leading to a total amount due of $3011.48. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240122001,Administrative Expenses,2024-01-22,909.28,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $909.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240122001,Financial Expenses,2024-01-22,460.99,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Financial Expenses, totaling $460.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123067,Sale,2024-01-23,2450.56,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,2.0,1225.28,Account Receviable,C002,122.53,2328.03,1760.0,690.56,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1225.28, totaling $2450.56. The cost amount for this transaction was $1760.00, with a tax amount of $122.53, leading to a total amount due of $2328.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240123068,Sale,2024-01-23,196.85,150.0,,,Paid,,,,F001,Quick Meal Set,1.0,196.85,Cash,C011,9.84,187.01,150.0,46.85,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $196.85, totaling $196.85. The cost amount for this transaction was $150.00, with a tax amount of $9.84, leading to a total amount due of $187.01. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240123001,Financial Expenses,2024-01-23,613.23,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Financial Expenses, totaling $613.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124069,Sale,2024-01-24,2323.36,350.0,,,Paid,,,,F002,Business Meal Set,4.0,580.84,Cash,C019,116.17,2207.19,1400.0,923.36,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $580.84, totaling $2323.36. The cost amount for this transaction was $1400.00, with a tax amount of $116.17, leading to a total amount due of $2207.19. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124070,Sale,2024-01-24,9993.87,2000.0,,,Paid,,,,R002,Business Room,3.0,3331.29,Cash,C009,499.69,9494.18,6000.0,3993.87,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3331.29, totaling $9993.87. The cost amount for this transaction was $6000.00, with a tax amount of $499.69, leading to a total amount due of $9494.18. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124071,Sale,2024-01-24,4752.56,880.0,,,Paid,,,,F003,Deluxe Meal Set,4.0,1188.14,Cash,C009,237.63,4514.93,3520.0,1232.56,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1188.14, totaling $4752.56. The cost amount for this transaction was $3520.00, with a tax amount of $237.63, leading to a total amount due of $4514.93. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240124001,Administrative Expenses,2024-01-24,490.54,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Administrative Expenses, totaling $490.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240124001,Sales Expenses,2024-01-24,841.88,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $841.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,132.5,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $132.50. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125073,Sale,2024-01-25,5242.64,1500.0,,,Paid,,,,R001,Standard Room,2.0,2621.32,Cash,C007,262.13,4980.51,3000.0,2242.64,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2621.32, totaling $5242.64. The cost amount for this transaction was $3000.00, with a tax amount of $262.13, leading to a total amount due of $4980.51. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240125074,Sale,2024-01-25,42165.95,5000.0,,,Paid,,,,R003,Luxury Suite,5.0,8433.19,Cash,C020,2108.3,40057.65,25000.0,17165.95,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $8433.19, totaling $42165.95. The cost amount for this transaction was $25000.00, with a tax amount of $2108.30, leading to a total amount due of $40057.65. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240125075,Sale,2024-01-25,8402.4,2000.0,,,Unpaid,,,,R002,Business Room,3.0,2800.8,Account Receviable,C002,420.12,7982.28,6000.0,2402.4,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2800.80, totaling $8402.40. The cost amount for this transaction was $6000.00, with a tax amount of $420.12, leading to a total amount due of $7982.28. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1567146.49,,,,Paid,Bank Transfer,S004,Supplier 4,,,,,,,,,,,Renovation Project5,Renovation Project,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1567146.49. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S004, and the supplier name is Supplier 4.",
Transfer20240125001,Cash to bank transfer,2024-01-25,50000.0,,,,,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Cash to bank transfer, totaling $50000.00.",
Transfer20240125001,Cash to bank transfer,2024-01-25,50000.0,,,,,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Cash to bank transfer, totaling $50000.00.",
Transfer20240125001,Cash to bank transfer,2024-01-25,50000.0,,,,,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Cash to bank transfer, totaling $50000.00.",
Expense20240125001,Administrative Expenses,2024-01-25,806.26,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $806.26. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240125001,Administrative Expenses,2024-01-25,173.31,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $173.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,6.38,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $6.38. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126076,Sale,2024-01-26,25937.58,5000.0,,,Paid,,,,R003,Luxury Suite,3.0,8645.86,Cash,C019,1296.88,24640.7,15000.0,10937.58,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8645.86, totaling $25937.58. The cost amount for this transaction was $15000.00, with a tax amount of $1296.88, leading to a total amount due of $24640.70. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126077,Sale,2024-01-26,13709.55,2000.0,,,Unpaid,,,,R002,Business Room,5.0,2741.91,Account Receviable,C014,685.48,13024.07,10000.0,3709.55,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2741.91, totaling $13709.55. The cost amount for this transaction was $10000.00, with a tax amount of $685.48, leading to a total amount due of $13024.07. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126078,Sale,2024-01-26,35553.28,5000.0,,,Paid,,,,R003,Luxury Suite,4.0,8888.32,Cash,C001,1777.66,33775.62,20000.0,15553.28,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8888.32, totaling $35553.28. The cost amount for this transaction was $20000.00, with a tax amount of $1777.66, leading to a total amount due of $33775.62. The receive_method of this transaction was cash, and this transaction was paid.",
