id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,cost_per_unit,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240125081,Sale,2024-01-25,2024-01-25,1096.36,1096.36,,,Unpaid,350.0,,,,F002,Business Meal Set,2.0,548.18,Account Receviable,C017,54.82,1041.54,700.0,396.3599999999999,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,894.09,894.09,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,131.75,131.75,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126083,Sale,2024-01-26,2024-01-26,7040.85,7040.85,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1408.17,Cash,C017,352.04,6688.81,4400.0,2640.8500000000004,,
Sale20240126084,Sale,2024-01-26,2024-01-26,1495.4,1495.4,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,1.0,1495.4,Account Receviable,C019,74.77,1420.63,880.0,615.4000000000001,,
Sale20240126085,Sale,2024-01-26,2024-01-26,20523.42,20523.42,,,Paid,5000.0,,,,R003,Luxury Suite,3.0,6841.14,Cash,C013,1026.17,19497.25,15000.0,5523.419999999998,,
Sale20240126086,Sale,2024-01-26,2024-01-26,18946.0,18946.0,,,Paid,2880.0,,,,F004,Banquet Set,5.0,3789.2,Cash,C007,947.3,17998.7,14400.0,4546.0,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,892.97,892.97,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,136.4,136.4,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127089,Sale,2024-01-27,2024-01-27,40473.35,40473.35,,,Unpaid,5000.0,,,,R003,Luxury Suite,5.0,8094.67,Account Receviable,C018,2023.67,38449.68,25000.0,15473.349999999999,,
Sale20240127090,Sale,2024-01-27,2024-01-27,13873.56,13873.56,,,Unpaid,2000.0,,,,R002,Business Room,4.0,3468.39,Account Receviable,C003,693.68,13179.88,8000.0,5873.5599999999995,,
Purchase20231231020,Purchase,2023-12-31,2023-12-31,558000.0,558000.0,Director,Senior Staff,Unpaid,2000.0,Account Payable,S004,Supplier 4,R002,Business Room,279.0,2000.0,,,,,,,,
Expense20240127001,Financial Expenses,2024-01-27,2024-01-27,771.17,771.17,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,482.74,482.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240128092,Sale,2024-01-28,2024-01-28,13304.48,13304.48,,,Paid,2000.0,,,,R002,Business Room,4.0,3326.12,Cash,C008,665.22,12639.26,8000.0,5304.48,,
Sale20240128093,Sale,2024-01-28,2024-01-28,8894.62,8894.62,,,Paid,5000.0,,,,R003,Luxury Suite,1.0,8894.62,Cash,C010,444.73,8449.89,5000.0,3894.620000000001,,
Sale20240128094,Sale,2024-01-28,2024-01-28,7976.66,7976.66,,,Paid,5000.0,,,,R003,Luxury Suite,1.0,7976.66,Cash,C014,398.83,7577.83,5000.0,2976.66,,
Sale20240128095,Sale,2024-01-28,2024-01-28,681.24,681.24,,,Paid,150.0,,,,F001,Quick Meal Set,3.0,227.08,Cash,C008,34.06,647.18,450.0,231.24,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,282.54,282.54,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240129096,Sale,2024-01-29,2024-01-29,4389.9,4389.9,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1463.3,Cash,C004,219.5,4170.4,2640.0,1749.8999999999996,,
Sale20240129097,Sale,2024-01-29,2024-01-29,2102.57,2102.57,,,Unpaid,1500.0,,,,R001,Standard Room,1.0,2102.57,Account Receviable,C003,105.13,1997.44,1500.0,602.5700000000002,,
Sale20240129098,Sale,2024-01-29,2024-01-29,14387.56,14387.56,,,Paid,2000.0,,,,R002,Business Room,4.0,3596.89,Cash,C003,719.38,13668.18,8000.0,6387.5599999999995,,
Sale20240129099,Sale,2024-01-29,2024-01-29,16771.85,16771.85,,,Unpaid,2000.0,,,,R002,Business Room,5.0,3354.37,Account Receviable,C014,838.59,15933.26,10000.0,6771.8499999999985,,
Expense20240129001,Sales Expenses,2024-01-29,2024-01-29,496.78,496.78,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240130101,Sale,2024-01-30,2024-01-30,841.92,841.92,,,Paid,150.0,,,,F001,Quick Meal Set,4.0,210.48,Cash,C002,42.1,799.82,600.0,241.91999999999996,,
Sale20240130102,Sale,2024-01-30,2024-01-30,3975.24,3975.24,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1325.08,Cash,C012,198.76,3776.48,2640.0,1335.2399999999998,,
Sale20240130103,Sale,2024-01-30,2024-01-30,1510.41,1510.41,,,Unpaid,350.0,,,,F002,Business Meal Set,3.0,503.47,Account Receviable,C010,75.52,1434.89,1050.0,460.4100000000001,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,448.51,448.51,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240131105,Sale,2024-01-31,2024-01-31,9959.56,9959.56,,,Paid,1500.0,,,,R001,Standard Room,4.0,2489.89,Cash,C018,497.98,9461.58,6000.0,3959.5599999999995,,
Sale20240131106,Sale,2024-01-31,2024-01-31,246.26,246.26,,,Unpaid,150.0,,,,F001,Quick Meal Set,1.0,246.26,Account Receviable,C009,12.31,233.95,150.0,96.25999999999999,,
Sale20240131107,Sale,2024-01-31,2024-01-31,2484.94,2484.94,,,Paid,880.0,,,,F003,Deluxe Meal Set,2.0,1242.47,Cash,C018,124.25,2360.69,1760.0,724.94,,
Expense20240131001,Financial Expenses,2024-01-31,2024-01-31,105.38,105.38,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Expense20240131001,Administrative Expenses,2024-01-31,2024-01-31,299.98,299.98,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,91.10276028000001,91.10276028000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240201108,Sale,2024-02-01,2024-02-01,5115.08,5115.08,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,4.0,1278.77,Account Receviable,C018,255.75,4859.33,3520.0,1595.08,,
Sale20240201109,Sale,2024-02-01,2024-02-01,3933.09,3933.09,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,3.0,1311.03,Account Receviable,C006,196.65,3736.44,2640.0,1293.0900000000001,,
Sale20240201110,Sale,2024-02-01,2024-02-01,660.27,660.27,,,Unpaid,150.0,,,,F001,Quick Meal Set,3.0,220.09,Account Receviable,C003,33.01,627.26,450.0,210.26999999999998,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,464570.86,464570.86,,,Paid,,Bank Transfer,S007,Supplier 7,,,,,,,,,,,Kitchen Equipment8,Kitchen Equipment
Expense20240201001,Sales Expenses,2024-02-01,2024-02-01,454.64,454.64,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,86352.28,86352.28,,,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,49.75595374000001,49.75595374000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
