id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_cost_per_unit,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240112035,Sale,2024-01-12,2821.83,,,Paid,2000.0,,,,R002,Business Room,1.0,2821.83,Cash,C006,141.09,2680.74,2000.0,821.83,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2821.83, totaling $2821.83. The cost amount for this transaction was $2000.00, with a tax amount of $141.09, leading to a total amount due of $2680.74. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112036,Sale,2024-01-12,5392.38,,,Paid,1500.0,,,,R001,Standard Room,2.0,2696.19,Cash,C008,269.62,5122.76,3000.0,2392.38,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2696.19, totaling $5392.38. The cost amount for this transaction was $3000.00, with a tax amount of $269.62, leading to a total amount due of $5122.76. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231015,Purchase,2023-12-31,1470000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S002,Supplier 2,R003,Luxury Suite,294.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 294.0 units at a unit price of $5000.00, totaling $1470000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231016,Purchase,2023-12-31,700000.0,Director,Supervisor,Unpaid,5000.0,Account Payable,S009,Supplier 9,R003,Luxury Suite,140.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 140.0 units at a unit price of $5000.00, totaling $700000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240112001,Administrative Expenses,2024-01-12,599.05,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $599.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,279.87,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $279.87. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113037,Sale,2024-01-13,530.68,,,Paid,350.0,,,,F002,Business Meal Set,1.0,530.68,Cash,C013,26.53,504.15,350.0,180.68,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $530.68, totaling $530.68. The cost amount for this transaction was $350.00, with a tax amount of $26.53, leading to a total amount due of $504.15. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113038,Sale,2024-01-13,8465.01,,,Unpaid,2000.0,,,,R002,Business Room,3.0,2821.67,Account Receviable,C005,423.25,8041.76,6000.0,2465.01,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2821.67, totaling $8465.01. The cost amount for this transaction was $6000.00, with a tax amount of $423.25, leading to a total amount due of $8041.76. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113039,Sale,2024-01-13,6639.95,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1327.99,Cash,C013,332.0,6307.95,4400.0,2239.95,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1327.99, totaling $6639.95. The cost amount for this transaction was $4400.00, with a tax amount of $332.00, leading to a total amount due of $6307.95. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113040,Sale,2024-01-13,2855.7,,,Paid,350.0,,,,F002,Business Meal Set,5.0,571.14,Cash,C004,142.78,2712.92,1750.0,1105.7,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $571.14, totaling $2855.70. The cost amount for this transaction was $1750.00, with a tax amount of $142.78, leading to a total amount due of $2712.92. The receive_method of this transaction was cash, and this transaction was paid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,1495645.8,,,Paid,,Bank Transfer,S001,Supplier 1,,,,,,,,,,,Renovation Project6,Renovation Project,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $1495645.80. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S001, and the supplier name is Supplier 1.",
Purchase20231231017,Purchase,2023-12-31,218240.0,Director,Senior Staff,Unpaid,880.0,Account Payable,S005,Supplier 5,F003,Deluxe Meal Set,248.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 248.0 units at a unit price of $880.00, totaling $218240.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231018,Purchase,2023-12-31,399000.0,Director,Supervisor,Unpaid,1500.0,Account Payable,S009,Supplier 9,R001,Standard Room,266.0,1500.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 266.0 units at a unit price of $1500.00, totaling $399000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240113001,Administrative Expenses,2024-01-13,946.35,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $946.35. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114041,Sale,2024-01-14,13869.4,,,Paid,2000.0,,,,R002,Business Room,4.0,3467.35,Cash,C002,693.47,13175.93,8000.0,5869.4,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3467.35, totaling $13869.40. The cost amount for this transaction was $8000.00, with a tax amount of $693.47, leading to a total amount due of $13175.93. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114042,Sale,2024-01-14,5839.9,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1167.98,Cash,C020,292.0,5547.9,4400.0,1439.9,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1167.98, totaling $5839.90. The cost amount for this transaction was $4400.00, with a tax amount of $292.00, leading to a total amount due of $5547.90. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114043,Sale,2024-01-14,13295.72,,,Paid,2000.0,,,,R002,Business Room,4.0,3323.93,Cash,C015,664.79,12630.93,8000.0,5295.72,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3323.93, totaling $13295.72. The cost amount for this transaction was $8000.00, with a tax amount of $664.79, leading to a total amount due of $12630.93. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240114001,Administrative Expenses,2024-01-14,611.85,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $611.85. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115044,Sale,2024-01-15,1602.54,,,Paid,350.0,,,,F002,Business Meal Set,3.0,534.18,Cash,C019,80.13,1522.41,1050.0,552.54,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $534.18, totaling $1602.54. The cost amount for this transaction was $1050.00, with a tax amount of $80.13, leading to a total amount due of $1522.41. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115045,Sale,2024-01-15,7128.21,,,Unpaid,1500.0,,,,R001,Standard Room,3.0,2376.07,Account Receviable,C006,356.41,6771.8,4500.0,2628.21,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2376.07, totaling $7128.21. The cost amount for this transaction was $4500.00, with a tax amount of $356.41, leading to a total amount due of $6771.80. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115046,Sale,2024-01-15,13897.06,,,Paid,5000.0,,,,R003,Luxury Suite,2.0,6948.53,Cash,C017,694.85,13202.21,10000.0,3897.06,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $6948.53, totaling $13897.06. The cost amount for this transaction was $10000.00, with a tax amount of $694.85, leading to a total amount due of $13202.21. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115047,Sale,2024-01-15,1822.72,,,Unpaid,350.0,,,,F002,Business Meal Set,4.0,455.68,Account Receviable,C006,91.14,1731.58,1400.0,422.72,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $455.68, totaling $1822.72. The cost amount for this transaction was $1400.00, with a tax amount of $91.14, leading to a total amount due of $1731.58. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240115001,Administrative Expenses,2024-01-15,108.28,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $108.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240115001,Administrative Expenses,2024-01-15,411.38,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $411.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116048,Sale,2024-01-16,2355.52,,,Paid,350.0,,,,F002,Business Meal Set,4.0,588.88,Cash,C016,117.78,2237.74,1400.0,955.52,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $588.88, totaling $2355.52. The cost amount for this transaction was $1400.00, with a tax amount of $117.78, leading to a total amount due of $2237.74. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116049,Sale,2024-01-16,2805.62,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,2.0,1402.81,Account Receviable,C019,140.28,2665.34,1760.0,1045.62,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1402.81, totaling $2805.62. The cost amount for this transaction was $1760.00, with a tax amount of $140.28, leading to a total amount due of $2665.34. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240116050,Sale,2024-01-16,5450.88,,,Paid,880.0,,,,F003,Deluxe Meal Set,4.0,1362.72,Cash,C002,272.54,5178.34,3520.0,1930.88,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1362.72, totaling $5450.88. The cost amount for this transaction was $3520.00, with a tax amount of $272.54, leading to a total amount due of $5178.34. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240116001,Administrative Expenses,2024-01-16,222.55,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $222.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117051,Sale,2024-01-17,25065.75,,,Unpaid,2880.0,,,,F004,Banquet Set,5.0,5013.15,Account Receviable,C018,1253.29,23812.46,14400.0,10665.75,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $5013.15, totaling $25065.75. The cost amount for this transaction was $14400.00, with a tax amount of $1253.29, leading to a total amount due of $23812.46. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240117052,Sale,2024-01-17,2062.92,,,Paid,350.0,,,,F002,Business Meal Set,4.0,515.73,Cash,C013,103.15,1959.77,1400.0,662.92,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $515.73, totaling $2062.92. The cost amount for this transaction was $1400.00, with a tax amount of $103.15, leading to a total amount due of $1959.77. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240117001,Administrative Expenses,2024-01-17,853.17,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $853.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240117001,Administrative Expenses,2024-01-17,403.7,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $403.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118053,Sale,2024-01-18,461.8,,,Unpaid,150.0,,,,F001,Quick Meal Set,2.0,230.9,Account Receviable,C009,23.09,438.71,300.0,161.8,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $230.90, totaling $461.80. The cost amount for this transaction was $300.00, with a tax amount of $23.09, leading to a total amount due of $438.71. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118054,Sale,2024-01-18,3599.26,,,Unpaid,2000.0,,,,R002,Business Room,1.0,3599.26,Account Receviable,C008,179.96,3419.3,2000.0,1599.26,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3599.26, totaling $3599.26. The cost amount for this transaction was $2000.00, with a tax amount of $179.96, leading to a total amount due of $3419.30. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118055,Sale,2024-01-18,5168.72,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,4.0,1292.18,Account Receviable,C002,258.44,4910.28,3520.0,1648.72,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1292.18, totaling $5168.72. The cost amount for this transaction was $3520.00, with a tax amount of $258.44, leading to a total amount due of $4910.28. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118056,Sale,2024-01-18,1710.6,,,Paid,350.0,,,,F002,Business Meal Set,3.0,570.2,Cash,C015,85.53,1625.07,1050.0,660.6,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $570.20, totaling $1710.60. The cost amount for this transaction was $1050.00, with a tax amount of $85.53, leading to a total amount due of $1625.07. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240118001,Sales Expenses,2024-01-18,321.05,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $321.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119058,Sale,2024-01-19,645.6,,,Unpaid,150.0,,,,F001,Quick Meal Set,3.0,215.2,Account Receviable,C018,32.28,613.32,450.0,195.6,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $215.20, totaling $645.60. The cost amount for this transaction was $450.00, with a tax amount of $32.28, leading to a total amount due of $613.32. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240119001,Sales Expenses,2024-01-19,909.72,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $909.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120060,Sale,2024-01-20,10704.7,,,Paid,1500.0,,,,R001,Standard Room,5.0,2140.94,Cash,C015,535.24,10169.46,7500.0,3204.7,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2140.94, totaling $10704.70. The cost amount for this transaction was $7500.00, with a tax amount of $535.24, leading to a total amount due of $10169.46. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240120061,Sale,2024-01-20,2804.05,,,Paid,350.0,,,,F002,Business Meal Set,5.0,560.81,Cash,C007,140.2,2663.85,1750.0,1054.05,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $560.81, totaling $2804.05. The cost amount for this transaction was $1750.00, with a tax amount of $140.20, leading to a total amount due of $2663.85. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231019,Purchase,2023-12-31,162800.0,Director,Supervisor,Paid,880.0,Cash,S002,Supplier 2,F003,Deluxe Meal Set,185.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 185.0 units at a unit price of $880.00, totaling $162800.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240120001,Administrative Expenses,2024-01-20,634.88,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $634.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240120001,Sales Expenses,2024-01-20,807.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $807.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121063,Sale,2024-01-21,1239.9,,,Paid,150.0,,,,F001,Quick Meal Set,5.0,247.98,Cash,C012,62.0,1177.9,750.0,489.9,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $247.98, totaling $1239.90. The cost amount for this transaction was $750.00, with a tax amount of $62.00, leading to a total amount due of $1177.90. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121064,Sale,2024-01-21,15071.84,,,Unpaid,2880.0,,,,F004,Banquet Set,4.0,3767.96,Account Receviable,C012,753.59,14318.25,11520.0,3551.84,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3767.96, totaling $15071.84. The cost amount for this transaction was $11520.00, with a tax amount of $753.59, leading to a total amount due of $14318.25. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240121065,Sale,2024-01-21,3481.0,,,Paid,2000.0,,,,R002,Business Room,1.0,3481.0,Cash,C011,174.05,3306.95,2000.0,1481.0,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3481.00, totaling $3481.00. The cost amount for this transaction was $2000.00, with a tax amount of $174.05, leading to a total amount due of $3306.95. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240121001,Administrative Expenses,2024-01-21,316.47,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $316.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240121001,Sales Expenses,2024-01-21,269.41,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $269.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,146.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $146.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122067,Sale,2024-01-22,15423.78,,,Paid,5000.0,,,,R003,Luxury Suite,2.0,7711.89,Account Receviable,C016,1156.78,21978.89,15000.0,8135.67,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $7711.89, totaling $23135.67. The cost amount for this transaction was $15000.00, with a tax amount of $1156.78, leading to a total amount due of $21978.89. The receive_method of this transaction was account receviable, and this transaction was unpaid.","[{'Recorded payment/receipt_status': 'Paid', 'Original payment/receipt_status': 'Unpaid', 'id': 'Sale20240122067'}, {'Original quantity': 3.0, 'Recorded quantity': 2, 'id': 'Sale20240122067'}]"
Sale20240122068,Sale,2024-01-22,2500.6,,,Paid,880.0,,,,F003,Deluxe Meal Set,2.0,1250.3,Cash,C020,125.03,2375.57,1760.0,740.6,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1250.30, totaling $2500.60. The cost amount for this transaction was $1760.00, with a tax amount of $125.03, leading to a total amount due of $2375.57. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122069,Sale,2024-01-22,1277.05,,,Unpaid,150.0,,,,F001,Quick Meal Set,5.0,255.41,Account Receviable,C018,63.85,1213.2,750.0,527.05,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $255.41, totaling $1277.05. The cost amount for this transaction was $750.00, with a tax amount of $63.85, leading to a total amount due of $1213.20. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,625338.59,,,Paid,,Bank Transfer,S005,Supplier 5,,,,,,,,,,,Elevator System7,Elevator System,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $625338.59. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240122001,Administrative Expenses,2024-01-22,664.89,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $664.89. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240122001,Sales Expenses,2024-01-22,615.23,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $615.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123071,Sale,2024-01-23,2916.68,,,Paid,880.0,,,,F003,Deluxe Meal Set,2.0,1458.34,Cash,C009,145.83,2770.85,1760.0,1156.68,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1458.34, totaling $2916.68. The cost amount for this transaction was $1760.00, with a tax amount of $145.83, leading to a total amount due of $2770.85. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123072,Sale,2024-01-23,8492.36,,,Paid,1500.0,,,,R001,Standard Room,4.0,2123.09,Cash,C019,424.62,8067.74,6000.0,2492.36,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2123.09, totaling $8492.36. The cost amount for this transaction was $6000.00, with a tax amount of $424.62, leading to a total amount due of $8067.74. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123073,Sale,2024-01-23,522.9,,,Paid,350.0,,,,F002,Business Meal Set,1.0,522.9,Cash,C011,26.14,496.76,350.0,172.9,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $522.90, totaling $522.90. The cost amount for this transaction was $350.00, with a tax amount of $26.14, leading to a total amount due of $496.76. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123074,Sale,2024-01-23,15059.55,,,Paid,2000.0,,,,R002,Business Room,5.0,3011.91,Cash,C016,752.98,14306.57,10000.0,5059.55,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3011.91, totaling $15059.55. The cost amount for this transaction was $10000.00, with a tax amount of $752.98, leading to a total amount due of $14306.57. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240123001,Financial Expenses,2024-01-23,960.64,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Financial Expenses, totaling $960.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124075,Sale,2024-01-24,2249.84,,,Paid,350.0,,,,F002,Business Meal Set,4.0,562.46,Cash,C009,112.49,2137.35,1400.0,849.84,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $562.46, totaling $2249.84. The cost amount for this transaction was $1400.00, with a tax amount of $112.49, leading to a total amount due of $2137.35. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124076,Sale,2024-01-24,23355.6,,,Paid,5000.0,,,,R003,Luxury Suite,3.0,7785.2,Cash,C006,1167.78,22187.82,15000.0,8355.6,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $7785.20, totaling $23355.60. The cost amount for this transaction was $15000.00, with a tax amount of $1167.78, leading to a total amount due of $22187.82. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124077,Sale,2024-01-24,37887.9,,,Paid,5000.0,,,,R003,Luxury Suite,5.0,7577.58,Cash,C018,1894.4,35993.5,25000.0,12887.9,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $7577.58, totaling $37887.90. The cost amount for this transaction was $25000.00, with a tax amount of $1894.40, leading to a total amount due of $35993.50. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124078,Sale,2024-01-24,1647.72,,,Paid,350.0,,,,F002,Business Meal Set,3.0,549.24,Cash,C003,82.39,1565.33,1050.0,597.72,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $549.24, totaling $1647.72. The cost amount for this transaction was $1050.00, with a tax amount of $82.39, leading to a total amount due of $1565.33. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240124001,Administrative Expenses,2024-01-24,220.46,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Administrative Expenses, totaling $220.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
