id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Expense20240202001,Administrative Expenses,2024-02-02,2024-02-02,14693.47,14693.47,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,407.709,407.709,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240203081,Sale,2024-02-03,2024-02-03,246615.65,246615.65,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,246615.65,Cash,C016,12330.78,234284.87,100000.0,146615.65
Expense20240203001,Sales Expenses,2024-02-03,2024-02-03,3776.42,3776.42,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240203034,Interest Receivables,2024-02-03,2024-02-03,407.709,407.709,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240204083,Sale,2024-02-04,2024-02-04,9931.23,9931.23,,,Unpaid,,5000.0,,,S002,Standard Consulting,1.0,9931.23,Account Receviable,C016,496.56,9434.67,5000.0,4931.23
Expense20240204001,Sales Expenses,2024-02-04,2024-02-04,12933.89,12933.89,Director,Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240204035,Interest Receivables,2024-02-04,2024-02-04,407.709,407.709,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240205085,Sale,2024-02-05,2024-02-05,183770.14,183770.14,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,183770.14,Cash,C003,9188.51,174581.63,100000.0,83770.14000000001
Sale20240205086,Sale,2024-02-05,2024-02-05,2502.87,2502.87,,,Unpaid,,1000.0,,,S001,Basic Consulting,1.0,2502.87,Account Receviable,C012,125.14,2377.73,1000.0,1502.87
Purchase20231231030,Purchase,2023-12-31,2023-12-31,2000.0,2000.0,Director,Senior Staff,Paid,Bank Transfer,1000.0,S005,Supplier 5,S001,Basic Consulting,2.0,1000.0,,,,,,
Expense20240205001,Sales Expenses,2024-02-05,2024-02-05,16815.32,16815.32,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240205036,Interest Receivables,2024-02-05,2024-02-05,407.53099999999995,407.53099999999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,
