id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240127001,Sales Expenses,2024-01-27,12511.13,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $12511.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,153.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $153.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128026,Sale,2024-01-28,707188.94,500000.0,,,Unpaid,,,,P001,Heavy Equipment A,1.0,707188.94,Account Receviable,C017,35359.45,671829.49,500000.0,207188.94,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $707188.94, totaling $707188.94. The cost amount for this transaction was $500000.00, with a tax amount of $35359.45, leading to a total amount due of $671829.49. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240128001,Financial Expenses,2024-01-28,92015.1,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Financial Expenses, totaling $92015.10. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,153.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $153.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240129001,Administrative Expenses,2024-01-29,15519.56,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $15519.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,153.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $153.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130027,Sale,2024-01-30,0.0,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,0.0,2091831.76,Cash,C001,104591.59,1987240.17,1500000.0,601220.74,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2091831.76, totaling $2091831.76. The cost amount for this transaction was $1500000.00, with a tax amount of $104591.59, leading to a total amount due of $1987240.17. The receive_method of this transaction was cash, and this transaction was paid.","[{'Recorded payment/receipt_status': 'Unpaid', 'Original payment/receipt_status': 'Paid', 'id': 'Sale20240130027'}, {'Original profit': 591831.76, 'Recorded profit': 601220.74, 'id': 'Sale20240130027'}, {'Original quantity': 1.0, 'Recorded quantity': 0, 'id': 'Sale20240130027'}]"
Purchase20231231013,Purchase,2023-12-31,3000000.0,1500000.0,Director,Staff,Paid,Cash,S006,Supplier 6,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Transfer20240130001,Bank to cash transfer,2024-01-30,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240130001,Sales Expenses,2024-01-30,34241.97,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $34241.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Transfer20240130001,Cash to bank transfer,2024-01-30,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240130001,Financial Expenses,2024-01-30,69087.29,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Financial Expenses, totaling $69087.29. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,153.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $153.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131029,Sale,2024-01-31,1417458.33,1000000.0,,,Unpaid,,,,P003,Heavy Equipment C,1.0,1417458.33,Account Receviable,C014,70872.92,1346585.41,1000000.0,417458.33,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1417458.33, totaling $1417458.33. The cost amount for this transaction was $1000000.00, with a tax amount of $70872.92, leading to a total amount due of $1346585.41. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Transfer20240131001,Bank to cash transfer,2024-01-31,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Transfer20240131001,Cash to bank transfer,2024-01-31,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Transfer20240131001,Bank to cash transfer,2024-01-31,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240131001,Sales Expenses,2024-01-31,79626.05,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $79626.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,64.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $64.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201031,Sale,2024-02-01,1999604.61,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,1999604.61,Account Receviable,C005,99980.23,1899624.38,1500000.0,499604.61,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1999604.61, totaling $1999604.61. The cost amount for this transaction was $1500000.00, with a tax amount of $99980.23, leading to a total amount due of $1899624.38. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Transfer20240201001,Cash to bank transfer,2024-02-01,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Transfer20240201001,Bank to cash transfer,2024-02-01,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240201001,Administrative Expenses,2024-02-01,29567.17,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $29567.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Transfer20240201001,Cash to bank transfer,2024-02-01,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240201001,Sales Expenses,2024-02-01,54401.69,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Sales Expenses, totaling $54401.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Transfer20240201001,Bank to cash transfer,2024-02-01,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Depreciation20240201002,Depreciation,2024-02-01,81887.42,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $81887.42.",
Interest20240201032,Interest Receivables,2024-02-01,64.9,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $64.90. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Transfer20240202001,Cash to bank transfer,2024-02-02,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Transfer20240202001,Bank to cash transfer,2024-02-02,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240202001,Sales Expenses,2024-02-02,32829.36,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Sales Expenses, totaling $32829.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Transfer20240202001,Cash to bank transfer,2024-02-02,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240202001,Administrative Expenses,2024-02-02,91158.78,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $91158.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,145.78,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $145.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240203034,Sale,2024-02-03,2028402.09,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,2028402.09,Account Receviable,C011,101420.1,1926981.99,1500000.0,528402.09,,,"On February 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2028402.09, totaling $2028402.09. The cost amount for this transaction was $1500000.00, with a tax amount of $101420.10, leading to a total amount due of $1926981.99. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Transfer20240203001,Bank to cash transfer,2024-02-03,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Transfer20240203001,Cash to bank transfer,2024-02-03,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Transfer20240203001,Bank to cash transfer,2024-02-03,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240203001,Sales Expenses,2024-02-03,41600.41,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $41600.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Transfer20240203001,Cash to bank transfer,2024-02-03,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240203001,Sales Expenses,2024-02-03,98291.18,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $98291.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,137.04,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $137.04. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204037,Sale,2024-02-04,1056960.17,800000.0,,,Unpaid,,,,P002,Heavy Equipment B,1.0,1056960.17,Account Receviable,C008,52848.01,1004112.16,800000.0,256960.17,,,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1056960.17, totaling $1056960.17. The cost amount for this transaction was $800000.00, with a tax amount of $52848.01, leading to a total amount due of $1004112.16. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Transfer20240204001,Bank to cash transfer,2024-02-04,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Purchase20231231014,Purchase,2023-12-31,3000000.0,1500000.0,Director,Supervisor,Paid,Cash,S005,Supplier 5,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240204001,Sales Expenses,2024-02-04,16499.17,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Sales Expenses, totaling $16499.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240204001,Administrative Expenses,2024-02-04,22133.18,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Administrative Expenses, totaling $22133.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,44.6,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $44.60. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240205001,Sales Expenses,2024-02-05,48059.69,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Sales Expenses, totaling $48059.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240205001,Sales Expenses,2024-02-05,67892.84,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Sales Expenses, totaling $67892.84. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,34.28,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $34.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
