id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240121086,Sale,2024-01-21,2024-01-21,9229.85,9229.85,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9229.85,Cash,C018,461.49,8768.36,5000.0,4229.85,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,350000.0,350000.0,Director,Supervisor,Paid,Cash,50000.0,S002,Supplier 2,P004,Premium Product D,7.0,50000.0,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,8407.05,8407.05,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240121001,Sales Expenses,2024-01-21,2024-01-21,25433.34,25433.34,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240121021,Interest Receivables,2024-01-21,2024-01-21,303.28858587999997,303.28858587999997,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240122089,Sale,2024-01-22,2024-01-22,9973.68,9973.68,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9973.68,Cash,C019,498.68,9475.0,5000.0,4973.68,,
Purchase20231231023,Purchase,2023-12-31,2023-12-31,45000.0,45000.0,Director,Supervisor,Paid,Bank Transfer,5000.0,S002,Supplier 2,P001,Premium Product A,9.0,5000.0,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,17084.49,17084.49,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Administrative Expenses,2024-01-22,2024-01-22,8401.18,8401.18,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240122001,Sales Expenses,2024-01-22,2024-01-22,29892.5,29892.5,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240122022,Interest Receivables,2024-01-22,2024-01-22,299.28358588,299.28358588,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240123092,Sale,2024-01-23,2024-01-23,18437.32,18437.32,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18437.32,Cash,C005,921.87,17515.45,10000.0,8437.32,,
Expense20240123001,Administrative Expenses,2024-01-23,2024-01-23,15268.37,15268.37,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,10848.07,10848.07,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,299.28358588,299.28358588,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124094,Sale,2024-01-24,2024-01-24,171957.0,171957.0,,,Unpaid,,50000.0,,,P004,Premium Product D,2.0,85978.5,Account Receviable,C017,8597.85,163359.15,100000.0,71957.0,,
Sale20240124095,Sale,2024-01-24,2024-01-24,97831.72,97831.72,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,97831.72,Account Receviable,C003,4891.59,92940.13,50000.0,47831.72,,
Sale20240124096,Sale,2024-01-24,2024-01-24,176720.04,176720.04,,,Paid,,50000.0,,,P004,Premium Product D,2.0,88360.02,Cash,C017,8836.0,167884.04,100000.0,76720.04000000001,,
Purchase20231231024,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Supervisor,Paid,Bank Transfer,50000.0,S001,Supplier 1,P004,Premium Product D,6.0,50000.0,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,16550.01,16550.01,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,20534.82,20534.82,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,15790.07,15790.07,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,272.58358588,272.58358588,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125099,Sale,2024-01-25,2024-01-25,39867.96,39867.96,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,39867.96,Account Receviable,C013,1993.4,37874.56,20000.0,19867.96,,
Sale20240125100,Sale,2024-01-25,2024-01-25,28313.49,28313.49,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9437.83,Cash,C017,1415.67,26897.82,15000.0,13313.490000000002,,
Sale20240125101,Sale,2024-01-25,2024-01-25,29133.6,29133.6,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9711.2,Cash,C015,1456.68,27676.92,15000.0,14133.599999999999,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,12298.07,12298.07,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,4167.78,4167.78,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,19921.36,19921.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,272.58358588,272.58358588,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126104,Sale,2024-01-26,2024-01-26,27410.4,27410.4,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9136.8,Cash,C016,1370.52,26039.88,15000.0,12410.400000000001,,
Sale20240126105,Sale,2024-01-26,2024-01-26,289537.89,289537.89,,,Unpaid,,50000.0,,,P004,Premium Product D,3.0,96512.63,Account Receviable,C009,14476.89,275061.0,150000.0,139537.89,,
Sale20240126106,Sale,2024-01-26,2024-01-26,97702.96,97702.96,,,Paid,,50000.0,,,P004,Premium Product D,1.0,97702.96,Cash,C010,4885.15,92817.81,50000.0,47702.96000000001,,
Purchase20231231025,Purchase,2023-12-31,2023-12-31,15000.0,15000.0,Director,Supervisor,Paid,Cash,5000.0,S004,Supplier 4,P001,Premium Product A,3.0,5000.0,,,,,,,,
Purchase20231231026,Purchase,2023-12-31,2023-12-31,50000.0,50000.0,Director,Senior Staff,Paid,Bank Transfer,5000.0,S005,Supplier 5,P001,Premium Product A,10.0,5000.0,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,22180.15,22180.15,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,8776.23,8776.23,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,28860.54,28860.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,268.13358588,268.13358588,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127110,Sale,2024-01-27,2024-01-27,93411.9,93411.9,,,Paid,,50000.0,,,P004,Premium Product D,1.0,93411.9,Cash,C010,4670.6,88741.3,50000.0,43411.899999999994,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,73932.79,73932.79,,,Paid,Bank Transfer,,S003,Supplier 3,,,,,,,,,,,Production Line8,Production Line
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,17050.33,17050.33,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,8854.07,8854.07,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Financial Expenses,2024-01-27,2024-01-27,17209.76,17209.76,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,261.55356757,261.55356757,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
