id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,asset_name,asset_type,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Purchase20231231014,Purchase,2023-12-31,1500000.0,Director,Senior Staff,Paid,Bank Transfer,1500000.0,S004,Supplier 4,P004,Heavy Equipment D,1.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1500000.00, totaling $1500000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Transfer20240121001,Cash to bank transfer,2024-01-21,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240121001,Sales Expenses,2024-01-21,69032.68,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $69032.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240122001,Administrative Expenses,2024-01-22,23299.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $23299.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240123001,Administrative Expenses,2024-01-23,78951.08,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $78951.08. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240123001,Administrative Expenses,2024-01-23,39097.33,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $39097.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124024,Sale,2024-01-24,1455453.32,,,Paid,,1000000.0,,,P003,Heavy Equipment C,1.0,1455453.32,Cash,,,C003,72772.67,1382680.65,1000000.0,455453.32,"On January 24, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1455453.32, totaling $1455453.32. The cost amount for this transaction was $1000000.00, with a tax amount of $72772.67, leading to a total amount due of $1382680.65. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231015,Purchase,2023-12-31,3000000.0,Director,Senior Staff,Paid,Bank Transfer,1500000.0,S007,Supplier 7,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Transfer20240124001,Cash to bank transfer,2024-01-24,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Transfer20240124001,Cash to bank transfer,2024-01-24,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240124001,Sales Expenses,2024-01-24,28346.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $28346.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,46.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $46.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Transfer20240125001,Cash to bank transfer,2024-01-25,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240125001,Sales Expenses,2024-01-25,41705.41,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $41705.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240126001,Sales Expenses,2024-01-26,69296.99,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $69296.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240126001,Financial Expenses,2024-01-26,36380.83,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Financial Expenses, totaling $36380.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240127028,Sale,2024-01-27,1384684.3,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1384684.3,Account Receviable,,,C014,69234.22,1315450.08,1000000.0,384684.3,"On January 27, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1384684.30, totaling $1384684.30. The cost amount for this transaction was $1000000.00, with a tax amount of $69234.22, leading to a total amount due of $1315450.08. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231016,Purchase,2023-12-31,2000000.0,Director,Senior Staff,Paid,Cash,1000000.0,S001,Supplier 1,P003,Heavy Equipment C,2.0,1000000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1000000.00, totaling $2000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240127001,Sales Expenses,2024-01-27,57454.13,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $57454.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128030,Sale,2024-01-28,2196931.9,,,Paid,,1500000.0,,,P004,Heavy Equipment D,1.0,2196931.9,Cash,,,C004,109846.6,2087085.3,1500000.0,696931.9,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2196931.90, totaling $2196931.90. The cost amount for this transaction was $1500000.00, with a tax amount of $109846.60, leading to a total amount due of $2087085.30. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240128001,Administrative Expenses,2024-01-28,79524.95,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Administrative Expenses, totaling $79524.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240129001,Sales Expenses,2024-01-29,60968.71,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $60968.71. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240129001,Administrative Expenses,2024-01-29,10275.59,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $10275.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130032,Sale,2024-01-30,2101413.12,,,Unpaid,,1500000.0,,,P004,Heavy Equipment D,1.0,2101413.12,Account Receviable,,,C019,105070.66,1996342.46,1500000.0,601413.12,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2101413.12, totaling $2101413.12. The cost amount for this transaction was $1500000.00, with a tax amount of $105070.66, leading to a total amount due of $1996342.46. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240130001,Administrative Expenses,2024-01-30,25487.02,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $25487.02. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240130001,Financial Expenses,2024-01-30,66912.09,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Financial Expenses, totaling $66912.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,135.28,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $135.28. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231017,Purchase,2023-12-31,1500000.0,Director,Senior Staff,Paid,Bank Transfer,1500000.0,S010,Supplier 10,P004,Heavy Equipment D,1.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1500000.00, totaling $1500000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Transfer20240131001,Cash to bank transfer,2024-01-31,1000000.0,,,,,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240131001,Sales Expenses,2024-01-31,18674.79,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $18674.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240131001,Administrative Expenses,2024-01-31,63593.73,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Administrative Expenses, totaling $63593.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,90.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $90.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201034,Sale,2024-02-01,2120132.85,,,Paid,,1500000.0,,,P004,Heavy Equipment D,1.0,2120132.85,Cash,,,C013,106006.64,2014126.21,1500000.0,620132.85,"On February 01, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2120132.85, totaling $2120132.85. The cost amount for this transaction was $1500000.00, with a tax amount of $106006.64, leading to a total amount due of $2014126.21. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231018,Purchase,2023-12-31,3000000.0,Director,Senior Staff,Unpaid,Account Payable,1500000.0,S007,Supplier 7,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240201001,Administrative Expenses,2024-02-01,82900.73,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $82900.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,75220.2,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $75220.20.",
Interest20240201032,Interest Receivables,2024-02-01,90.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $90.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240202001,Sales Expenses,2024-02-02,98116.24,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Sales Expenses, totaling $98116.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240202001,Administrative Expenses,2024-02-02,66892.65,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $66892.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,90.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $90.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240203036,Sale,2024-02-03,1974918.04,,,Unpaid,,1500000.0,,,P004,Heavy Equipment D,1.0,1974918.04,Account Receviable,,,C004,98745.9,1876172.14,1500000.0,474918.04,"On February 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1974918.04, totaling $1974918.04. The cost amount for this transaction was $1500000.00, with a tax amount of $98745.90, leading to a total amount due of $1876172.14. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240203001,Sales Expenses,2024-02-03,86216.74,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $86216.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240203001,Sales Expenses,2024-02-03,46127.65,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $46127.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,90.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $90.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204039,Sale,2024-02-04,1431969.88,,,Unpaid,,1000000.0,,,P003,Heavy Equipment C,1.0,1431969.88,Account Receviable,,,C008,71598.49,1360371.39,1000000.0,431969.88,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1431969.88, totaling $1431969.88. The cost amount for this transaction was $1000000.00, with a tax amount of $71598.49, leading to a total amount due of $1360371.39. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240204001,Financial Expenses,2024-02-04,52734.73,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Financial Expenses, totaling $52734.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240204001,Administrative Expenses,2024-02-06,33964.4,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Financial Expenses, totaling $33964.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.","[{'Original category': 'Financial Expenses', 'Recorded category': 'Administrative Expenses', 'id': 'Expense20240204001'}, {'Original date': '2024-02-04', 'Recorded date': '2024-02-06', 'id': 'Expense20240204001'}]"
Interest20240204035,Interest Receivables,2024-02-04,90.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $90.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240205001,Sales Expenses,2024-02-05,20182.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Sales Expenses, totaling $20182.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,90.78,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $90.78. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
