id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Expense20240202001,Administrative Expenses,2024-02-02,2024-02-02,10723.19,10723.19,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,318.531,318.531,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240203075,Sale,2024-02-03,2024-02-03,246512.71,246512.71,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,246512.71,Cash,C013,12325.64,234187.07,100000.0,146512.71
Purchase20231231029,Purchase,2023-12-31,2023-12-31,200000.0,200000.0,Director,Director,Paid,Bank Transfer,100000.0,S002,Supplier 2,S004,Enterprise Solution,2.0,100000.0,,,,,,
Expense20240203001,Administrative Expenses,2024-02-03,2024-02-03,3151.77,3151.77,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,
Interest20240203034,Interest Receivables,2024-02-03,2024-02-03,300.731,300.731,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Expense20240204001,Administrative Expenses,2024-02-04,2024-02-04,15530.78,15530.78,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Expense20240204001,Financial Expenses,2024-02-04,2024-02-04,19717.55,19717.55,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240204035,Interest Receivables,2024-02-04,2024-02-04,300.731,300.731,,,Unpaid,,,,,,,,,Interest receviable,,,,,
Sale20240205076,Sale,2024-02-05,2024-02-05,292202.87,292202.87,,,Unpaid,,100000.0,,,S004,Enterprise Solution,1.0,292202.87,Account Receviable,C008,14610.14,277592.73,100000.0,192202.87
Sale20240205077,Sale,2024-02-05,2024-02-05,37363.94,37363.94,,,Unpaid,,20000.0,,,S003,Premium Consulting,1.0,37363.94,Account Receviable,C011,1868.2,35495.74,20000.0,17363.940000000002
Sale20240205078,Sale,2024-02-05,2024-02-05,226655.74,226655.74,,,Paid,,100000.0,,,S004,Enterprise Solution,1.0,226655.74,Cash,C013,11332.79,215322.95,100000.0,126655.73999999999
Purchase20231231030,Purchase,2023-12-31,2023-12-31,300000.0,300000.0,Director,Junior Staff,Paid,Bank Transfer,100000.0,S004,Supplier 4,S004,Enterprise Solution,3.0,100000.0,,,,,,
Purchase20231231031,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Senior Supervisor,Unpaid,Account Payable,20000.0,S010,Supplier 10,S003,Premium Consulting,2.0,20000.0,,,,,,
Expense20240205001,Financial Expenses,2024-02-05,2024-02-05,18330.82,18330.82,Director,Manager,Paid,Cash,,,,,,,,,,,,,
Expense20240205001,Administrative Expenses,2024-02-05,2024-02-05,16247.39,16247.39,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,
Interest20240205036,Interest Receivables,2024-02-05,2024-02-05,274.031,274.031,,,Unpaid,,,,,,,,,Interest receviable,,,,,
