id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,cost_per_unit,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240124090,Sale,2024-01-24,2024-01-24,173347.72,173347.72,,,Paid,50000.0,,,,P004,Premium Product D,2.0,86673.86,Cash,C015,8667.39,164680.33,100000.0,73347.72,,
Sale20240124091,Sale,2024-01-24,2024-01-24,76538.96,76538.96,,,Paid,20000.0,,,,P003,Premium Product C,2.0,38269.48,Cash,C009,3826.95,72712.01,40000.0,36538.96000000001,,
Sale20240124092,Sale,2024-01-24,2024-01-24,266310.81,266310.81,,,Paid,50000.0,,,,P004,Premium Product D,3.0,88770.27,Cash,C006,13315.54,252995.27,150000.0,116310.81,,
Purchase20231231019,Purchase,2023-12-31,2023-12-31,60000.0,60000.0,Director,Staff,Unpaid,20000.0,Account Payable,S002,Supplier 2,P003,Premium Product C,3.0,20000.0,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,28414.41,28414.41,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240124001,Administrative Expenses,2024-01-24,2024-01-24,14013.88,14013.88,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,334.83067805,334.83067805,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125094,Sale,2024-01-25,2024-01-25,105017.58,105017.58,,,Unpaid,20000.0,,,,P003,Premium Product C,3.0,35005.86,Account Receviable,C010,5250.88,99766.7,60000.0,45017.58,,
Sale20240125095,Sale,2024-01-25,2024-01-25,36921.82,36921.82,,,Paid,10000.0,,,,P002,Premium Product B,2.0,18460.91,Cash,C005,1846.09,35075.73,20000.0,16921.82,,
Sale20240125096,Sale,2024-01-25,2024-01-25,8648.77,8648.77,,,Paid,5000.0,,,,P001,Premium Product A,1.0,8648.77,Cash,C018,432.44,8216.33,5000.0,3648.7700000000004,,
Sale20240125097,Sale,2024-01-25,2024-01-25,86533.38,86533.38,,,Paid,50000.0,,,,P004,Premium Product D,1.0,86533.38,Cash,C020,4326.67,82206.71,50000.0,36533.380000000005,,
Purchase20231231020,Purchase,2023-12-31,2023-12-31,350000.0,350000.0,Director,Staff,Unpaid,50000.0,Account Payable,S004,Supplier 4,P004,Premium Product D,7.0,50000.0,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,8149.08,8149.08,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,22205.08,22205.08,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,21106.73,21106.73,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,334.83067805,334.83067805,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126101,Sale,2024-01-26,2024-01-26,19338.67,19338.67,,,Paid,10000.0,,,,P002,Premium Product B,1.0,19338.67,Cash,C013,966.93,18371.74,10000.0,9338.669999999998,,
Sale20240126102,Sale,2024-01-26,2024-01-26,286885.38,286885.38,,,Paid,50000.0,,,,P004,Premium Product D,3.0,95628.46,Cash,C006,14344.27,272541.11,150000.0,136885.38,,
Sale20240126103,Sale,2024-01-26,2024-01-26,9865.43,9865.43,,,Unpaid,5000.0,,,,P001,Premium Product A,1.0,9865.43,Account Receviable,C009,493.27,9372.16,5000.0,4865.43,,
Purchase20231231021,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Staff,Unpaid,20000.0,Account Payable,S007,Supplier 7,P003,Premium Product C,5.0,20000.0,,,,,,,,
Expense20240126001,Financial Expenses,2024-01-26,2024-01-26,7005.37,7005.37,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,19525.1,19525.1,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,334.83067805,334.83067805,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127105,Sale,2024-01-27,2024-01-27,295661.79,295661.79,,,Paid,50000.0,,,,P004,Premium Product D,3.0,98553.93,Cash,C010,14783.09,280878.7,150000.0,145661.78999999998,,
Sale20240127106,Sale,2024-01-27,2024-01-27,98343.59,98343.59,,,Paid,50000.0,,,,P004,Premium Product D,1.0,98343.59,Cash,C013,4917.18,93426.41,50000.0,48343.59,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,120000.0,120000.0,Director,Staff,Paid,20000.0,Bank Transfer,S003,Supplier 3,P003,Premium Product C,6.0,20000.0,,,,,,,,
Expense20240127001,Financial Expenses,2024-01-27,2024-01-27,22565.02,22565.02,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,21535.55,21535.55,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,15913.3,15913.3,Director,Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,324.15067805,324.15067805,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240128108,Sale,2024-01-28,2024-01-28,89586.63,89586.63,,,Unpaid,50000.0,,,,P004,Premium Product D,1.0,89586.63,Account Receviable,C010,4479.33,85107.3,50000.0,39586.630000000005,,
Sale20240128109,Sale,2024-01-28,2024-01-28,8746.55,8746.55,,,Unpaid,5000.0,,,,P001,Premium Product A,1.0,8746.55,Account Receviable,C001,437.33,8309.22,5000.0,3746.5499999999993,,
Sale20240128110,Sale,2024-01-28,2024-01-28,38693.93,38693.93,,,Paid,20000.0,,,,P003,Premium Product C,1.0,38693.93,Cash,C004,1934.7,36759.23,20000.0,18693.93,,
Sale20240128111,Sale,2024-01-28,2024-01-28,51298.56,51298.56,,,Paid,10000.0,,,,P002,Premium Product B,3.0,17099.52,Cash,C017,2564.93,48733.63,30000.0,21298.559999999998,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,27817.09,27817.09,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,21561.32,21561.32,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,6698.63,6698.63,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,324.15067805,324.15067805,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
