id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126059,Sale,2024-01-26,2024-01-26,39663.3,39663.3,,,Unpaid,,10000.0,,,P001,Chemical Product A,3.0,13221.1,Account Receviable,C003,1983.17,37680.13,30000.0,9663.300000000003,,
Sale20240126060,Sale,2024-01-26,2024-01-26,135563.82,135563.82,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,67781.91,Cash,C016,6778.19,128785.63,100000.0,35563.82000000001,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,9398.96,9398.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,20674.62,20674.62,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Financial Expenses,2024-01-26,2024-01-26,30582.18,30582.18,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Financial Expenses,2024-01-26,2024-01-26,33889.38,33889.38,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127062,Sale,2024-01-27,2024-01-27,575061.65,575061.65,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,115012.33,Cash,C007,28753.08,546308.57,500000.0,75061.65000000002,,
Sale20240127063,Sale,2024-01-27,2024-01-27,60440.8,60440.8,,,Unpaid,,10000.0,,,P001,Chemical Product A,5.0,12088.16,Account Receviable,C011,3022.04,57418.76,50000.0,10440.800000000003,,
Purchase20231231012,Purchase,2023-12-31,2023-12-31,1300000.0,1300000.0,Director,Senior Staff,Unpaid,Account Payable,100000.0,S002,Supplier 2,P004,Chemical Product D,13.0,100000.0,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,39060.61,39060.61,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,29582.89,29582.89,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240128065,Sale,2024-01-28,2024-01-28,61846.6,61846.6,,,Unpaid,,10000.0,,,P001,Chemical Product A,5.0,12369.32,Account Receviable,C011,3092.33,58754.27,50000.0,11846.599999999999,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,38954.07,38954.07,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,15568.3,15568.3,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,28878.75,28878.75,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240129067,Sale,2024-01-29,2024-01-29,206035.5,206035.5,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,68678.5,Cash,C012,10301.78,195733.72,150000.0,56035.5,,
Expense20240129001,Financial Expenses,2024-01-29,2024-01-29,30926.2,30926.2,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240129001,Financial Expenses,2024-01-29,2024-01-29,39912.83,39912.83,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,26475.28,26475.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240130068,Sale,2024-01-30,2024-01-30,50289.32,50289.32,,,Paid,,20000.0,,,P002,Chemical Product B,2.0,25144.66,Cash,C008,2514.47,47774.85,40000.0,10289.32,,
Sale20240130069,Sale,2024-01-30,2024-01-30,57306.1,57306.1,,,Paid,,10000.0,,,P001,Chemical Product A,5.0,11461.22,Cash,C006,2865.31,54440.79,50000.0,7306.0999999999985,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,12591.45,12591.45,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,22735.8,22735.8,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,33318.22,33318.22,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,135.53708718000001,135.53708718000001,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
