id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240112001,Administrative Expenses,2024-01-12,20189.6,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $20189.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,199.62,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $199.62. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113023,Sale,2024-01-13,44428.82,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,22214.41,Account Receviable,C019,2221.44,42207.38,40000.0,4428.82,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $22214.41, totaling $44428.82. The cost amount for this transaction was $40000.00, with a tax amount of $2221.44, leading to a total amount due of $42207.38. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113024,Sale,2024-01-13,25216.28,,,Paid,,10000.0,,,P001,Chemical Product A,2.0,12608.14,Cash,C008,1260.81,23955.47,20000.0,5216.28,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $12608.14, totaling $25216.28. The cost amount for this transaction was $20000.00, with a tax amount of $1260.81, leading to a total amount due of $23955.47. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231007,Purchase,2023-12-31,100000.0,Director,Senior Staff,Paid,Bank Transfer,10000.0,S006,Supplier 6,P001,Chemical Product A,10.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 10.0 units at a unit price of $10000.00, totaling $100000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240113001,Administrative Expenses,2024-01-13,13168.04,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $13168.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240113001,Sales Expenses,2024-01-13,49423.87,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $49423.87. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240113001,Sales Expenses,2024-01-13,16966.19,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $16966.19. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240113001,Financial Expenses,2024-01-13,35291.25,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Financial Expenses, totaling $35291.25. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,190.72,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $190.72. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114027,Sale,2024-01-14,620407.25,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,124081.45,Cash,C001,31020.36,589386.89,500000.0,120407.25,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $124081.45, totaling $620407.25. The cost amount for this transaction was $500000.00, with a tax amount of $31020.36, leading to a total amount due of $589386.89. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240114001,Administrative Expenses,2024-01-14,47622.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $47622.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240114001,Sales Expenses,2024-01-14,11434.19,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $11434.19. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,190.72,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $190.72. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115029,Sale,2024-01-15,54504.76,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,27252.38,Account Receviable,C004,2725.24,51779.52,40000.0,14504.76,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $27252.38, totaling $54504.76. The cost amount for this transaction was $40000.00, with a tax amount of $2725.24, leading to a total amount due of $51779.52. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231008,Purchase,2023-12-31,1800000.0,Director,Senior Staff,Paid,Cash,100000.0,S005,Supplier 5,P004,Chemical Product D,18.0,100000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 18.0 units at a unit price of $100000.00, totaling $1800000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Transfer20240115001,Bank to cash transfer,2024-01-15,100000.0,,,,,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Transfer20240115001,Bank to cash transfer,2024-01-15,100000.0,,,,,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240115001,Administrative Expenses,2024-01-15,6471.93,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $6471.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240115001,Administrative Expenses,2024-01-15,20533.47,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $20533.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240115001,Administrative Expenses,2024-01-15,32885.32,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $32885.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Transfer20240115001,Bank to cash transfer,2024-01-15,100000.0,,,,,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Bank to cash transfer, totaling $100000.00.",
Expense20240115001,Sales Expenses,2024-01-15,43881.77,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $43881.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,164.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $164.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116031,Sale,2024-01-16,59166.45,,,Paid,,10000.0,,,P001,Chemical Product A,5.0,11833.29,Cash,C019,2958.32,56208.13,50000.0,9166.45,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $11833.29, totaling $59166.45. The cost amount for this transaction was $50000.00, with a tax amount of $2958.32, leading to a total amount due of $56208.13. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116032,Sale,2024-01-16,231037.8,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,57759.45,Cash,C003,11551.89,219485.91,200000.0,31037.8,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $57759.45, totaling $231037.80. The cost amount for this transaction was $200000.00, with a tax amount of $11551.89, leading to a total amount due of $219485.91. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240116001,Financial Expenses,2024-01-16,21812.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Financial Expenses, totaling $21812.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240116001,Financial Expenses,2024-01-16,13980.05,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Financial Expenses, totaling $13980.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240116001,Sales Expenses,2024-01-16,46901.17,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $46901.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240116001,Administrative Expenses,2024-01-16,25146.38,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $25146.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,164.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $164.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117034,Sale,2024-01-17,75890.52,,,Paid,,20000.0,,,P002,Chemical Product B,3.0,25296.84,Cash,C014,3794.53,72095.99,60000.0,15890.52,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $25296.84, totaling $75890.52. The cost amount for this transaction was $60000.00, with a tax amount of $3794.53, leading to a total amount due of $72095.99. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117035,Sale,2024-01-17,252207.52,,,Unpaid,,50000.0,,,P003,Chemical Product C,4.0,63051.88,Account Receviable,C003,12610.38,239597.14,200000.0,52207.52,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $63051.88, totaling $252207.52. The cost amount for this transaction was $200000.00, with a tax amount of $12610.38, leading to a total amount due of $239597.14. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231009,Purchase,2023-12-31,800000.0,Director,Staff,Unpaid,Account Payable,50000.0,S001,Supplier 1,P003,Chemical Product C,16.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 16.0 units at a unit price of $50000.00, totaling $800000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240117001,Administrative Expenses,2024-01-17,16781.62,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $16781.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240117001,Sales Expenses,2024-01-17,23098.92,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $23098.92. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240117001,Sales Expenses,2024-01-17,17720.52,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $17720.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,164.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $164.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118038,Sale,2024-01-18,45553.24,,,Unpaid,,10000.0,,,P001,Chemical Product A,4.0,11388.31,Account Receviable,C011,2277.66,43275.58,40000.0,5553.24,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $11388.31, totaling $45553.24. The cost amount for this transaction was $40000.00, with a tax amount of $2277.66, leading to a total amount due of $43275.58. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240118039,Sale,2024-01-18,89687.4,,,Unpaid,,20000.0,,,P002,Chemical Product B,4.0,22421.85,Account Receviable,C003,4484.37,85203.03,80000.0,9687.4,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $22421.85, totaling $89687.40. The cost amount for this transaction was $80000.00, with a tax amount of $4484.37, leading to a total amount due of $85203.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240118001,Sales Expenses,2024-01-18,12488.88,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $12488.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240118001,Administrative Expenses,2024-01-18,36770.74,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $36770.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240118001,Administrative Expenses,2024-01-18,22598.15,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $22598.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240118001,Administrative Expenses,2024-01-18,9008.86,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $9008.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,164.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $164.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119041,Sale,2024-01-19,117441.68,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,58720.84,Cash,C009,5872.08,111569.6,100000.0,17441.68,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $58720.84, totaling $117441.68. The cost amount for this transaction was $100000.00, with a tax amount of $5872.08, leading to a total amount due of $111569.60. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240119001,Sales Expenses,2024-01-19,6880.14,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $6880.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240119001,Administrative Expenses,2024-01-19,32819.71,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $32819.71. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,164.02,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $164.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120043,Sale,2024-01-20,54724.52,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,27362.26,Account Receviable,C017,2736.23,51988.29,40000.0,14724.52,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $27362.26, totaling $54724.52. The cost amount for this transaction was $40000.00, with a tax amount of $2736.23, leading to a total amount due of $51988.29. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231010,Purchase,2023-12-31,320000.0,Director,Staff,Paid,Bank Transfer,20000.0,S004,Supplier 4,P002,Chemical Product B,16.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 16.0 units at a unit price of $20000.00, totaling $320000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240120001,Sales Expenses,2024-01-20,22824.28,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $22824.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240120001,Sales Expenses,2024-01-20,26944.0,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $26944.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240120001,Sales Expenses,2024-01-20,36092.58,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $36092.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,135.54,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $135.54. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121047,Sale,2024-01-21,552114.2,,,Paid,,100000.0,,,P004,Chemical Product D,5.0,110422.84,Cash,C005,27605.71,524508.49,500000.0,52114.2,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $110422.84, totaling $552114.20. The cost amount for this transaction was $500000.00, with a tax amount of $27605.71, leading to a total amount due of $524508.49. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121048,Sale,2024-01-21,53470.62,,,Unpaid,,20000.0,,,P002,Chemical Product B,2.0,26735.31,Account Receviable,C011,2673.53,50797.09,40000.0,13470.62,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $26735.31, totaling $53470.62. The cost amount for this transaction was $40000.00, with a tax amount of $2673.53, leading to a total amount due of $50797.09. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240121001,Financial Expenses,2024-01-21,17003.39,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Financial Expenses, totaling $17003.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240121001,Sales Expenses,2024-01-21,14196.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $14196.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,135.54,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $135.54. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122050,Sale,2024-01-22,411855.06,,,Paid,,100000.0,,,P004,Chemical Product D,3.0,137285.02,Cash,C016,20592.75,391262.31,300000.0,111855.06,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $137285.02, totaling $411855.06. The cost amount for this transaction was $300000.00, with a tax amount of $20592.75, leading to a total amount due of $391262.31. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122051,Sale,2024-01-22,265712.0,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,66428.0,Cash,C001,13285.6,252426.4,200000.0,65712.0,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $66428.00, totaling $265712.00. The cost amount for this transaction was $200000.00, with a tax amount of $13285.60, leading to a total amount due of $252426.40. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231011,Purchase,2023-12-31,260000.0,Director,Senior Staff,Paid,Cash,10000.0,S010,Supplier 10,P001,Chemical Product A,26.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 26.0 units at a unit price of $10000.00, totaling $260000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240122001,Financial Expenses,2024-01-22,38794.21,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Financial Expenses, totaling $38794.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240122001,Administrative Expenses,2024-01-22,21390.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $21390.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,135.54,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $135.54. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123052,Sale,2024-01-23,47800.68,,,Paid,,10000.0,,,P001,Chemical Product A,4.0,11950.17,Cash,C013,2390.03,45410.65,40000.0,7800.68,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $11950.17, totaling $47800.68. The cost amount for this transaction was $40000.00, with a tax amount of $2390.03, leading to a total amount due of $45410.65. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240123001,Administrative Expenses,2024-01-23,21946.59,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $21946.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240123001,Financial Expenses,2024-01-23,15043.12,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Financial Expenses, totaling $15043.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,135.54,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $135.54. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124053,Sale,2024-01-24,82693.5,,,Paid,,20000.0,,,P002,Chemical Product B,3.0,27564.5,Cash,C003,4134.68,78558.82,60000.0,22693.5,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $27564.50, totaling $82693.50. The cost amount for this transaction was $60000.00, with a tax amount of $4134.68, leading to a total amount due of $78558.82. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124054,Sale,2024-01-24,128615.27,,,Paid,,100000.0,,,P004,Chemical Product D,1.0,128615.27,Cash,C015,6430.76,122184.51,100000.0,28615.27,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $128615.27, totaling $128615.27. The cost amount for this transaction was $100000.00, with a tax amount of $6430.76, leading to a total amount due of $122184.51. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240124001,Administrative Expenses,2024-01-24,49513.35,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Administrative Expenses, totaling $49513.35. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240124001,Administrative Expenses,2024-01-24,32657.6,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Administrative Expenses, totaling $32657.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,135.54,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $135.54. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125055,Sale,2024-01-25,134146.46,,,Unpaid,,50000.0,,,P003,Chemical Product C,2.0,67073.23,Account Receviable,C011,6707.32,127439.14,100000.0,34146.46,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $67073.23, totaling $134146.46. The cost amount for this transaction was $100000.00, with a tax amount of $6707.32, leading to a total amount due of $127439.14. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240125056,Sale,2024-01-25,497428.88,,,Unpaid,,100000.0,,,P004,Chemical Product D,4.0,124357.22,Account Receviable,C011,24871.44,472557.44,400000.0,97428.88,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $124357.22, totaling $497428.88. The cost amount for this transaction was $400000.00, with a tax amount of $24871.44, leading to a total amount due of $472557.44. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240125001,Administrative Expenses,2024-01-25,44074.81,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $44074.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240125001,Sales Expenses,2024-01-25,30631.28,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $30631.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240125001,Sales Expenses,2024-01-25,17202.6,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $17202.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240125001,Administrative Expenses,2024-01-25,22157.17,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $22157.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,135.54,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $135.54. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126059,Sale,2024-01-26,39663.3,,,Unpaid,,10000.0,,,P001,Chemical Product A,3.0,13221.1,Account Receviable,C003,1983.17,37680.13,30000.0,9663.3,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $13221.10, totaling $39663.30. The cost amount for this transaction was $30000.00, with a tax amount of $1983.17, leading to a total amount due of $37680.13. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126060,Sale,2024-01-26,135563.82,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,67781.91,Cash,C016,6778.19,128785.63,100000.0,35563.82,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $67781.91, totaling $135563.82. The cost amount for this transaction was $100000.00, with a tax amount of $6778.19, leading to a total amount due of $128785.63. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240126001,Sales Expenses,2024-01-26,9398.96,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $9398.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
