id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240125001,Sales Expenses,2024-01-25,16489.93,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $16489.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240125001,Administrative Expenses,2024-01-25,60656.12,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $60656.12. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231011,Purchase,2023-12-31,1000000.0,500000.0,Director,Senior Staff,Unpaid,Account Payable,S002,Supplier 2,P001,Heavy Equipment A,2.0,500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $500000.00, totaling $1000000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240126001,Sales Expenses,2024-01-26,79494.6,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $79494.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240127001,Sales Expenses,2024-01-27,70681.23,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $70681.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240128001,Financial Expenses,2024-01-28,55124.83,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Financial Expenses, totaling $55124.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129034,Sale,2024-01-29,1952322.13,1500000.0,,,Paid,,,,P004,Heavy Equipment D,1.0,1952322.13,Cash,C008,97616.11,1854706.02,1500000.0,452322.13,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1952322.13, totaling $1952322.13. The cost amount for this transaction was $1500000.00, with a tax amount of $97616.11, leading to a total amount due of $1854706.02. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240129001,Sales Expenses,2024-01-29,14158.49,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $14158.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240129001,Sales Expenses,2024-01-29,72125.7,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $72125.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231012,Purchase,2023-12-31,3000000.0,1500000.0,Director,Supervisor,Paid,Cash,S003,Supplier 3,P004,Heavy Equipment D,2.0,1500000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $1500000.00, totaling $3000000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240130001,Administrative Expenses,2024-01-30,45589.58,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $45589.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240130001,Sales Expenses,2024-01-30,68047.29,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $68047.29. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131038,Sale,2024-01-31,2022547.3,1500000.0,,,Unpaid,,,,P004,Heavy Equipment D,1.0,2022547.3,Account Receviable,C013,101127.37,1921419.93,1500000.0,522547.3,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2022547.30, totaling $2022547.30. The cost amount for this transaction was $1500000.00, with a tax amount of $101127.37, leading to a total amount due of $1921419.93. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240131001,Sales Expenses,2024-01-31,26885.73,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $26885.73. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240201001,Financial Expenses,2024-02-01,52927.55,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Financial Expenses, totaling $52927.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240201001,Administrative Expenses,2024-02-01,55640.7,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $55640.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,93206.48,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $93206.48.",
Interest20240201032,Interest Receivables,2024-02-01,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240202001,Administrative Expenses,2024-02-02,57359.96,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $57359.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240203001,Sales Expenses,2024-02-03,90337.66,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $90337.66. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Transfer20240203001,Bank to cash transfer,2024-02-03,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240203001,Sales Expenses,2024-02-03,32201.46,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $32201.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,9.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $9.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Transfer20240204001,Cash to bank transfer,2024-02-04,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Transfer20240204001,Bank to cash transfer,2024-02-04,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Bank to cash transfer, totaling $1000000.00.",
Expense20240204001,Administrative Expenses,2024-02-04,28406.13,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Administrative Expenses, totaling $28406.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,9.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $9.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240205042,Administrative Expenses,2024-02-05,0.0,1500000.0,,,Paid,,,,P004,Heavy Equipment D,0.0,2144176.18,Cash,C020,107208.81,2036967.37,1500000.0,644176.18,,,"On February 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2144176.18, totaling $2144176.18. The cost amount for this transaction was $1500000.00, with a tax amount of $107208.81, leading to a total amount due of $2036967.37. The receive_method of this transaction was cash, and this transaction was paid.","[{'Original quantity': 1.0, 'Recorded quantity': 0, 'id': 'Sale20240205042'}, {'Original category': 'Sale', 'Recorded category': 'Administrative Expenses', 'id': 'Sale20240205042'}]"
Transfer20240205001,Cash to bank transfer,2024-02-05,1000000.0,,,,,,,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Cash to bank transfer, totaling $1000000.00.",
Expense20240205001,Financial Expenses,2024-02-05,29540.71,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Financial Expenses, totaling $29540.71. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,98.25,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $98.25. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
