id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Sale20240123093,Sale,2024-01-23,2024-01-23,9369.54,9369.54,,,Paid,,5000.0,,,P001,Premium Product A,1.0,9369.54,Cash,C012,468.48,8901.06,5000.0,4369.540000000001,,
Sale20240123094,Sale,2024-01-23,2024-01-23,114947.1,114947.1,,,Unpaid,,20000.0,,,P003,Premium Product C,3.0,38315.7,Account Receviable,C001,5747.36,109199.74,60000.0,54947.100000000006,,
Sale20240123095,Sale,2024-01-23,2024-01-23,39865.25,39865.25,,,Paid,,20000.0,,,P003,Premium Product C,1.0,39865.25,Cash,C015,1993.26,37871.99,20000.0,19865.25,,
Sale20240123096,Sale,2024-01-23,2024-01-23,18424.9,18424.9,,,Paid,,5000.0,,,P001,Premium Product A,2.0,9212.45,Cash,C007,921.25,17503.65,10000.0,8424.900000000001,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,21272.48,21272.48,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Financial Expenses,2024-01-23,2024-01-23,24542.52,24542.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240123001,Sales Expenses,2024-01-23,2024-01-23,17205.46,17205.46,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240123023,Interest Receivables,2024-01-23,2024-01-23,339.82652662,339.82652662,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240124098,Sale,2024-01-24,2024-01-24,17284.38,17284.38,,,Unpaid,,5000.0,,,P001,Premium Product A,2.0,8642.19,Account Receviable,C013,864.22,16420.16,10000.0,7284.380000000001,,
Sale20240124099,Sale,2024-01-24,2024-01-24,86327.57,86327.57,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,86327.57,Account Receviable,C004,4316.38,82011.19,50000.0,36327.57000000001,,
Sale20240124100,Sale,2024-01-24,2024-01-24,9014.45,9014.45,,,Unpaid,,5000.0,,,P001,Premium Product A,1.0,9014.45,Account Receviable,C002,450.72,8563.73,5000.0,4014.4500000000007,,
Sale20240124101,Sale,2024-01-24,2024-01-24,184902.76,184902.76,,,Paid,,50000.0,,,P004,Premium Product D,2.0,92451.38,Cash,C010,9245.14,175657.62,100000.0,84902.76000000001,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,22032.53,22032.53,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,3035.81,3035.81,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240124001,Sales Expenses,2024-01-24,2024-01-24,20420.44,20420.44,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240124024,Interest Receivables,2024-01-24,2024-01-24,339.82652662,339.82652662,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240125105,Sale,2024-01-25,2024-01-25,98695.47,98695.47,,,Unpaid,,50000.0,,,P004,Premium Product D,1.0,98695.47,Account Receviable,C012,4934.77,93760.7,50000.0,48695.47,,
Sale20240125106,Sale,2024-01-25,2024-01-25,28203.93,28203.93,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9401.31,Cash,C016,1410.2,26793.73,15000.0,13203.93,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,18530.16,18530.16,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Sales Expenses,2024-01-25,2024-01-25,19537.15,19537.15,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,339.82652662,339.82652662,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126109,Sale,2024-01-26,2024-01-26,107394.51,107394.51,,,Paid,,20000.0,,,P003,Premium Product C,3.0,35798.17,Cash,C013,5369.73,102024.78,60000.0,47394.509999999995,,
Sale20240126110,Sale,2024-01-26,2024-01-26,278872.86,278872.86,,,Paid,,50000.0,,,P004,Premium Product D,3.0,92957.62,Cash,C001,13943.64,264929.22,150000.0,128872.85999999999,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,29405.16,29405.16,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240126001,Sales Expenses,2024-01-26,2024-01-26,8516.23,8516.23,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,339.82652662,339.82652662,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127113,Sale,2024-01-27,2024-01-27,76485.12,76485.12,,,Paid,,20000.0,,,P003,Premium Product C,2.0,38242.56,Cash,C003,3824.26,72660.86,40000.0,36485.119999999995,,
Sale20240127114,Sale,2024-01-27,2024-01-27,268474.8,268474.8,,,Unpaid,,50000.0,,,P004,Premium Product D,3.0,89491.6,Account Receviable,C016,13423.74,255051.06,150000.0,118474.79999999999,,
Sale20240127115,Sale,2024-01-27,2024-01-27,117971.4,117971.4,,,Paid,,20000.0,,,P003,Premium Product C,3.0,39323.8,Cash,C015,5898.57,112072.83,60000.0,57971.399999999994,,
Purchase20231231023,Purchase,2023-12-31,2023-12-31,40000.0,40000.0,Director,Senior Staff,Paid,Bank Transfer,5000.0,S010,Supplier 10,P001,Premium Product A,8.0,5000.0,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,10621.52,10621.52,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,25108.57,25108.57,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,15364.34,15364.34,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,336.26652662,336.26652662,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240128117,Sale,2024-01-28,2024-01-28,8530.21,8530.21,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8530.21,Cash,C015,426.51,8103.7,5000.0,3530.209999999999,,
Sale20240128118,Sale,2024-01-28,2024-01-28,25844.76,25844.76,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,8614.92,Account Receviable,C013,1292.24,24552.52,15000.0,10844.759999999998,,
Sale20240128119,Sale,2024-01-28,2024-01-28,90968.12,90968.12,,,Paid,,50000.0,,,P004,Premium Product D,1.0,90968.12,Cash,C006,4548.41,86419.71,50000.0,40968.119999999995,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,115740.01,115740.01,,,Paid,Bank Transfer,,S002,Supplier 2,,,,,,,,,,,Production Line5,Production Line
Purchase20231231024,Purchase,2023-12-31,2023-12-31,160000.0,160000.0,Director,Senior Staff,Paid,Bank Transfer,20000.0,S007,Supplier 7,P003,Premium Product C,8.0,20000.0,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,13846.31,13846.31,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Financial Expenses,2024-01-28,2024-01-28,25402.01,25402.01,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,16137.45,16137.45,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,311.72566573,311.72566573,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
