id,recorded_type,recorded_date,recorded_amount,recorded_payment/receipt_status,recorded_payment_method,recorded_approver,recorded_preparer,recorded_receive_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Sale20240118038,Sale,2024-01-18,196674.49,Paid,,,,Cash,100000.0,,,S004,Enterprise Solution,1.0,196674.49,C011,9833.72,186840.77,100000.0,96674.49,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $196674.49, totaling $196674.49. The cost amount for this transaction was $100000.00, with a tax amount of $9833.72, leading to a total amount due of $186840.77. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231015,Purchase,2023-12-31,20000.0,Paid,Bank Transfer,Director,Staff,,20000.0,S002,Supplier 2,S003,Premium Consulting,1.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Purchase20231231016,Purchase,2023-12-31,200000.0,Unpaid,Account Payable,Director,Supervisor,,100000.0,S004,Supplier 4,S004,Enterprise Solution,2.0,100000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240118001,Sales Expenses,2024-01-18,18791.29,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $18791.29. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119040,Sale,2024-01-19,53996.18,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,53996.18,C009,2699.81,51296.37,20000.0,33996.18,"On January 19, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $53996.18, totaling $53996.18. The cost amount for this transaction was $20000.00, with a tax amount of $2699.81, leading to a total amount due of $51296.37. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240119001,Sales Expenses,2024-01-19,16577.94,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $16577.94. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240119001,Administrative Expenses,2024-01-19,10111.54,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $10111.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120042,Sale,2024-01-20,275321.52,Paid,,,,Cash,100000.0,,,S004,Enterprise Solution,1.0,275321.52,C002,13766.08,261555.44,100000.0,175321.52,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $275321.52, totaling $275321.52. The cost amount for this transaction was $100000.00, with a tax amount of $13766.08, leading to a total amount due of $261555.44. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240120001,Sales Expenses,2024-01-20,9285.32,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $9285.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240120001,Sales Expenses,2024-01-20,19721.98,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $19721.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231017,Purchase,2023-12-31,1000.0,Paid,Cash,Director,Senior Staff,,1000.0,S004,Supplier 4,S001,Basic Consulting,1.0,1000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000.00, totaling $1000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240121001,Administrative Expenses,2024-01-21,17283.46,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $17283.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122045,Sale,2024-01-22,14983.4,Paid,,,,Cash,5000.0,,,S002,Standard Consulting,1.0,14983.4,C018,749.17,14234.23,5000.0,9983.4,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $14983.40, totaling $14983.40. The cost amount for this transaction was $5000.00, with a tax amount of $749.17, leading to a total amount due of $14234.23. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122046,Sale,2024-01-22,2183.74,Unpaid,,,,Account Receviable,1000.0,,,S001,Basic Consulting,1.0,2183.74,C003,109.19,2074.55,1000.0,1183.74,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2183.74, totaling $2183.74. The cost amount for this transaction was $1000.00, with a tax amount of $109.19, leading to a total amount due of $2074.55. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240122047,Sale,2024-01-22,235721.4,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,235721.4,C008,11786.07,223935.33,100000.0,135721.4,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $235721.40, totaling $235721.40. The cost amount for this transaction was $100000.00, with a tax amount of $11786.07, leading to a total amount due of $223935.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231018,Purchase,2023-12-31,200000.0,Paid,Cash,Director,Staff,,100000.0,S007,Supplier 7,S004,Enterprise Solution,2.0,100000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $100000.00, totaling $200000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231019,Purchase,2023-12-31,300000.0,Paid,Cash,Director,Staff,,100000.0,S010,Supplier 10,S004,Enterprise Solution,3.0,100000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $100000.00, totaling $300000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240122001,Financial Expenses,2024-01-22,5817.31,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Financial Expenses, totaling $5817.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,453.33,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.","[{'Original amount': 419.64, 'Recorded amount': 453.33, 'id': 'Interest20240122022'}]"
Sale20240123048,Sale,2024-01-23,37127.6,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,37127.6,C005,1856.38,35271.22,20000.0,17127.6,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $37127.60, totaling $37127.60. The cost amount for this transaction was $20000.00, with a tax amount of $1856.38, leading to a total amount due of $35271.22. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240123001,Financial Expenses,2024-01-23,13328.23,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Financial Expenses, totaling $13328.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240124001,Sales Expenses,2024-01-24,12101.39,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $12101.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125050,Sale,2024-01-25,188276.27,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,188276.27,C020,9413.81,178862.46,100000.0,88276.27,"On January 25, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $188276.27, totaling $188276.27. The cost amount for this transaction was $100000.00, with a tax amount of $9413.81, leading to a total amount due of $178862.46. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240125051,Sale,2024-01-25,219979.17,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,219979.17,C009,10998.96,208980.21,100000.0,119979.17,"On January 25, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $219979.17, totaling $219979.17. The cost amount for this transaction was $100000.00, with a tax amount of $10998.96, leading to a total amount due of $208980.21. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240125001,Sales Expenses,2024-01-25,13067.33,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $13067.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240125001,Sales Expenses,2024-01-25,10616.52,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $10616.52. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240126001,Sales Expenses,2024-01-26,17487.41,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $17487.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240127055,Sale,2024-01-27,38345.45,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,38345.45,C014,1917.27,36428.18,20000.0,18345.45,"On January 27, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38345.45, totaling $38345.45. The cost amount for this transaction was $20000.00, with a tax amount of $1917.27, leading to a total amount due of $36428.18. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240127056,Sale,2024-01-27,260110.69,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,260110.69,C003,13005.53,247105.16,100000.0,160110.69,"On January 27, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $260110.69, totaling $260110.69. The cost amount for this transaction was $100000.00, with a tax amount of $13005.53, leading to a total amount due of $247105.16. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240127057,Sale,2024-01-27,14594.57,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,14594.57,C004,729.73,13864.84,5000.0,9594.57,"On January 27, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $14594.57, totaling $14594.57. The cost amount for this transaction was $5000.00, with a tax amount of $729.73, leading to a total amount due of $13864.84. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240127001,Sales Expenses,2024-01-27,4377.51,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $4377.51. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240127001,Financial Expenses,2024-01-27,14631.91,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Financial Expenses, totaling $14631.91. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Purchase20231231020,Purchase,2023-12-31,40000.0,Unpaid,Account Payable,Director,Supervisor,,20000.0,S006,Supplier 6,S003,Premium Consulting,2.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 2.0 units at a unit price of $20000.00, totaling $40000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240128001,Financial Expenses,2024-01-28,19930.48,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Financial Expenses, totaling $19930.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240128001,Sales Expenses,2024-01-28,5863.41,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $5863.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129060,Sale,2024-01-29,9882.1,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,9882.1,C018,494.11,9387.99,5000.0,4882.1,"On January 29, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9882.10, totaling $9882.10. The cost amount for this transaction was $5000.00, with a tax amount of $494.11, leading to a total amount due of $9387.99. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240129001,Sales Expenses,2024-01-29,13772.83,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $13772.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240130001,Administrative Expenses,2024-01-30,8231.46,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $8231.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240130001,Administrative Expenses,2024-01-30,15204.39,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $15204.39. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240131001,Sales Expenses,2024-01-31,15276.33,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $15276.33. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Expense20240201001,Administrative Expenses,2024-02-01,11100.38,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $11100.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,45751.6,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $45751.60.",
Interest20240201032,Interest Receivables,2024-02-01,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240202063,Sale,2024-02-02,55970.73,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,55970.73,C014,2798.54,53172.19,20000.0,35970.73,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $55970.73, totaling $55970.73. The cost amount for this transaction was $20000.00, with a tax amount of $2798.54, leading to a total amount due of $53172.19. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240202064,Sale,2024-02-02,252980.66,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,252980.66,C006,12649.03,240331.63,100000.0,152980.66,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $252980.66, totaling $252980.66. The cost amount for this transaction was $100000.00, with a tax amount of $12649.03, leading to a total amount due of $240331.63. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231021,Purchase,2023-12-31,20000.0,Paid,Cash,Director,Senior Staff,,20000.0,S004,Supplier 4,S003,Premium Consulting,1.0,20000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $20000.00, totaling $20000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240202001,Administrative Expenses,2024-02-02,3768.56,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $3768.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,419.64,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $419.64. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240203065,Sale,2024-02-03,56428.5,Unpaid,,,,Account Receviable,20000.0,,,S003,Premium Consulting,1.0,56428.5,C008,2821.43,53607.07,20000.0,36428.5,"On February 03, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $56428.50, totaling $56428.50. The cost amount for this transaction was $20000.00, with a tax amount of $2821.43, leading to a total amount due of $53607.07. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231022,Purchase,2023-12-31,1000.0,Paid,Bank Transfer,Director,Senior Staff,,1000.0,S005,Supplier 5,S001,Basic Consulting,1.0,1000.0,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 1.0 units at a unit price of $1000.00, totaling $1000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240203001,Sales Expenses,2024-02-03,2285.8,Paid,Cash,Director,Staff,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $2285.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240203001,Sales Expenses,2024-02-03,7952.47,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $7952.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,419.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $419.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204068,Sale,2024-02-04,14640.33,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,14640.33,C011,732.02,13908.31,5000.0,9640.33,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $14640.33, totaling $14640.33. The cost amount for this transaction was $5000.00, with a tax amount of $732.02, leading to a total amount due of $13908.31. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240204069,Sale,2024-02-04,55666.23,Paid,,,,Cash,20000.0,,,S003,Premium Consulting,1.0,55666.23,C018,2783.31,52882.92,20000.0,35666.23,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $55666.23, totaling $55666.23. The cost amount for this transaction was $20000.00, with a tax amount of $2783.31, leading to a total amount due of $52882.92. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240204001,Administrative Expenses,2024-02-04,3715.6,Paid,Cash,Director,Supervisor,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Administrative Expenses, totaling $3715.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240204001,Administrative Expenses,2024-02-04,11844.44,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Administrative Expenses, totaling $11844.44. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,419.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $419.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240205070,Sale,2024-02-05,9420.62,Unpaid,,,,Account Receviable,5000.0,,,S002,Standard Consulting,1.0,9420.62,C018,471.03,8949.59,5000.0,4420.62,"On February 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $9420.62, totaling $9420.62. The cost amount for this transaction was $5000.00, with a tax amount of $471.03, leading to a total amount due of $8949.59. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240205071,Sale,2024-02-05,235793.4,Unpaid,,,,Account Receviable,100000.0,,,S004,Enterprise Solution,1.0,235793.4,C008,11789.67,224003.73,100000.0,135793.4,"On February 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $235793.40, totaling $235793.40. The cost amount for this transaction was $100000.00, with a tax amount of $11789.67, leading to a total amount due of $224003.73. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240205072,Sale,2024-02-05,1907.49,Unpaid,,,,Account Receviable,1000.0,,,S001,Basic Consulting,1.0,1907.49,C009,95.37,1812.12,1000.0,907.49,"On February 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1907.49, totaling $1907.49. The cost amount for this transaction was $1000.00, with a tax amount of $95.37, leading to a total amount due of $1812.12. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240205001,Administrative Expenses,2024-02-05,2046.68,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Administrative Expenses, totaling $2046.68. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240205001,Sales Expenses,2024-02-05,10735.31,Paid,Cash,Director,Senior Staff,,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Sales Expenses, totaling $10735.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,419.55,Unpaid,,,,Interest receviable,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $419.55. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
