id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,23311.59,23311.59,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,36699.68,36699.68,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,29272.38,29272.38,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,27.06695856999996,27.06695856999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,303640.51,303640.51,,,Paid,Bank Transfer,,S003,Supplier 3,,,,,,,,,,,Processing Equipment5,Processing Equipment
Transfer20240128001,Cash to bank transfer,2024-01-28,2024-01-28,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,38005.3,38005.3,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,33662.51,33662.51,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,39189.4,39189.4,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,34914.98,34914.98,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,8.942953179999963,8.942953179999963,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240129052,Sale,2024-01-29,2024-01-29,264497.76,264497.76,,,Unpaid,,100000.0,,,P004,Chemical Product D,2.0,132248.88,Account Receviable,C011,13224.89,251272.87,200000.0,64497.76000000001,,
Sale20240129053,Sale,2024-01-29,2024-01-29,51823.64,51823.64,,,Unpaid,,10000.0,,,P001,Chemical Product A,4.0,12955.91,Account Receviable,C013,2591.18,49232.46,40000.0,11823.64,,
Expense20240129001,Financial Expenses,2024-01-29,2024-01-29,32083.93,32083.93,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,36990.12,36990.12,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,8.942953179999963,8.942953179999963,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240130054,Sale,2024-01-30,2024-01-30,122266.78,122266.78,,,Unpaid,,50000.0,,,P003,Chemical Product C,2.0,61133.39,Account Receviable,C018,6113.34,116153.44,100000.0,22266.78,,
Sale20240130055,Sale,2024-01-30,2024-01-30,25115.39,25115.39,,,Unpaid,,20000.0,,,P002,Chemical Product B,1.0,25115.39,Account Receviable,C015,1255.77,23859.62,20000.0,5115.389999999999,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,19726.29,19726.29,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,49741.42,49741.42,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240130001,Administrative Expenses,2024-01-30,2024-01-30,44496.55,44496.55,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,8.942953179999963,8.942953179999963,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240131057,Sale,2024-01-31,2024-01-31,128337.12,128337.12,,,Unpaid,,50000.0,,,P003,Chemical Product C,2.0,64168.56,Account Receviable,C001,6416.86,121920.26,100000.0,28337.119999999995,,
Expense20240131001,Administrative Expenses,2024-01-31,2024-01-31,18195.37,18195.37,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240131001,Financial Expenses,2024-01-31,2024-01-31,40173.45,40173.45,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,8.942953179999963,8.942953179999963,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Expense20240201001,Administrative Expenses,2024-02-01,2024-02-01,21194.42,21194.42,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240201001,Financial Expenses,2024-02-01,2024-02-01,47674.23,47674.23,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240201001,Administrative Expenses,2024-02-01,2024-02-01,27100.65,27100.65,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,54491.689999999995,54491.689999999995,,,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,8.942953179999963,8.942953179999963,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
