id,type,date,recorded_date,amount,recorded_amount,cost_per_unit,approver,preparer,payment/receipt_status,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,368.02338825,368.02338825,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240127084,Sale,2024-01-27,2024-01-27,685.53,685.53,150.0,,,Paid,,,,F001,Quick Meal Set,3.0,228.51,Cash,C012,34.28,651.25,450.0,235.52999999999997,,
Sale20240127085,Sale,2024-01-27,2024-01-27,9136.16,9136.16,1500.0,,,Unpaid,,,,R001,Standard Room,4.0,2284.04,Account Receviable,C003,456.81,8679.35,6000.0,3136.16,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,224.57,224.57,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,368.02338825,368.02338825,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240128086,Sale,2024-01-28,2024-01-28,13079.65,13079.65,1500.0,,,Paid,,,,R001,Standard Room,5.0,2615.93,Cash,C009,653.98,12425.67,7500.0,5579.65,,
Purchase20231231022,Purchase,2023-12-31,2023-12-31,88880.0,88880.0,880.0,Director,Staff,Unpaid,Account Payable,S002,Supplier 2,F003,Deluxe Meal Set,101.0,880.0,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,348.96,348.96,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240128001,Sales Expenses,2024-01-28,2024-01-28,164.98,164.98,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,368.02338825,368.02338825,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240129089,Sale,2024-01-29,2024-01-29,14857.74,14857.74,2880.0,,,Unpaid,,,,F004,Banquet Set,3.0,4952.58,Account Receviable,C019,742.89,14114.85,8640.0,6217.74,,
Sale20240129090,Sale,2024-01-29,2024-01-29,4034.58,4034.58,2880.0,,,Unpaid,,,,F004,Banquet Set,1.0,4034.58,Account Receviable,C005,201.73,3832.85,2880.0,1154.58,,
Sale20240129091,Sale,2024-01-29,2024-01-29,7088.9,7088.9,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,5.0,1417.78,Account Receviable,C015,354.44,6734.46,4400.0,2688.8999999999996,,
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,383011.45,383011.45,,,,Paid,Bank Transfer,S007,Supplier 7,,,,,,,,,,,Kitchen Equipment5,Kitchen Equipment
Purchase20231231023,Purchase,2023-12-31,2023-12-31,110880.0,110880.0,880.0,Director,Staff,Paid,Cash,S007,Supplier 7,F003,Deluxe Meal Set,126.0,880.0,,,,,,,,
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,776.41,776.41,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,333.93536919999997,333.93536919999997,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240130092,Sale,2024-01-30,2024-01-30,15431.0,15431.0,2000.0,,,Paid,,,,R002,Business Room,5.0,3086.2,Cash,C019,771.55,14659.45,10000.0,5431.0,,
Sale20240130093,Sale,2024-01-30,2024-01-30,7835.98,7835.98,2880.0,,,Unpaid,,,,F004,Banquet Set,2.0,3917.99,Account Receviable,C012,391.8,7444.18,5760.0,2075.9799999999996,,
Sale20240130094,Sale,2024-01-30,2024-01-30,17157.3,17157.3,2000.0,,,Paid,,,,R002,Business Room,5.0,3431.46,Cash,C007,857.87,16299.43,10000.0,7157.299999999999,,
Sale20240130095,Sale,2024-01-30,2024-01-30,1384.21,1384.21,880.0,,,Paid,,,,F003,Deluxe Meal Set,1.0,1384.21,Cash,C007,69.21,1315.0,880.0,504.21000000000004,,
Purchase20231231024,Purchase,2023-12-31,2023-12-31,259600.0,259600.0,880.0,Director,Staff,Paid,Cash,S002,Supplier 2,F003,Deluxe Meal Set,295.0,880.0,,,,,,,,
Expense20240130001,Sales Expenses,2024-01-30,2024-01-30,876.45,876.45,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240130030,Interest Receivables,2024-01-30,2024-01-30,333.93536919999997,333.93536919999997,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240131097,Sale,2024-01-31,2024-01-31,19289.24,19289.24,2880.0,,,Paid,,,,F004,Banquet Set,4.0,4822.31,Cash,C010,964.46,18324.78,11520.0,7769.240000000002,,
Sale20240131098,Sale,2024-01-31,2024-01-31,35082.76,35082.76,5000.0,,,Unpaid,,,,R003,Luxury Suite,4.0,8770.69,Account Receviable,C002,1754.14,33328.62,20000.0,15082.760000000002,,
Expense20240131001,Administrative Expenses,2024-01-31,2024-01-31,611.55,611.55,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240131031,Interest Receivables,2024-01-31,2024-01-31,333.93536919999997,333.93536919999997,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240201099,Sale,2024-02-01,2024-02-01,7854.57,7854.57,1500.0,,,Paid,,,,R001,Standard Room,3.0,2618.19,Cash,C017,392.73,7461.84,4500.0,3354.5699999999997,,
Sale20240201100,Sale,2024-02-01,2024-02-01,7129.04,7129.04,2000.0,,,Unpaid,,,,R002,Business Room,2.0,3564.52,Account Receviable,C015,356.45,6772.59,4000.0,3129.04,,
Sale20240201101,Sale,2024-02-01,2024-02-01,4096.11,4096.11,880.0,,,Paid,,,,F003,Deluxe Meal Set,3.0,1365.37,Cash,C007,204.81,3891.3,2640.0,1456.1099999999997,,
Sale20240201102,Sale,2024-02-01,2024-02-01,10086.6,10086.6,1500.0,,,Unpaid,,,,R001,Standard Room,5.0,2017.32,Account Receviable,C001,504.33,9582.27,7500.0,2586.6000000000004,,
Expense20240201001,Financial Expenses,2024-02-01,2024-02-01,200.69,200.69,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240201001,Administrative Expenses,2024-02-01,2024-02-01,110.38,110.38,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Depreciation20240201002,Depreciation,2024-02-01,2024-02-01,69766.11,69766.11,,,,,,,,,,,,,,,,,,,
Interest20240201032,Interest Receivables,2024-02-01,2024-02-01,333.93536919999997,333.93536919999997,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240202103,Sale,2024-02-02,2024-02-02,15481.68,15481.68,2880.0,,,Paid,,,,F004,Banquet Set,4.0,3870.42,Cash,C003,774.08,14707.6,11520.0,3961.6800000000003,,
Sale20240202104,Sale,2024-02-02,2024-02-02,538.52,538.52,150.0,,,Paid,,,,F001,Quick Meal Set,2.0,269.26,Cash,C017,26.93,511.59,300.0,238.51999999999998,,
Purchase20231231025,Purchase,2023-12-31,2023-12-31,570240.0,570240.0,2880.0,Director,Staff,Unpaid,Account Payable,S005,Supplier 5,F004,Banquet Set,198.0,2880.0,,,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,935.92,935.92,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Expense20240202001,Sales Expenses,2024-02-02,2024-02-02,160.62,160.62,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240202033,Interest Receivables,2024-02-02,2024-02-02,333.93536919999997,333.93536919999997,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
