id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Expense20240111001,Sales Expenses,2024-01-11,857.31,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $857.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112038,Sale,2024-01-12,581.85,350.0,,,Unpaid,,,,F002,Business Meal Set,1.0,581.85,Account Receviable,C012,29.09,552.76,350.0,231.85,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $581.85, totaling $581.85. The cost amount for this transaction was $350.00, with a tax amount of $29.09, leading to a total amount due of $552.76. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240112039,Sale,2024-01-12,19786.05,5000.0,,,Unpaid,,,,R003,Luxury Suite,3.0,6595.35,Account Receviable,C006,989.3,18796.75,15000.0,4786.05,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $6595.35, totaling $19786.05. The cost amount for this transaction was $15000.00, with a tax amount of $989.30, leading to a total amount due of $18796.75. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240112040,Sale,2024-01-12,9606.88,1500.0,,,Paid,,,,R001,Standard Room,4.0,2401.72,Cash,C014,480.34,9126.54,6000.0,3606.88,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2401.72, totaling $9606.88. The cost amount for this transaction was $6000.00, with a tax amount of $480.34, leading to a total amount due of $9126.54. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240112001,Administrative Expenses,2024-01-12,510.64,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Administrative Expenses, totaling $510.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113041,Sale,2024-01-13,20956.55,2880.0,,,Unpaid,,,,F004,Banquet Set,5.0,4191.31,Account Receviable,C004,1047.83,19908.72,14400.0,6556.55,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $4191.31, totaling $20956.55. The cost amount for this transaction was $14400.00, with a tax amount of $1047.83, leading to a total amount due of $19908.72. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240113042,Sale,2024-01-13,11707.29,2880.0,,,Unpaid,,,,F004,Banquet Set,3.0,3902.43,Account Receviable,C013,585.36,11121.93,8640.0,3067.29,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3902.43, totaling $11707.29. The cost amount for this transaction was $8640.00, with a tax amount of $585.36, leading to a total amount due of $11121.93. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231016,Purchase,2023-12-31,685000.0,5000.0,Director,Supervisor,Unpaid,Account Payable,S001,Supplier 1,R003,Luxury Suite,137.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 137.0 units at a unit price of $5000.00, totaling $685000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240113001,Administrative Expenses,2024-01-13,356.36,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $356.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114043,Sale,2024-01-14,9722.64,2880.0,,,Paid,,,,F004,Banquet Set,2.0,4861.32,Cash,C003,486.13,9236.51,5760.0,3962.64,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $4861.32, totaling $9722.64. The cost amount for this transaction was $5760.00, with a tax amount of $486.13, leading to a total amount due of $9236.51. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114044,Sale,2024-01-14,577.85,350.0,,,Unpaid,,,,F002,Business Meal Set,1.0,577.85,Account Receviable,C016,28.89,548.96,350.0,227.85,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $577.85, totaling $577.85. The cost amount for this transaction was $350.00, with a tax amount of $28.89, leading to a total amount due of $548.96. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240114001,Administrative Expenses,2024-01-14,844.54,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $844.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240114001,Administrative Expenses,2024-01-14,403.06,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Administrative Expenses, totaling $403.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115045,Sale,2024-01-15,13883.0,2000.0,,,Paid,,,,R002,Business Room,4.0,3470.75,Cash,C012,694.15,13188.85,8000.0,5883.0,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3470.75, totaling $13883.00. The cost amount for this transaction was $8000.00, with a tax amount of $694.15, leading to a total amount due of $13188.85. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115046,Sale,2024-01-15,10161.65,1500.0,,,Unpaid,,,,R001,Standard Room,5.0,2032.33,Account Receviable,C015,508.08,9653.57,7500.0,2661.65,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2032.33, totaling $10161.65. The cost amount for this transaction was $7500.00, with a tax amount of $508.08, leading to a total amount due of $9653.57. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240115001,Administrative Expenses,2024-01-15,406.7,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $406.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116047,Sale,2024-01-16,9515.67,2000.0,,,Unpaid,,,,R002,Business Room,3.0,3171.89,Account Receviable,C019,475.78,9039.89,6000.0,3515.67,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3171.89, totaling $9515.67. The cost amount for this transaction was $6000.00, with a tax amount of $475.78, leading to a total amount due of $9039.89. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240116048,Sale,2024-01-16,201.87,150.0,,,Paid,,,,F001,Quick Meal Set,1.0,201.87,Cash,C014,10.09,191.78,150.0,51.87,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $201.87, totaling $201.87. The cost amount for this transaction was $150.00, with a tax amount of $10.09, leading to a total amount due of $191.78. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116049,Sale,2024-01-16,1774.83,350.0,,,Paid,,,,F002,Business Meal Set,3.0,591.61,Cash,C007,88.74,1686.09,1050.0,724.83,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $591.61, totaling $1774.83. The cost amount for this transaction was $1050.00, with a tax amount of $88.74, leading to a total amount due of $1686.09. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116050,Sale,2024-01-16,2525.37,1500.0,,,Unpaid,,,,R001,Standard Room,1.0,2525.37,Account Receviable,C019,126.27,2399.1,1500.0,1025.37,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2525.37, totaling $2525.37. The cost amount for this transaction was $1500.00, with a tax amount of $126.27, leading to a total amount due of $2399.10. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240116001,Administrative Expenses,2024-01-16,155.2,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $155.20. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117051,Sale,2024-01-17,8568.02,5000.0,,,Paid,,,,R003,Luxury Suite,1.0,8568.02,Cash,C014,428.4,8139.62,5000.0,3568.02,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8568.02, totaling $8568.02. The cost amount for this transaction was $5000.00, with a tax amount of $428.40, leading to a total amount due of $8139.62. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117052,Sale,2024-01-17,15872.25,2000.0,,,Paid,,,,R002,Business Room,5.0,3174.45,Cash,C010,793.61,15078.64,10000.0,5872.25,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3174.45, totaling $15872.25. The cost amount for this transaction was $10000.00, with a tax amount of $793.61, leading to a total amount due of $15078.64. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117053,Sale,2024-01-17,18815.8,2880.0,,,Paid,,,,F004,Banquet Set,5.0,3763.16,Cash,C016,940.79,17875.01,14400.0,4415.8,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3763.16, totaling $18815.80. The cost amount for this transaction was $14400.00, with a tax amount of $940.79, leading to a total amount due of $17875.01. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231017,Purchase,2023-12-31,78400.0,350.0,Director,Staff,Unpaid,Account Payable,S008,Supplier 8,F002,Business Meal Set,224.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 224.0 units at a unit price of $350.00, totaling $78400.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240117001,Sales Expenses,2024-01-17,416.55,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $416.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240117001,Sales Expenses,2024-01-17,554.62,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $554.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118056,Sale,2024-01-18,1179.08,350.0,,,Paid,,,,F002,Business Meal Set,2.0,589.54,Cash,C005,58.95,1120.13,700.0,479.08,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $589.54, totaling $1179.08. The cost amount for this transaction was $700.00, with a tax amount of $58.95, leading to a total amount due of $1120.13. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118057,Sale,2024-01-18,8296.04,1500.0,,,Paid,,,,R001,Standard Room,4.0,2074.01,Cash,C005,414.8,7881.24,6000.0,2296.04,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2074.01, totaling $8296.04. The cost amount for this transaction was $6000.00, with a tax amount of $414.80, leading to a total amount due of $7881.24. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118058,Sale,2024-01-18,25619.97,5000.0,,,Paid,,,,R003,Luxury Suite,3.0,8539.99,Cash,C006,1281.0,24338.97,15000.0,10619.97,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8539.99, totaling $25619.97. The cost amount for this transaction was $15000.00, with a tax amount of $1281.00, leading to a total amount due of $24338.97. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118059,Sale,2024-01-18,6796.82,2000.0,,,Paid,,,,R002,Business Room,2.0,3398.41,Cash,C002,339.84,6456.98,4000.0,2796.82,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3398.41, totaling $6796.82. The cost amount for this transaction was $4000.00, with a tax amount of $339.84, leading to a total amount due of $6456.98. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231018,Purchase,2023-12-31,64750.0,350.0,Director,Supervisor,Unpaid,Account Payable,S005,Supplier 5,F002,Business Meal Set,185.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 185.0 units at a unit price of $350.00, totaling $64750.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240118001,Sales Expenses,2024-01-18,789.11,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $789.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119061,Sale,2024-01-19,15287.34,2880.0,,,Unpaid,,,,F004,Banquet Set,3.0,5095.78,Account Receviable,C001,764.37,14522.97,8640.0,6647.34,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $5095.78, totaling $15287.34. The cost amount for this transaction was $8640.00, with a tax amount of $764.37, leading to a total amount due of $14522.97. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240119062,Sale,2024-01-19,32000.24,5000.0,,,Paid,,,,R003,Luxury Suite,4.0,8000.06,Cash,C016,1600.01,30400.23,20000.0,12000.24,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8000.06, totaling $32000.24. The cost amount for this transaction was $20000.00, with a tax amount of $1600.01, leading to a total amount due of $30400.23. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240119001,Administrative Expenses,2024-01-19,657.89,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $657.89. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120063,Sale,2024-01-20,4302.02,1500.0,,,Unpaid,,,,R001,Standard Room,2.0,2151.01,Account Receviable,C001,215.1,4086.92,3000.0,1302.02,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2151.01, totaling $4302.02. The cost amount for this transaction was $3000.00, with a tax amount of $215.10, leading to a total amount due of $4086.92. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240120064,Sale,2024-01-20,8190.97,5000.0,,,Paid,,,,R003,Luxury Suite,1.0,8190.97,Cash,C008,409.55,7781.42,5000.0,3190.97,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8190.97, totaling $8190.97. The cost amount for this transaction was $5000.00, with a tax amount of $409.55, leading to a total amount due of $7781.42. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240120001,Administrative Expenses,2024-01-20,911.59,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $911.59. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240120001,Sales Expenses,2024-01-20,829.58,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $829.58. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121066,Sale,2024-01-21,33106.2,5000.0,,,Paid,,,,R003,Luxury Suite,4.0,8276.55,Cash,C015,1655.31,31450.89,20000.0,13106.2,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8276.55, totaling $33106.20. The cost amount for this transaction was $20000.00, with a tax amount of $1655.31, leading to a total amount due of $31450.89. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121067,Sale,2024-01-21,787.59,150.0,,,Paid,,,,F001,Quick Meal Set,3.0,262.53,Cash,C007,39.38,748.21,450.0,337.59,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $262.53, totaling $787.59. The cost amount for this transaction was $450.00, with a tax amount of $39.38, leading to a total amount due of $748.21. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121068,Sale,2024-01-21,33866.0,5000.0,,,Unpaid,,,,R003,Luxury Suite,4.0,8466.5,Account Receviable,C009,1693.3,32172.7,20000.0,13866.0,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8466.50, totaling $33866.00. The cost amount for this transaction was $20000.00, with a tax amount of $1693.30, leading to a total amount due of $32172.70. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240121001,Sales Expenses,2024-01-21,515.3,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $515.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240121001,Administrative Expenses,2024-01-21,268.38,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $268.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122070,Sale,2024-01-22,13911.96,2880.0,,,Unpaid,,,,F004,Banquet Set,3.0,4637.32,Account Receviable,C014,695.6,13216.36,8640.0,5271.96,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $4637.32, totaling $13911.96. The cost amount for this transaction was $8640.00, with a tax amount of $695.60, leading to a total amount due of $13216.36. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231019,Purchase,2023-12-31,1075000.0,5000.0,Director,Supervisor,Unpaid,Account Payable,S005,Supplier 5,R003,Luxury Suite,215.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 215.0 units at a unit price of $5000.00, totaling $1075000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231020,Purchase,2023-12-31,236720.0,880.0,Director,Supervisor,Unpaid,Account Payable,S004,Supplier 4,F003,Deluxe Meal Set,269.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 269.0 units at a unit price of $880.00, totaling $236720.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240122001,Administrative Expenses,2024-01-22,498.21,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $498.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240122001,Financial Expenses,2024-01-22,238.17,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Financial Expenses, totaling $238.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123071,Sale,2024-01-23,10889.08,2000.0,,,Paid,,,,R002,Business Room,4.0,2722.27,Cash,C006,544.45,10344.63,8000.0,2889.08,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2722.27, totaling $10889.08. The cost amount for this transaction was $8000.00, with a tax amount of $544.45, leading to a total amount due of $10344.63. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123072,Sale,2024-01-23,2902.0,350.0,,,Paid,,,,F002,Business Meal Set,5.0,580.4,Cash,C013,145.1,2756.9,1750.0,1152.0,,,"On January 23, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $580.40, totaling $2902.00. The cost amount for this transaction was $1750.00, with a tax amount of $145.10, leading to a total amount due of $2756.90. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240123001,Sales Expenses,2024-01-23,737.37,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Sales Expenses, totaling $737.37. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240123001,Administrative Expenses,2024-01-23,236.13,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $236.13. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124074,Sale,2024-01-24,6317.4,880.0,,,Paid,,,,F003,Deluxe Meal Set,4.0,1579.35,Cash,C013,315.87,6001.53,3520.0,2797.4,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1579.35, totaling $6317.40. The cost amount for this transaction was $3520.00, with a tax amount of $315.87, leading to a total amount due of $6001.53. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240124075,Sale,2024-01-24,6745.38,2000.0,,,Paid,,,,R002,Business Room,2.0,3372.69,Cash,C006,337.27,6408.11,4000.0,2745.38,,,"On January 24, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3372.69, totaling $6745.38. The cost amount for this transaction was $4000.00, with a tax amount of $337.27, leading to a total amount due of $6408.11. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240124001,Administrative Expenses,2024-01-24,458.74,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Administrative Expenses, totaling $458.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125076,Sale,2024-01-25,7720.12,2880.0,,,Paid,,,,F004,Banquet Set,2.0,3860.06,Cash,C004,386.01,7334.11,5760.0,1960.12,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3860.06, totaling $7720.12. The cost amount for this transaction was $5760.00, with a tax amount of $386.01, leading to a total amount due of $7334.11. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240125077,Sale,2024-01-25,24386.46,5000.0,,,Paid,,,,R003,Luxury Suite,3.0,8128.82,Cash,C011,1219.32,23167.14,15000.0,9386.46,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8128.82, totaling $24386.46. The cost amount for this transaction was $15000.00, with a tax amount of $1219.32, leading to a total amount due of $23167.14. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240125078,Sale,2024-01-25,5923.23,1500.0,,,Unpaid,,,,R001,Standard Room,3.0,1974.41,Account Receviable,C020,296.16,5627.07,4500.0,1423.23,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1974.41, totaling $5923.23. The cost amount for this transaction was $4500.00, with a tax amount of $296.16, leading to a total amount due of $5627.07. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240125001,Administrative Expenses,2024-01-25,743.35,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $743.35. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126079,Sale,2024-01-26,7042.9,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,5.0,1408.58,Account Receviable,C015,352.14,6690.76,4400.0,2642.9,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1408.58, totaling $7042.90. The cost amount for this transaction was $4400.00, with a tax amount of $352.14, leading to a total amount due of $6690.76. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126080,Sale,2024-01-26,7502.03,5000.0,,,Paid,,,,R003,Luxury Suite,1.0,7502.03,Cash,C017,375.1,7126.93,5000.0,2502.03,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $7502.03, totaling $7502.03. The cost amount for this transaction was $5000.00, with a tax amount of $375.10, leading to a total amount due of $7126.93. The receive_method of this transaction was cash, and this transaction was paid.",
