id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Purchase20231231012,Purchase,2023-12-31,15000.0,Director,Senior Staff,Paid,Cash,5000.0,S001,Supplier 1,P001,Premium Product A,3.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $5000.00, totaling $15000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240111001,Financial Expenses,2024-01-11,15212.96,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Financial Expenses, totaling $15212.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240111001,Sales Expenses,2024-01-11,25296.06,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 11, 2024, an invoice was issued for a Sales Expenses, totaling $25296.06. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240111011,Interest Receivables,2024-01-11,376.81,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 11, 2024, an invoice was issued for a Interest Receivables, totaling $376.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240112044,Sale,2024-01-12,17929.87,,,Paid,,10000.0,,,P002,Premium Product B,1.0,17929.87,Cash,C012,896.49,17033.38,10000.0,7929.87,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $17929.87, totaling $17929.87. The cost amount for this transaction was $10000.00, with a tax amount of $896.49, leading to a total amount due of $17033.38. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112045,Sale,2024-01-12,177577.94,,,Paid,,50000.0,,,P004,Premium Product D,2.0,88788.97,Cash,C012,8878.9,168699.04,100000.0,77577.94,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $88788.97, totaling $177577.94. The cost amount for this transaction was $100000.00, with a tax amount of $8878.90, leading to a total amount due of $168699.04. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240112046,Sale,2024-01-12,104829.42,,,Unpaid,,20000.0,,,P003,Premium Product C,3.0,34943.14,Account Receviable,C005,5241.47,99587.95,60000.0,44829.42,,,"On January 12, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $34943.14, totaling $104829.42. The cost amount for this transaction was $60000.00, with a tax amount of $5241.47, leading to a total amount due of $99587.95. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231013,Purchase,2023-12-31,90000.0,Director,Staff,Paid,Cash,10000.0,S003,Supplier 3,P002,Premium Product B,9.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $10000.00, totaling $90000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240112001,Sales Expenses,2024-01-12,17534.24,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $17534.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240112001,Sales Expenses,2024-01-12,6406.32,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $6406.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240112001,Sales Expenses,2024-01-12,14354.64,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 12, 2024, an invoice was issued for a Sales Expenses, totaling $14354.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240112012,Interest Receivables,2024-01-12,376.81,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 12, 2024, an invoice was issued for a Interest Receivables, totaling $376.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240113050,Sale,2024-01-13,51373.59,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17124.53,Cash,C002,2568.68,48804.91,30000.0,21373.59,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $17124.53, totaling $51373.59. The cost amount for this transaction was $30000.00, with a tax amount of $2568.68, leading to a total amount due of $48804.91. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240113051,Sale,2024-01-13,28041.75,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9347.25,Cash,C002,1402.09,26639.66,15000.0,13041.75,,,"On January 13, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9347.25, totaling $28041.75. The cost amount for this transaction was $15000.00, with a tax amount of $1402.09, leading to a total amount due of $26639.66. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231014,Purchase,2023-12-31,20000.0,Director,Staff,Paid,Cash,5000.0,S005,Supplier 5,P001,Premium Product A,4.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 4.0 units at a unit price of $5000.00, totaling $20000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Purchase20231231015,Purchase,2023-12-31,100000.0,Director,Senior Staff,Paid,Cash,20000.0,S002,Supplier 2,P003,Premium Product C,5.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $20000.00, totaling $100000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240113001,Administrative Expenses,2024-01-13,15666.7,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $15666.70. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240113001,Sales Expenses,2024-01-13,16596.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Sales Expenses, totaling $16596.08. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,17494.83,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $17494.83. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,376.81,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $376.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114053,Sale,2024-01-14,90231.82,,,Paid,,50000.0,,,P004,Premium Product D,1.0,90231.82,Cash,C015,4511.59,85720.23,50000.0,40231.82,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $90231.82, totaling $90231.82. The cost amount for this transaction was $50000.00, with a tax amount of $4511.59, leading to a total amount due of $85720.23. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114054,Sale,2024-01-14,51088.44,,,Paid,,10000.0,,,P002,Premium Product B,3.0,17029.48,Cash,C018,2554.42,48534.02,30000.0,21088.44,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $17029.48, totaling $51088.44. The cost amount for this transaction was $30000.00, with a tax amount of $2554.42, leading to a total amount due of $48534.02. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114055,Sale,2024-01-14,27423.33,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9141.11,Cash,C011,1371.17,26052.16,15000.0,12423.33,,,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9141.11, totaling $27423.33. The cost amount for this transaction was $15000.00, with a tax amount of $1371.17, leading to a total amount due of $26052.16. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231016,Purchase,2023-12-31,140000.0,Director,Senior Staff,Paid,Cash,20000.0,S008,Supplier 8,P003,Premium Product C,7.0,20000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $20000.00, totaling $140000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240114001,Financial Expenses,2024-01-14,18479.1,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Financial Expenses, totaling $18479.10. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240114001,Sales Expenses,2024-01-14,17088.3,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $17088.30. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,376.81,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $376.81. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115057,Sale,2024-01-15,25949.19,,,Paid,,5000.0,,,P001,Premium Product A,3.0,8649.73,Cash,C011,1297.46,24651.73,15000.0,10949.19,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8649.73, totaling $25949.19. The cost amount for this transaction was $15000.00, with a tax amount of $1297.46, leading to a total amount due of $24651.73. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115058,Sale,2024-01-15,38068.12,,,Unpaid,,10000.0,,,P002,Premium Product B,2.0,19034.06,Account Receviable,C002,1903.41,36164.71,20000.0,18068.12,,,"On January 15, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $19034.06, totaling $38068.12. The cost amount for this transaction was $20000.00, with a tax amount of $1903.41, leading to a total amount due of $36164.71. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231017,Purchase,2023-12-31,35000.0,Director,Senior Staff,Paid,Bank Transfer,5000.0,S010,Supplier 10,P001,Premium Product A,7.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 7.0 units at a unit price of $5000.00, totaling $35000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231018,Purchase,2023-12-31,60000.0,Director,Supervisor,Unpaid,Account Payable,10000.0,S008,Supplier 8,P002,Premium Product B,6.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 6.0 units at a unit price of $10000.00, totaling $60000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240115001,Financial Expenses,2024-01-15,18057.77,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Financial Expenses, totaling $18057.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240115001,Sales Expenses,2024-01-15,17845.72,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $17845.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240115001,Sales Expenses,2024-01-15,21449.46,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Sales Expenses, totaling $21449.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,373.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $373.69. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116061,Sale,2024-01-16,98473.31,,,Paid,,50000.0,,,P004,Premium Product D,1.0,98473.31,Cash,C011,4923.67,93549.64,50000.0,48473.31,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $98473.31, totaling $98473.31. The cost amount for this transaction was $50000.00, with a tax amount of $4923.67, leading to a total amount due of $93549.64. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116062,Sale,2024-01-16,172233.28,,,Paid,,50000.0,,,P004,Premium Product D,2.0,86116.64,Cash,C001,8611.66,163621.62,100000.0,72233.28,,,"On January 16, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $86116.64, totaling $172233.28. The cost amount for this transaction was $100000.00, with a tax amount of $8611.66, leading to a total amount due of $163621.62. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240116001,Sales Expenses,2024-01-16,26460.51,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $26460.51. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240116001,Administrative Expenses,2024-01-16,7639.04,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $7639.04. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240116001,Sales Expenses,2024-01-16,10964.44,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $10964.44. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,373.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $373.69. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117065,Sale,2024-01-17,37557.79,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,37557.79,Account Receviable,C011,1877.89,35679.9,20000.0,17557.79,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $37557.79, totaling $37557.79. The cost amount for this transaction was $20000.00, with a tax amount of $1877.89, leading to a total amount due of $35679.90. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240117066,Sale,2024-01-17,18180.03,,,Paid,,10000.0,,,P002,Premium Product B,1.0,18180.03,Cash,C008,909.0,17271.03,10000.0,8180.03,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $18180.03, totaling $18180.03. The cost amount for this transaction was $10000.00, with a tax amount of $909.00, leading to a total amount due of $17271.03. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117067,Sale,2024-01-17,26920.14,,,Unpaid,,5000.0,,,P001,Premium Product A,3.0,8973.38,Account Receviable,C001,1346.01,25574.13,15000.0,11920.14,,,"On January 17, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8973.38, totaling $26920.14. The cost amount for this transaction was $15000.00, with a tax amount of $1346.01, leading to a total amount due of $25574.13. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240117001,Sales Expenses,2024-01-17,13918.53,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $13918.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240117001,Administrative Expenses,2024-01-17,20641.51,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $20641.51. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240117001,Administrative Expenses,2024-01-17,16257.42,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Administrative Expenses, totaling $16257.42. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,373.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $373.69. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118069,Sale,2024-01-18,8800.6,,,Paid,,5000.0,,,P001,Premium Product A,1.0,8800.6,Cash,C019,440.03,8360.57,5000.0,3800.6,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8800.60, totaling $8800.60. The cost amount for this transaction was $5000.00, with a tax amount of $440.03, leading to a total amount due of $8360.57. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118070,Sale,2024-01-18,71318.72,,,Unpaid,,20000.0,,,P003,Premium Product C,2.0,35659.36,Account Receviable,C008,3565.94,67752.78,40000.0,31318.72,,,"On January 18, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $35659.36, totaling $71318.72. The cost amount for this transaction was $40000.00, with a tax amount of $3565.94, leading to a total amount due of $67752.78. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240118001,Sales Expenses,2024-01-18,20765.24,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Sales Expenses, totaling $20765.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240118001,Administrative Expenses,2024-01-18,12665.99,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $12665.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,373.69,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $373.69. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119072,Sale,2024-01-19,34449.35,,,Paid,,20000.0,,,P003,Premium Product C,1.0,34449.35,Cash,C001,1722.47,32726.88,20000.0,14449.35,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $34449.35, totaling $34449.35. The cost amount for this transaction was $20000.00, with a tax amount of $1722.47, leading to a total amount due of $32726.88. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240119073,Sale,2024-01-19,35639.6,,,Paid,,10000.0,,,P002,Premium Product B,2.0,17819.8,Cash,C017,1781.98,33857.62,20000.0,15639.6,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $17819.80, totaling $35639.60. The cost amount for this transaction was $20000.00, with a tax amount of $1781.98, leading to a total amount due of $33857.62. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240119074,Sale,2024-01-19,38340.34,,,Unpaid,,20000.0,,,P003,Premium Product C,1.0,38340.34,Account Receviable,C014,1917.02,36423.32,20000.0,18340.34,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $38340.34, totaling $38340.34. The cost amount for this transaction was $20000.00, with a tax amount of $1917.02, leading to a total amount due of $36423.32. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240119075,Sale,2024-01-19,37585.34,,,Paid,,10000.0,,,P002,Premium Product B,2.0,18792.67,Cash,C015,1879.27,35706.07,20000.0,17585.34,,,"On January 19, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $18792.67, totaling $37585.34. The cost amount for this transaction was $20000.00, with a tax amount of $1879.27, leading to a total amount due of $35706.07. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231019,Purchase,2023-12-31,50000.0,Director,Senior Staff,Paid,Bank Transfer,10000.0,S003,Supplier 3,P002,Premium Product B,5.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 5.0 units at a unit price of $10000.00, totaling $50000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240119001,Sales Expenses,2024-01-19,9434.31,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $9434.31. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240119001,Administrative Expenses,2024-01-19,17435.28,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $17435.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240119001,Sales Expenses,2024-01-19,29288.72,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Sales Expenses, totaling $29288.72. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,369.24,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $369.24. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120078,Sale,2024-01-20,58291.95,,,Unpaid,,10000.0,,,P002,Premium Product B,3.0,19430.65,Account Receviable,C018,2914.6,55377.35,30000.0,28291.95,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $19430.65, totaling $58291.95. The cost amount for this transaction was $30000.00, with a tax amount of $2914.60, leading to a total amount due of $55377.35. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240120079,Sale,2024-01-20,290547.12,,,Paid,,50000.0,,,P004,Premium Product D,3.0,96849.04,Cash,C018,14527.36,276019.76,150000.0,140547.12,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $96849.04, totaling $290547.12. The cost amount for this transaction was $150000.00, with a tax amount of $14527.36, leading to a total amount due of $276019.76. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240120080,Sale,2024-01-20,190021.2,,,Paid,,50000.0,,,P004,Premium Product D,2.0,95010.6,Cash,C011,9501.06,180520.14,100000.0,90021.2,,,"On January 20, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $95010.60, totaling $190021.20. The cost amount for this transaction was $100000.00, with a tax amount of $9501.06, leading to a total amount due of $180520.14. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231020,Purchase,2023-12-31,450000.0,Director,Staff,Paid,Cash,50000.0,S005,Supplier 5,P004,Premium Product D,9.0,50000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 9.0 units at a unit price of $50000.00, totaling $450000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240120001,Administrative Expenses,2024-01-20,5043.78,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $5043.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240120001,Administrative Expenses,2024-01-20,22047.11,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $22047.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,369.24,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $369.24. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121081,Sale,2024-01-21,55928.04,,,Unpaid,,10000.0,,,P002,Premium Product B,3.0,18642.68,Account Receviable,C014,2796.4,53131.64,30000.0,25928.04,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $18642.68, totaling $55928.04. The cost amount for this transaction was $30000.00, with a tax amount of $2796.40, leading to a total amount due of $53131.64. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240121082,Sale,2024-01-21,195264.22,,,Unpaid,,50000.0,,,P004,Premium Product D,2.0,97632.11,Account Receviable,C004,9763.21,185501.01,100000.0,95264.22,,,"On January 21, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $97632.11, totaling $195264.22. The cost amount for this transaction was $100000.00, with a tax amount of $9763.21, leading to a total amount due of $185501.01. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231021,Purchase,2023-12-31,30000.0,Director,Staff,Paid,Bank Transfer,10000.0,S004,Supplier 4,P002,Premium Product B,3.0,10000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 3.0 units at a unit price of $10000.00, totaling $30000.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240121001,Administrative Expenses,2024-01-21,18417.21,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $18417.21. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240121001,Financial Expenses,2024-01-21,27824.27,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Financial Expenses, totaling $27824.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,366.57,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $366.57. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122083,Sale,2024-01-22,37095.37,,,Paid,,20000.0,,,P003,Premium Product C,1.0,37095.37,Cash,C017,1854.77,35240.6,20000.0,17095.37,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $37095.37, totaling $37095.37. The cost amount for this transaction was $20000.00, with a tax amount of $1854.77, leading to a total amount due of $35240.60. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122084,Sale,2024-01-22,27987.15,,,Paid,,5000.0,,,P001,Premium Product A,3.0,9329.05,Cash,C006,1399.36,26587.79,15000.0,12987.15,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $9329.05, totaling $27987.15. The cost amount for this transaction was $15000.00, with a tax amount of $1399.36, leading to a total amount due of $26587.79. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240122085,Sale,2024-01-22,78129.82,,,Paid,,20000.0,,,P003,Premium Product C,2.0,39064.91,Cash,C006,3906.49,74223.33,40000.0,38129.82,,,"On January 22, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $39064.91, totaling $78129.82. The cost amount for this transaction was $40000.00, with a tax amount of $3906.49, leading to a total amount due of $74223.33. The receive_method of this transaction was cash, and this transaction was paid.",
