id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Expense20240113001,Administrative Expenses,2024-01-13,126.27,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $126.27. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240113001,Administrative Expenses,2024-01-13,272.18,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 13, 2024, an invoice was issued for a Administrative Expenses, totaling $272.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Interest20240113013,Interest Receivables,2024-01-13,316.42,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 13, 2024, an invoice was issued for a Interest Receivables, totaling $316.42. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240114036,Sale,2024-01-14,1387.02,,,Paid,,350.0,,,F002,Business Meal Set,3.0,462.34,Cash,C016,69.35,1317.67,1050.0,337.02,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $462.34, totaling $1387.02. The cost amount for this transaction was $1050.00, with a tax amount of $69.35, leading to a total amount due of $1317.67. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114037,Sale,2024-01-14,13615.08,,,Paid,,2000.0,,,R002,Business Room,4.0,3403.77,Cash,C013,680.75,12934.33,8000.0,5615.08,"On January 14, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3403.77, totaling $13615.08. The cost amount for this transaction was $8000.00, with a tax amount of $680.75, leading to a total amount due of $12934.33. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240114038,Sale,2024-01-14,7087.35,,,Paid,,1500.0,,,R001,Standard Room,3.0,2130.74,Cash,C004,354.37,6732.98,4500.0,2587.35,"On January 14, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2362.45, totaling $7087.35. The cost amount for this transaction was $4500.00, with a tax amount of $354.37, leading to a total amount due of $6732.98. The receive_method of this transaction was cash, and this transaction was paid.","[{'Original price': 2362.45, 'Recorded price': 2130.74, 'id': 'Sale20240114038'}]"
Sale20240114039,Sale,2024-01-14,2465.32,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,616.33,Account Receviable,C009,123.27,2342.05,1400.0,1065.32,"On January 14, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $616.33, totaling $2465.32. The cost amount for this transaction was $1400.00, with a tax amount of $123.27, leading to a total amount due of $2342.05. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231015,Purchase,2023-12-31,59850.0,Director,Executive Director,Unpaid,Account Payable,350.0,S009,Supplier 9,F002,Business Meal Set,171.0,350.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 171.0 units at a unit price of $350.00, totaling $59850.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Purchase20231231016,Purchase,2023-12-31,820800.0,Director,Senior Manager,Paid,Bank Transfer,2880.0,S008,Supplier 8,F004,Banquet Set,285.0,2880.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 285.0 units at a unit price of $2880.00, totaling $820800.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Purchase20231231017,Purchase,2023-12-31,80500.0,Director,Executive Director,Paid,Cash,350.0,S002,Supplier 2,F002,Business Meal Set,230.0,350.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 230.0 units at a unit price of $350.00, totaling $80500.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240114001,Sales Expenses,2024-01-14,754.0,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 14, 2024, an invoice was issued for a Sales Expenses, totaling $754.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240114014,Interest Receivables,2024-01-14,243.37,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 14, 2024, an invoice was issued for a Interest Receivables, totaling $243.37. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240115041,Sale,2024-01-15,13821.96,,,Paid,,2880.0,,,F004,Banquet Set,3.0,4607.32,Cash,C001,691.1,13130.86,8640.0,5181.96,"On January 15, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $4607.32, totaling $13821.96. The cost amount for this transaction was $8640.00, with a tax amount of $691.10, leading to a total amount due of $13130.86. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240115042,Sale,2024-01-15,7483.8,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,5.0,1496.76,Account Receviable,C003,374.19,7109.61,4400.0,3083.8,"On January 15, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1496.76, totaling $7483.80. The cost amount for this transaction was $4400.00, with a tax amount of $374.19, leading to a total amount due of $7109.61. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115043,Sale,2024-01-15,13449.92,,,Unpaid,,5000.0,,,R003,Luxury Suite,2.0,6724.96,Account Receviable,C020,672.5,12777.42,10000.0,3449.92,"On January 15, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $6724.96, totaling $13449.92. The cost amount for this transaction was $10000.00, with a tax amount of $672.50, leading to a total amount due of $12777.42. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240115044,Sale,2024-01-15,32191.88,,,Unpaid,,5000.0,,,R003,Luxury Suite,4.0,8047.97,Account Receviable,C008,1609.59,30582.29,20000.0,12191.88,"On January 15, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8047.97, totaling $32191.88. The cost amount for this transaction was $20000.00, with a tax amount of $1609.59, leading to a total amount due of $30582.29. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240115001,Administrative Expenses,2024-01-15,117.07,Director,Director,Paid,Cash,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $117.07. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Director, and the approver is Director.",
Expense20240115001,Administrative Expenses,2024-01-15,276.34,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 15, 2024, an invoice was issued for a Administrative Expenses, totaling $276.34. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240115015,Interest Receivables,2024-01-15,243.37,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 15, 2024, an invoice was issued for a Interest Receivables, totaling $243.37. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240116045,Sale,2024-01-16,2181.0,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,545.25,Account Receviable,C003,109.05,2071.95,1400.0,781.0,"On January 16, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $545.25, totaling $2181.00. The cost amount for this transaction was $1400.00, with a tax amount of $109.05, leading to a total amount due of $2071.95. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240116046,Sale,2024-01-16,44676.85,,,Paid,,5000.0,,,R003,Luxury Suite,5.0,8935.37,Cash,C016,2233.84,42443.01,25000.0,19676.85,"On January 16, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $8935.37, totaling $44676.85. The cost amount for this transaction was $25000.00, with a tax amount of $2233.84, leading to a total amount due of $42443.01. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240116047,Sale,2024-01-16,1498.88,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,1.0,1498.88,Account Receviable,C006,74.94,1423.94,880.0,618.88,"On January 16, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1498.88, totaling $1498.88. The cost amount for this transaction was $880.00, with a tax amount of $74.94, leading to a total amount due of $1423.94. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231018,Purchase,2023-12-31,328000.0,Director,Executive Director,Paid,Cash,2000.0,S006,Supplier 6,R002,Business Room,164.0,2000.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 164.0 units at a unit price of $2000.00, totaling $328000.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240116001,Sales Expenses,2024-01-16,208.78,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Sales Expenses, totaling $208.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240116001,Administrative Expenses,2024-01-16,963.54,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 16, 2024, an invoice was issued for a Administrative Expenses, totaling $963.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Interest20240116016,Interest Receivables,2024-01-16,243.37,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 16, 2024, an invoice was issued for a Interest Receivables, totaling $243.37. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240117049,Sale,2024-01-17,13823.9,,,Paid,,2000.0,,,R002,Business Room,5.0,2764.78,Cash,C019,691.2,13132.7,10000.0,3823.9,"On January 17, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2764.78, totaling $13823.90. The cost amount for this transaction was $10000.00, with a tax amount of $691.20, leading to a total amount due of $13132.70. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117050,Sale,2024-01-17,3853.44,,,Paid,,880.0,,,F003,Deluxe Meal Set,3.0,1284.48,Cash,C013,192.67,3660.77,2640.0,1213.44,"On January 17, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1284.48, totaling $3853.44. The cost amount for this transaction was $2640.00, with a tax amount of $192.67, leading to a total amount due of $3660.77. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117051,Sale,2024-01-17,13910.85,,,Paid,,2000.0,,,R002,Business Room,5.0,2782.17,Cash,C020,695.54,13215.31,10000.0,3910.85,"On January 17, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2782.17, totaling $13910.85. The cost amount for this transaction was $10000.00, with a tax amount of $695.54, leading to a total amount due of $13215.31. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240117052,Sale,2024-01-17,8012.08,,,Paid,,2880.0,,,F004,Banquet Set,2.0,4006.04,Cash,C017,400.6,7611.48,5760.0,2252.08,"On January 17, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $4006.04, totaling $8012.08. The cost amount for this transaction was $5760.00, with a tax amount of $400.60, leading to a total amount due of $7611.48. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231019,Purchase,2023-12-31,32850.0,Director,Executive Director,Unpaid,Account Payable,150.0,S010,Supplier 10,F001,Quick Meal Set,219.0,150.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 219.0 units at a unit price of $150.00, totaling $32850.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231020,Purchase,2023-12-31,36050.0,Director,Executive Director,Paid,Bank Transfer,350.0,S010,Supplier 10,F002,Business Meal Set,103.0,350.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 103.0 units at a unit price of $350.00, totaling $36050.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Purchase20231231021,Purchase,2023-12-31,35850.0,Director,Executive Director,Paid,Cash,150.0,S008,Supplier 8,F001,Quick Meal Set,239.0,150.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 239.0 units at a unit price of $150.00, totaling $35850.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S008, and the supplier name is Supplier 8.",
Expense20240117001,Financial Expenses,2024-01-17,275.14,Director,Director,Paid,Cash,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Financial Expenses, totaling $275.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Director, and the approver is Director.",
Expense20240117001,Sales Expenses,2024-01-17,955.46,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 17, 2024, an invoice was issued for a Sales Expenses, totaling $955.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Interest20240117017,Interest Receivables,2024-01-17,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 17, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240118054,Sale,2024-01-18,1420.8,,,Paid,,350.0,,,F002,Business Meal Set,3.0,473.6,Cash,C020,71.04,1349.76,1050.0,370.8,"On January 18, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $473.60, totaling $1420.80. The cost amount for this transaction was $1050.00, with a tax amount of $71.04, leading to a total amount due of $1349.76. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118055,Sale,2024-01-18,3439.5,,,Paid,,2000.0,,,R002,Business Room,1.0,3439.5,Cash,C015,171.98,3267.52,2000.0,1439.5,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $3439.50, totaling $3439.50. The cost amount for this transaction was $2000.00, with a tax amount of $171.98, leading to a total amount due of $3267.52. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240118056,Sale,2024-01-18,2780.94,,,Paid,,2000.0,,,R002,Business Room,1.0,2780.94,Cash,C005,139.05,2641.89,2000.0,780.94,"On January 18, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2780.94, totaling $2780.94. The cost amount for this transaction was $2000.00, with a tax amount of $139.05, leading to a total amount due of $2641.89. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231022,Purchase,2023-12-31,19050.0,Director,Senior Manager,Unpaid,Account Payable,150.0,S010,Supplier 10,F001,Quick Meal Set,127.0,150.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 127.0 units at a unit price of $150.00, totaling $19050.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Manager, and the approver is Director. The supplier ID is S010, and the supplier name is Supplier 10.",
Expense20240118001,Administrative Expenses,2024-01-18,530.87,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 18, 2024, an invoice was issued for a Administrative Expenses, totaling $530.87. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Interest20240118018,Interest Receivables,2024-01-18,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 18, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240119057,Sale,2024-01-19,12763.44,,,Paid,,2000.0,,,R002,Business Room,4.0,3190.86,Cash,C002,638.17,12125.27,8000.0,4763.44,"On January 19, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3190.86, totaling $12763.44. The cost amount for this transaction was $8000.00, with a tax amount of $638.17, leading to a total amount due of $12125.27. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240119058,Sale,2024-01-19,17426.9,,,Unpaid,,2000.0,,,R002,Business Room,5.0,3485.38,Account Receviable,C018,871.35,16555.55,10000.0,7426.9,"On January 19, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3485.38, totaling $17426.90. The cost amount for this transaction was $10000.00, with a tax amount of $871.35, leading to a total amount due of $16555.55. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240119059,Sale,2024-01-19,2673.06,,,Unpaid,,880.0,,,F003,Deluxe Meal Set,2.0,1336.53,Account Receviable,C018,133.65,2539.41,1760.0,913.06,"On January 19, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1336.53, totaling $2673.06. The cost amount for this transaction was $1760.00, with a tax amount of $133.65, leading to a total amount due of $2539.41. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240119060,Sale,2024-01-19,31728.28,,,Unpaid,,5000.0,,,R003,Luxury Suite,4.0,7932.07,Account Receviable,C011,1586.41,30141.87,20000.0,11728.28,"On January 19, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $7932.07, totaling $31728.28. The cost amount for this transaction was $20000.00, with a tax amount of $1586.41, leading to a total amount due of $30141.87. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240119001,Administrative Expenses,2024-01-19,720.99,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Administrative Expenses, totaling $720.99. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240119001,Financial Expenses,2024-01-19,560.47,Director,Manager,Paid,Cash,,,,,,,,,,,,,,"On January 19, 2024, an invoice was issued for a Financial Expenses, totaling $560.47. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Manager, and the approver is Director.",
Interest20240119019,Interest Receivables,2024-01-19,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 19, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240120061,Sale,2024-01-20,7565.22,,,Paid,,5000.0,,,R003,Luxury Suite,1.0,7565.22,Cash,C001,378.26,7186.96,5000.0,2565.22,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $7565.22, totaling $7565.22. The cost amount for this transaction was $5000.00, with a tax amount of $378.26, leading to a total amount due of $7186.96. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240120062,Sale,2024-01-20,596.76,,,Paid,,350.0,,,F002,Business Meal Set,1.0,596.76,Cash,C013,29.84,566.92,350.0,246.76,"On January 20, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $596.76, totaling $596.76. The cost amount for this transaction was $350.00, with a tax amount of $29.84, leading to a total amount due of $566.92. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240120001,Administrative Expenses,2024-01-20,911.18,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Administrative Expenses, totaling $911.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240120001,Sales Expenses,2024-01-20,571.4,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 20, 2024, an invoice was issued for a Sales Expenses, totaling $571.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240120020,Interest Receivables,2024-01-20,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121064,Sale,2024-01-21,6265.88,,,Paid,,880.0,,,F003,Deluxe Meal Set,4.0,1566.47,Cash,C013,313.29,5952.59,3520.0,2745.88,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1566.47, totaling $6265.88. The cost amount for this transaction was $3520.00, with a tax amount of $313.29, leading to a total amount due of $5952.59. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121065,Sale,2024-01-21,1066.25,,,Unpaid,,150.0,,,F001,Quick Meal Set,5.0,213.25,Account Receviable,C020,53.31,1012.94,750.0,316.25,"On January 21, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $213.25, totaling $1066.25. The cost amount for this transaction was $750.00, with a tax amount of $53.31, leading to a total amount due of $1012.94. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240121066,Sale,2024-01-21,30651.96,,,Paid,,5000.0,,,R003,Luxury Suite,4.0,7662.99,Cash,C012,1532.6,29119.36,20000.0,10651.96,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $7662.99, totaling $30651.96. The cost amount for this transaction was $20000.00, with a tax amount of $1532.60, leading to a total amount due of $29119.36. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240121001,Sales Expenses,2024-01-21,620.81,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $620.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Expense20240121001,Administrative Expenses,2024-01-21,981.16,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $981.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122068,Sale,2024-01-22,10155.39,,,Unpaid,,2000.0,,,R002,Business Room,3.0,3385.13,Account Receviable,C007,507.77,9647.62,6000.0,4155.39,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3385.13, totaling $10155.39. The cost amount for this transaction was $6000.00, with a tax amount of $507.77, leading to a total amount due of $9647.62. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240122069,Sale,2024-01-22,5176.28,,,Unpaid,,1500.0,,,R001,Standard Room,2.0,2588.14,Account Receviable,C014,258.81,4917.47,3000.0,2176.28,"On January 22, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2588.14, totaling $5176.28. The cost amount for this transaction was $3000.00, with a tax amount of $258.81, leading to a total amount due of $4917.47. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240122001,Administrative Expenses,2024-01-22,331.9,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $331.90. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240122001,Sales Expenses,2024-01-22,322.6,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $322.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123071,Sale,2024-01-23,16475.05,,,Paid,,2000.0,,,R002,Business Room,5.0,3295.01,Cash,C005,823.75,15651.3,10000.0,6475.05,"On January 23, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3295.01, totaling $16475.05. The cost amount for this transaction was $10000.00, with a tax amount of $823.75, leading to a total amount due of $15651.30. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123072,Sale,2024-01-23,2425.83,,,Paid,,1500.0,,,R001,Standard Room,1.0,2425.83,Cash,C009,121.29,2304.54,1500.0,925.83,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2425.83, totaling $2425.83. The cost amount for this transaction was $1500.00, with a tax amount of $121.29, leading to a total amount due of $2304.54. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240123001,Financial Expenses,2024-01-23,837.85,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Financial Expenses, totaling $837.85. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Expense20240123001,Administrative Expenses,2024-01-23,515.36,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $515.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124073,Sale,2024-01-24,5978.94,,,Unpaid,,2000.0,,,R002,Business Room,2.0,2989.47,Account Receviable,C014,298.95,5679.99,4000.0,1978.94,"On January 24, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2989.47, totaling $5978.94. The cost amount for this transaction was $4000.00, with a tax amount of $298.95, leading to a total amount due of $5679.99. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240124074,Sale,2024-01-24,4289.79,,,Paid,,2880.0,,,F004,Banquet Set,1.0,4289.79,Cash,C018,214.49,4075.3,2880.0,1409.79,"On January 24, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $4289.79, totaling $4289.79. The cost amount for this transaction was $2880.00, with a tax amount of $214.49, leading to a total amount due of $4075.30. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231023,Purchase,2023-12-31,358500.0,Director,Executive Director,Unpaid,Account Payable,1500.0,S007,Supplier 7,R001,Standard Room,239.0,1500.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 239.0 units at a unit price of $1500.00, totaling $358500.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240124001,Sales Expenses,2024-01-24,119.55,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $119.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240124001,Sales Expenses,2024-01-24,442.56,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $442.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125077,Sale,2024-01-25,17006.35,,,Unpaid,,2000.0,,,R002,Business Room,5.0,3401.27,Account Receviable,C020,850.32,16156.03,10000.0,7006.35,"On January 25, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3401.27, totaling $17006.35. The cost amount for this transaction was $10000.00, with a tax amount of $850.32, leading to a total amount due of $16156.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
