id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,asset_name,asset_type,customer_id,tax_amount,after_tax_amount,cost_amount,profit
Expense20240125001,Financial Expenses,2024-01-25,2024-01-25,6391.42,6391.42,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240125001,Administrative Expenses,2024-01-25,2024-01-25,21505.59,21505.59,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240125025,Interest Receivables,2024-01-25,2024-01-25,10.520172909999983,10.520172909999983,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240126048,Sale,2024-01-26,2024-01-26,11013.22,11013.22,,,Unpaid,,10000.0,,,P001,Chemical Product A,1.0,11013.22,Account Receviable,,,C003,550.66,10462.56,10000.0,1013.2199999999993
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,2023-12-31,423492.61,423492.61,,,Paid,Bank Transfer,,S010,Supplier 10,,,,,,Processing Equipment9,Processing Equipment,,,,,
Transfer20240126001,Cash to bank transfer,2024-01-26,2024-01-26,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240126001,Cash to bank transfer,2024-01-26,2024-01-26,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240126001,Cash to bank transfer,2024-01-26,2024-01-26,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Transfer20240126001,Cash to bank transfer,2024-01-26,2024-01-26,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,39006.77,39006.77,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240126001,Cash to bank transfer,2024-01-26,2024-01-26,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,30200.35,30200.35,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Transfer20240126001,Bank to cash transfer,2024-01-26,2024-01-26,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240126001,Administrative Expenses,2024-01-26,2024-01-26,34012.21,34012.21,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240126026,Interest Receivables,2024-01-26,2024-01-26,8.429330619999986,8.429330619999986,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240127049,Sale,2024-01-27,2024-01-27,173035.77,173035.77,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,57678.59,Cash,,,C005,8651.79,164383.98,150000.0,23035.76999999999
Sale20240127050,Sale,2024-01-27,2024-01-27,40224.21,40224.21,,,Paid,,10000.0,,,P001,Chemical Product A,3.0,13408.07,Cash,,,C011,2011.21,38213.0,30000.0,10224.21
Transfer20240127001,Cash to bank transfer,2024-01-27,2024-01-27,100000.0,100000.0,,,,,,,,,,,,,,,,,,,
Expense20240127001,Sales Expenses,2024-01-27,2024-01-27,8766.09,8766.09,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240127001,Administrative Expenses,2024-01-27,2024-01-27,41601.35,41601.35,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240127027,Interest Receivables,2024-01-27,2024-01-27,17.329330619999986,17.329330619999986,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240128052,Sale,2024-01-28,2024-01-28,105539.92,105539.92,,,Paid,,20000.0,,,P002,Chemical Product B,4.0,26384.98,Cash,,,C005,5277.0,100262.92,80000.0,25539.92
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,42556.4,42556.4,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,14686.36,14686.36,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240128001,Administrative Expenses,2024-01-28,2024-01-28,37906.69,37906.69,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240128028,Interest Receivables,2024-01-28,2024-01-28,17.329330619999986,17.329330619999986,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240129053,Sale,2024-01-29,2024-01-29,578373.95,578373.95,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,115674.79,Account Receviable,,,C009,28918.7,549455.25,500000.0,78373.94999999995
Expense20240129001,Administrative Expenses,2024-01-29,2024-01-29,20762.49,20762.49,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240129001,Financial Expenses,2024-01-29,2024-01-29,27338.59,27338.59,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240129029,Interest Receivables,2024-01-29,2024-01-29,17.329330619999986,17.329330619999986,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
